supplier_id,product_category,delivery_days,defect_rate_percent,supplier_rating,last_delivery_date
3816,Grocery,9,4.29,Average,2019-12-08 00:05:01
4919,Clothing,18,7.2,Average,2024-08-28 05:47:06
4124,Electronics,7,6.27,Average,2018-05-13 14:02:11
1254,Electronics,14,6.95,Average,2022-01-03 06:12:14
1714,Grocery,9,4.4,Average,2021-08-20 20:59:42
2930,Grocery,5,2.85,Good,2018-10-28 09:56:37
169,Grocery,12,4.57,Average,2019-08-02 17:38:09
4229,Home,6,5.51,Average,2022-03-28 23:15:09
3806,Electronics,8,7.24,Average,2021-10-19 06:37:51
2804,Grocery,8,6.92,Average,2019-03-16 06:58:44
3128,Grocery,18,4.79,Average,2020-04-13 05:18:22
4704,Grocery,6,1.39,Average,2024-06-22 14:18:48
630,Clothing,6,6.61,Average,2020-03-11 22:51:54
1766,Electronics,15,2.8,Average,2020-10-17 22:47:55
2049,Electronics,11,0.44,Average,2023-02-09 02:41:22
4366,Home,13,3.18,Average,2024-09-30 15:37:30
4230,Clothing,10,1.33,Average,2020-05-21 12:10:54
717,Home,1,0.93,Good,2019-05-07 23:14:17
392,Grocery,6,0.62,Average,2018-02-28 21:27:04
3214,Electronics,12,3.4,Average,2022-06-05 11:39:50
2393,Electronics,6,7.65,Average,2021-06-27 22:40:33
1296,Electronics,5,5.18,Good,2023-06-12 18:39:26
3661,Electronics,3,2.22,Good,2023-11-19 12:24:46
1689,Grocery,5,3.78,Good,2023-07-19 14:37:06
2152,Electronics,8,2.48,Average,2018-08-06 17:40:38
4328,Electronics,3,4.58,Good,2018-03-13 20:16:47
3868,Home,12,6.81,Average,2020-04-15 02:54:30
2336,Clothing,4,3.65,Good,2024-03-25 23:29:54
2514,Clothing,8,7.4,Average,2021-03-28 17:40:27
4388,Grocery,18,5.53,Average,2018-01-30 08:14:10
2170,Electronics,19,3.84,Average,2021-07-28 00:27:01
3573,Grocery,2,7.04,Good,2024-11-13 19:58:10
1520,Electronics,4,2.45,Good,2022-06-28 21:58:03
2483,Clothing,14,7.43,Average,2020-04-06 12:36:06
2705,Electronics,12,7.72,Average,2023-09-03 01:13:59
3822,Clothing,17,1.58,Average,2022-09-04 00:54:40
4388,Grocery,16,3.6,Average,2022-01-09 10:21:15
3735,Home,13,1.97,Average,2022-12-31 17:07:47
3234,Grocery,17,4.95,Average,2023-06-16 17:25:26
3459,Clothing,15,4.03,Average,2022-09-23 19:08:01
3753,Home,2,3.44,Good,2021-07-14 21:25:52
3632,Electronics,12,2.05,Average,2023-02-10 01:45:48
4607,Electronics,19,1.61,Average,2024-02-21 21:55:57
3242,Electronics,2,0.39,Good,2021-02-21 23:16:24
3779,Home,6,2.63,Average,2023-07-18 19:20:25
4972,Electronics,9,5.92,Average,2024-07-21 07:10:23
2807,Electronics,8,7.28,Average,2020-04-13 15:06:47
1005,Home,8,6.5,Average,2019-05-06 21:37:24
1155,Clothing,2,0.1,Good,2024-10-21 07:32:50
1282,Home,4,1.64,Good,2021-02-06 22:57:53
2757,Clothing,4,2.88,Good,2018-06-03 22:43:07
519,Electronics,15,1.5,Average,2019-09-03 15:35:50
2298,Clothing,13,4.52,Average,2024-10-11 16:24:27
4380,Grocery,18,0.86,Average,2023-05-03 00:25:45
3212,Grocery,11,2.91,Average,2021-02-10 17:56:13
4935,Clothing,11,1.22,Average,2023-03-10 07:09:00
3782,Clothing,9,7.96,Average,2020-05-16 14:28:37
2190,Clothing,13,5.91,Average,2020-08-13 17:04:31
4108,Electronics,18,7.9,Average,2021-10-09 18:47:58
4361,Electronics,15,5.84,Average,2022-07-28 11:10:12
2691,Clothing,5,3.59,Good,2022-04-10 08:08:29
780,Home,10,7.47,Average,2020-02-26 13:16:44
1620,Grocery,5,1.44,Good,2020-03-18 20:17:51
4664,Grocery,11,3.51,Average,2024-10-16 09:56:17
4213,Home,3,7.12,Good,2023-12-27 21:30:14
2252,Clothing,14,6.29,Average,2024-11-17 19:30:22
1937,Electronics,11,7.51,Average,2023-02-06 04:35:34
3097,Electronics,6,3.99,Average,2023-04-03 15:06:36
208,Electronics,16,7.97,Average,2019-02-26 09:12:26
3381,Grocery,8,0.16,Average,2020-04-12 02:28:38
1586,Electronics,10,5.05,Average,2023-03-12 21:53:07
431,Home,3,1.49,Good,2020-08-06 22:13:43
3569,Grocery,3,7.31,Good,2018-11-07 09:31:08
4506,Electronics,18,2.55,Average,2024-08-31 05:59:39
1445,Home,12,7.94,Average,2020-08-31 13:34:51
1904,Clothing,3,5.01,Good,2018-03-31 04:03:28
2941,Clothing,3,0.58,Good,2024-08-12 20:01:06
2701,Home,3,7.77,Good,2020-04-11 07:30:35
868,Home,1,6.58,Good,2024-05-07 04:04:44
4396,Clothing,14,4.22,Average,2018-11-10 18:35:30
2217,Clothing,13,7.2,Average,2021-05-30 16:35:35
1324,Clothing,4,7.98,Good,2018-08-18 20:27:23
4126,Home,13,3.77,Average,2019-05-31 02:22:41
43,Grocery,9,4.96,Average,2024-01-13 08:27:24
2021,Clothing,4,5.62,Good,2018-11-21 08:49:37
3454,Electronics,5,4.97,Good,2018-01-21 15:19:40
1996,Clothing,11,1.51,Average,2021-08-13 09:02:46
3599,Grocery,17,5.8,Average,2019-04-10 14:34:37
4931,Electronics,1,1.08,Good,2023-09-03 11:03:43
414,Grocery,1,7.62,Good,2020-07-01 23:37:19
2611,Home,1,3.31,Good,2024-10-19 04:29:07
3061,Clothing,9,0.95,Average,2019-08-24 23:53:02
1181,Home,8,3.89,Average,2020-01-01 04:05:23
4551,Grocery,15,5.59,Average,2023-06-21 17:43:54
3437,Grocery,18,5.84,Average,2023-02-22 21:17:33
2271,Grocery,11,6.37,Average,2023-12-15 19:30:50
172,Clothing,12,1.35,Average,2021-05-23 15:54:55
1318,Clothing,19,0.73,Average,2021-07-31 03:30:08
691,Clothing,2,7.57,Good,2019-10-22 16:19:45
2466,Clothing,8,7.45,Average,2024-04-03 06:05:52
3081,Clothing,15,6.75,Average,2022-01-03 18:57:21
98,Home,2,6.61,Good,2023-10-23 01:12:35
2917,Grocery,19,7.22,Average,2024-05-31 19:08:28
1126,Electronics,9,5.08,Average,2019-04-04 22:45:28
4501,Home,15,7.87,Average,2018-03-26 19:07:31
4836,Grocery,3,0.73,Good,2018-05-17 06:20:24
3813,Electronics,18,7.64,Average,2022-04-11 11:01:49
433,Electronics,18,3.35,Average,2024-05-16 16:46:25
1971,Clothing,4,7.39,Good,2020-08-12 19:42:10
1186,Home,6,1.88,Average,2018-02-18 22:39:06
1742,Home,11,2.31,Average,2023-05-23 20:34:56
2232,Electronics,4,5.21,Good,2023-12-19 01:41:03
400,Grocery,2,1.9,Good,2022-07-02 21:25:25
3303,Electronics,16,0.17,Average,2018-01-27 16:11:49
3614,Home,11,4.92,Average,2019-06-27 19:47:59
2483,Home,16,7.8,Average,2019-09-27 07:49:51
4648,Electronics,16,7.82,Average,2021-12-19 03:08:18
476,Electronics,4,5.37,Good,2024-03-16 10:31:44
1008,Electronics,1,4.28,Good,2023-04-02 02:26:20
3164,Grocery,4,5.04,Good,2020-12-20 06:38:18
3477,Grocery,19,1.15,Average,2022-05-16 14:24:28
1375,Electronics,12,3.06,Average,2021-12-04 23:11:40
1035,Clothing,10,7.99,Average,2023-03-25 18:50:27
730,Clothing,15,0.92,Average,2024-11-03 12:30:25
1854,Home,16,2.7,Average,2018-01-13 03:15:52
2672,Clothing,3,6.6,Good,2020-09-19 20:32:03
4948,Electronics,10,6.21,Average,2019-09-01 06:42:52
2481,Electronics,5,6.55,Good,2018-08-10 03:14:32
1116,Clothing,6,5.24,Average,2023-12-08 13:50:53
3461,Electronics,14,6.94,Average,2021-04-03 05:11:13
2434,Grocery,8,6.7,Average,2018-04-22 11:26:41
2078,Clothing,12,6.72,Average,2019-06-09 21:14:42
1164,Home,19,3.81,Average,2019-12-02 02:57:27
4158,Electronics,18,1.0,Average,2023-10-21 02:10:37
3022,Grocery,10,4.8,Average,2021-11-07 07:45:07
58,Clothing,9,2.89,Average,2022-10-17 11:29:15
2477,Electronics,11,0.67,Average,2019-02-27 22:47:43
2729,Electronics,13,7.03,Average,2018-01-07 08:05:18
4545,Clothing,14,3.02,Average,2021-06-11 15:24:32
4361,Clothing,16,0.68,Average,2023-01-06 03:45:34
286,Grocery,2,1.15,Good,2020-07-13 14:22:08
1284,Electronics,11,4.15,Average,2023-04-13 20:00:36
2075,Clothing,12,5.23,Average,2019-07-23 20:40:40
493,Electronics,9,5.21,Average,2023-06-05 05:50:24
2177,Electronics,10,1.52,Average,2020-12-01 11:25:04
4874,Electronics,10,4.72,Average,2021-01-28 13:17:22
2045,Clothing,9,3.88,Average,2023-12-24 18:23:32
3884,Grocery,14,3.57,Average,2020-05-20 17:45:14
3072,Grocery,6,5.69,Average,2019-11-29 17:41:06
1158,Electronics,8,5.18,Average,2022-08-20 18:27:59
1143,Home,18,4.76,Average,2018-03-26 16:35:58
466,Electronics,1,5.7,Good,2022-07-13 21:25:00
1249,Electronics,15,2.33,Average,2023-05-10 19:11:09
732,Grocery,17,0.02,Average,2023-02-18 08:11:25
4147,Grocery,7,2.0,Average,2022-08-09 15:18:36
1892,Grocery,10,5.77,Average,2024-07-11 16:17:05
3983,Electronics,13,5.44,Average,2024-04-11 02:44:38
3809,Clothing,1,0.69,Good,2018-05-27 00:05:44
4718,Grocery,18,1.82,Average,2021-10-19 09:38:49
2646,Home,12,7.58,Average,2019-03-01 06:47:27
3826,Grocery,6,4.45,Average,2019-04-15 11:42:16
2020,Electronics,17,1.93,Average,2019-05-28 16:31:37
3164,Grocery,18,0.69,Average,2023-03-10 08:11:13
2759,Home,4,1.84,Good,2019-11-05 19:30:05
1343,Electronics,15,7.51,Average,2024-07-29 02:47:44
3957,Home,5,2.64,Good,2020-07-10 18:32:14
3971,Grocery,5,4.82,Good,2020-11-13 08:46:23
4837,Clothing,10,3.26,Average,2020-07-03 00:00:23
4118,Home,15,2.2,Average,2022-10-02 06:18:32
4958,Grocery,1,4.15,Good,2022-06-16 05:09:00
300,Grocery,5,4.38,Good,2023-05-22 17:28:53
3344,Clothing,17,0.38,Average,2019-05-04 00:22:03
777,Grocery,2,7.43,Good,2024-04-23 12:53:17
4728,Home,5,6.8,Good,2018-06-18 03:17:06
1309,Home,19,5.51,Average,2020-04-08 00:07:34
3583,Electronics,3,7.31,Good,2021-01-15 15:16:12
2998,Grocery,14,4.43,Average,2024-03-02 20:49:43
1801,Electronics,12,5.76,Average,2023-02-19 03:00:57
1521,Clothing,8,1.19,Average,2020-10-02 02:14:34
75,Grocery,6,7.85,Average,2018-04-12 14:24:51
4896,Grocery,10,4.6,Average,2022-02-12 09:34:47
1870,Grocery,10,2.79,Average,2022-10-12 09:07:36
2693,Clothing,9,0.28,Average,2024-05-14 04:23:55
3755,Electronics,18,0.49,Average,2018-06-05 13:48:30
2026,Grocery,17,3.96,Average,2024-01-07 11:16:17
995,Grocery,12,7.87,Average,2024-02-15 09:39:07
1150,Grocery,10,7.25,Average,2022-02-20 17:27:43
2219,Grocery,12,7.27,Average,2022-09-04 01:11:25
3619,Home,5,0.07,Good,2022-09-23 01:55:52
4487,Grocery,12,6.39,Average,2023-05-08 02:48:40
2252,Home,13,0.39,Average,2024-01-05 03:31:11
797,Electronics,17,1.8,Average,2019-12-08 07:39:03
1193,Home,18,3.62,Average,2023-03-17 06:27:39
4763,Home,6,3.0,Average,2020-09-03 21:26:37
1725,Clothing,14,4.81,Average,2022-08-21 08:06:39
546,Grocery,13,5.09,Average,2024-02-15 19:29:53
375,Grocery,17,1.42,Average,2019-08-28 15:37:04
1553,Electronics,6,3.18,Average,2023-11-28 00:04:29
13,Electronics,1,1.1,Good,2022-11-21 14:27:13
828,Electronics,11,5.75,Average,2019-10-13 07:38:30
1940,Grocery,1,0.56,Good,2021-05-17 22:09:59
1895,Clothing,15,1.73,Average,2021-12-12 08:26:49
531,Electronics,14,7.5,Average,2024-01-04 16:19:54
3281,Grocery,2,2.81,Good,2024-04-08 10:42:01
3967,Grocery,15,0.55,Average,2022-03-08 23:29:23
2409,Electronics,7,2.4,Average,2018-04-01 21:46:06
764,Electronics,9,5.35,Average,2018-03-03 01:43:28
772,Clothing,16,5.97,Average,2022-05-26 02:34:25
175,Clothing,9,4.16,Average,2021-04-05 17:01:45
4736,Clothing,13,0.07,Average,2022-04-02 01:25:36
1507,Clothing,1,2.91,Good,2023-06-29 02:55:16
4973,Home,2,1.58,Good,2021-09-09 20:39:45
1386,Clothing,17,6.97,Average,2019-05-06 16:29:39
123,Clothing,10,4.65,Average,2018-12-14 18:55:40
3800,Grocery,8,6.11,Average,2018-12-01 04:24:15
3744,Grocery,18,7.38,Average,2018-01-01 14:48:11
2981,Electronics,15,0.14,Average,2021-01-25 09:01:12
2222,Grocery,5,1.11,Good,2020-04-29 03:08:46
240,Home,1,2.5,Good,2022-04-01 02:08:58
1505,Clothing,18,4.14,Average,2022-11-08 18:32:16
3111,Electronics,19,3.59,Average,2024-01-03 11:27:38
2379,Grocery,19,6.6,Average,2021-09-22 01:56:16
1564,Clothing,14,0.73,Average,2019-04-26 21:38:40
4249,Clothing,16,4.43,Average,2020-05-29 18:16:48
1572,Home,1,0.07,Good,2018-03-18 13:31:07
523,Grocery,6,0.93,Average,2021-03-12 12:11:50
4118,Grocery,12,4.31,Average,2024-03-21 04:35:40
4364,Home,7,5.72,Average,2021-02-16 09:36:23
1332,Clothing,12,0.71,Average,2021-01-19 21:43:15
757,Clothing,16,0.97,Average,2019-06-18 21:45:54
4144,Clothing,7,1.8,Average,2021-07-15 16:47:12
4739,Home,18,2.77,Average,2023-08-27 21:42:10
2583,Electronics,12,3.62,Average,2021-11-12 07:31:53
1101,Clothing,15,5.12,Average,2018-09-30 18:36:49
2307,Grocery,13,5.51,Average,2020-08-19 13:36:20
3728,Home,1,6.87,Good,2018-01-04 12:36:25
4953,Grocery,15,4.44,Average,2018-06-01 01:20:11
811,Clothing,11,2.8,Average,2023-08-30 13:27:12
2024,Grocery,16,0.1,Average,2024-10-15 06:52:17
1503,Clothing,11,7.55,Average,2020-11-08 13:06:17
1127,Grocery,14,5.3,Average,2018-08-10 23:19:02
934,Home,5,6.9,Good,2021-10-30 20:47:05
4056,Clothing,14,7.08,Average,2019-08-28 08:47:28
1034,Home,7,4.89,Average,2022-08-05 09:20:19
4131,Clothing,2,0.37,Good,2022-04-03 05:38:52
1982,Home,12,7.65,Average,2020-07-27 04:50:47
856,Clothing,15,6.86,Average,2020-09-30 22:59:32
1895,Home,12,2.56,Average,2022-01-05 12:43:20
1823,Electronics,12,1.7,Average,2020-06-19 16:57:50
1849,Electronics,13,6.4,Average,2020-03-28 02:39:39
2712,Clothing,19,6.27,Average,2023-09-08 06:19:48
496,Electronics,1,7.31,Good,2024-08-11 23:22:15
3793,Clothing,9,6.57,Average,2021-02-19 01:36:01
4962,Clothing,6,6.55,Average,2021-06-26 02:36:37
2766,Grocery,15,0.58,Average,2024-01-03 16:27:59
1670,Home,13,5.29,Average,2018-06-30 21:28:49
3049,Home,10,2.91,Average,2024-03-11 20:34:59
3785,Clothing,3,7.03,Good,2019-11-23 18:19:58
2593,Electronics,19,1.3,Average,2018-11-19 01:32:40
3882,Clothing,14,4.77,Average,2018-01-22 01:52:49
1256,Electronics,4,0.62,Good,2018-12-12 21:25:58
2526,Clothing,7,3.44,Average,2018-01-10 04:33:31
3273,Home,8,2.84,Average,2020-11-26 11:19:27
4591,Clothing,5,2.04,Good,2023-11-15 20:13:32
2878,Grocery,12,3.06,Average,2020-06-09 20:10:42
782,Home,10,3.97,Average,2024-05-02 15:57:07
4189,Electronics,10,2.43,Average,2018-08-10 12:43:35
1898,Grocery,8,3.64,Average,2019-03-12 04:21:18
1010,Home,10,5.46,Average,2022-12-19 15:06:08
3659,Clothing,2,4.46,Good,2019-03-14 03:16:49
3405,Electronics,1,3.88,Good,2024-07-04 03:48:46
4107,Grocery,14,6.92,Average,2022-11-12 07:48:39
774,Grocery,14,3.27,Average,2024-02-18 16:32:06
1714,Electronics,3,4.78,Good,2021-01-09 03:47:08
4181,Grocery,18,6.47,Average,2024-08-03 14:28:06
4603,Home,17,7.14,Average,2020-03-11 21:10:51
3852,Clothing,12,3.2,Average,2018-04-20 05:57:36
169,Electronics,15,7.72,Average,2022-04-11 06:25:13
1460,Grocery,17,7.8,Average,2019-08-08 03:57:48
2586,Clothing,4,0.85,Good,2018-12-17 19:39:58
4053,Grocery,15,2.86,Average,2022-12-29 04:13:54
1004,Clothing,14,2.66,Average,2024-04-05 18:22:13
3621,Home,15,2.67,Average,2022-12-12 06:12:02
260,Home,17,6.56,Average,2018-05-05 01:27:22
410,Electronics,17,6.88,Average,2020-05-21 03:52:19
4603,Electronics,16,2.72,Average,2020-12-13 20:45:22
557,Home,4,5.16,Good,2020-04-19 08:10:19
3677,Electronics,18,4.23,Average,2018-01-06 15:11:58
607,Home,2,0.5,Good,2024-04-30 10:20:19
2878,Electronics,8,3.95,Average,2020-10-08 19:08:28
3637,Electronics,3,2.54,Good,2022-02-11 04:40:41
1428,Home,10,6.51,Average,2018-09-27 10:55:17
1332,Electronics,10,5.46,Average,2020-07-01 03:15:51
2314,Grocery,16,5.37,Average,2020-11-15 05:40:39
3358,Home,6,2.1,Average,2022-07-07 12:57:06
2598,Clothing,16,6.04,Average,2023-09-23 02:56:34
660,Electronics,5,2.21,Good,2022-04-22 08:48:17
1595,Home,2,2.7,Good,2020-02-22 07:33:04
4903,Electronics,3,6.94,Good,2020-06-16 19:01:45
1545,Electronics,10,2.27,Average,2023-04-09 23:22:14
2692,Grocery,5,3.43,Good,2018-02-06 01:12:54
3158,Electronics,5,5.82,Good,2024-05-02 20:56:29
1400,Electronics,17,0.02,Average,2018-09-02 06:40:42
778,Clothing,9,4.2,Average,2018-08-20 12:29:25
4213,Electronics,16,5.84,Average,2018-01-25 10:30:14
2181,Home,11,6.45,Average,2023-06-06 11:31:58
4793,Clothing,6,0.21,Average,2020-02-19 04:18:14
3213,Clothing,18,7.86,Average,2023-01-24 21:33:42
1821,Home,9,0.93,Average,2021-02-20 03:46:43
4229,Electronics,8,6.33,Average,2020-02-02 10:23:39
4105,Home,18,4.87,Average,2020-03-30 15:15:12
4409,Electronics,18,6.35,Average,2022-05-22 20:43:13
2955,Home,13,4.5,Average,2018-08-25 03:12:33
4976,Electronics,11,4.08,Average,2019-04-05 07:43:49
3956,Home,6,2.6,Average,2024-05-25 14:39:18
484,Electronics,12,6.37,Average,2021-05-13 01:47:54
1431,Grocery,18,5.49,Average,2022-01-02 14:42:01
4266,Grocery,18,2.29,Average,2020-03-22 11:19:21
4034,Home,8,1.33,Average,2020-12-24 21:07:28
2722,Electronics,14,4.55,Average,2022-02-10 14:14:49
391,Grocery,10,6.23,Average,2023-10-20 10:23:45
1481,Electronics,15,6.73,Average,2023-09-05 18:10:37
4823,Grocery,9,0.27,Average,2020-07-27 09:14:07
3897,Grocery,5,0.65,Good,2019-04-23 12:52:14
1471,Electronics,1,7.26,Good,2021-11-12 00:00:52
2042,Home,14,7.12,Average,2023-04-17 10:39:53
3051,Electronics,19,5.77,Average,2019-01-19 14:09:57
266,Electronics,15,0.16,Average,2022-08-21 10:29:06
1634,Home,4,4.07,Good,2019-04-18 01:13:41
3081,Home,19,0.72,Average,2020-06-03 02:51:49
4340,Electronics,14,0.41,Average,2018-05-01 09:13:21
4441,Grocery,14,7.49,Average,2020-04-20 14:58:44
4210,Home,18,3.02,Average,2021-09-25 20:07:15
4655,Grocery,19,4.4,Average,2021-07-27 10:38:06
200,Electronics,11,3.0,Average,2024-04-02 11:02:09
4586,Electronics,16,6.43,Average,2024-03-14 09:50:13
1073,Grocery,17,6.12,Average,2024-06-19 00:31:36
541,Home,13,4.62,Average,2024-04-12 19:54:22
391,Grocery,13,1.65,Average,2023-10-15 16:50:53
1467,Electronics,6,1.38,Average,2018-05-31 19:15:41
3336,Clothing,16,4.53,Average,2019-01-01 02:44:54
1336,Grocery,2,2.94,Good,2021-04-20 14:56:54
1065,Clothing,19,7.25,Average,2024-05-19 11:56:47
4005,Clothing,6,4.48,Average,2024-12-29 09:09:12
3997,Clothing,5,2.11,Good,2021-10-11 09:29:22
4425,Home,19,6.37,Average,2018-09-20 10:06:58
2208,Clothing,4,2.77,Good,2021-06-02 01:04:32
4723,Clothing,18,2.42,Average,2019-07-13 10:58:19
3156,Electronics,3,5.93,Good,2021-06-20 22:09:58
4171,Electronics,3,5.46,Good,2021-11-07 12:23:44
1289,Electronics,17,2.66,Average,2018-08-19 01:10:05
362,Clothing,10,1.11,Average,2024-11-05 06:24:34
3152,Grocery,13,0.79,Average,2019-09-01 22:40:16
749,Electronics,11,1.58,Average,2023-05-08 14:12:43
1854,Grocery,6,5.03,Average,2022-01-30 08:03:34
4793,Electronics,11,0.65,Average,2024-09-09 01:33:25
3894,Home,11,4.44,Average,2022-05-22 20:20:30
4834,Grocery,8,3.23,Average,2021-04-08 15:31:54
1443,Clothing,18,5.42,Average,2019-09-01 12:43:26
1005,Grocery,8,6.63,Average,2020-09-10 19:52:41
2303,Grocery,12,3.22,Average,2021-06-04 02:18:32
807,Clothing,10,0.46,Average,2024-09-09 15:09:48
1751,Home,19,7.58,Average,2018-02-24 20:15:10
1152,Home,3,4.66,Good,2018-07-25 07:11:29
4842,Home,18,5.85,Average,2022-12-01 06:42:04
1358,Clothing,4,6.13,Good,2023-08-05 12:00:26
587,Grocery,19,4.88,Average,2018-02-27 03:44:41
1639,Grocery,18,3.53,Average,2018-01-17 11:21:55
3566,Grocery,10,4.27,Average,2023-01-10 17:54:07
1838,Electronics,4,7.28,Good,2023-02-27 07:27:56
1614,Grocery,17,2.14,Average,2018-08-16 17:29:09
1542,Grocery,7,6.61,Average,2019-03-17 14:54:34
1641,Clothing,5,3.61,Good,2022-08-30 11:02:15
4293,Home,13,5.77,Average,2018-06-24 12:03:28
2732,Grocery,16,2.0,Average,2023-12-11 00:01:19
876,Home,18,6.03,Average,2024-08-31 21:04:03
1080,Clothing,14,2.26,Average,2022-05-30 02:06:14
3813,Clothing,7,1.06,Average,2018-05-06 20:22:14
4601,Electronics,11,3.36,Average,2019-03-05 22:43:46
1552,Clothing,14,0.67,Average,2023-06-27 03:47:42
3293,Home,14,4.61,Average,2022-08-03 01:37:09
4124,Home,14,6.94,Average,2018-08-02 16:13:30
2156,Clothing,17,5.45,Average,2023-12-13 05:45:55
2769,Electronics,8,0.84,Average,2019-09-19 15:53:53
390,Grocery,18,3.65,Average,2024-07-22 00:35:31
4036,Home,1,1.82,Good,2019-06-05 21:31:39
4362,Grocery,12,4.26,Average,2021-05-21 12:18:23
801,Home,8,5.08,Average,2024-06-05 20:48:59
4136,Electronics,5,1.42,Good,2020-07-14 15:35:29
471,Grocery,9,2.71,Average,2022-05-24 06:17:08
2008,Clothing,7,7.45,Average,2021-06-12 17:53:39
1225,Grocery,19,0.84,Average,2021-01-05 19:56:33
1746,Home,5,2.34,Good,2023-06-24 00:50:43
396,Clothing,3,3.04,Good,2021-06-16 08:26:33
338,Electronics,15,1.54,Average,2021-08-13 23:00:32
4497,Grocery,1,7.05,Good,2021-03-30 21:46:15
2393,Clothing,15,5.82,Average,2020-12-29 04:20:33
1955,Grocery,12,6.13,Average,2024-03-15 06:18:29
4797,Clothing,3,7.73,Good,2020-01-11 13:16:43
1355,Electronics,5,7.54,Good,2024-02-08 09:37:14
1166,Grocery,1,2.92,Good,2019-01-18 09:07:01
486,Home,2,1.06,Good,2021-10-24 21:09:12
840,Electronics,16,7.15,Average,2018-07-09 10:36:54
2270,Clothing,15,1.91,Average,2024-01-26 17:40:17
2170,Electronics,18,6.06,Average,2021-09-03 03:07:26
3588,Electronics,18,1.98,Average,2020-02-16 08:09:56
4427,Home,1,0.3,Good,2018-10-18 08:37:54
2346,Grocery,12,0.63,Average,2019-04-18 21:32:13
4995,Clothing,1,6.65,Good,2021-06-18 20:40:55
4584,Grocery,17,5.7,Average,2024-08-25 15:32:59
1482,Electronics,11,1.03,Average,2022-11-19 14:14:36
4305,Electronics,12,3.53,Average,2018-07-03 17:07:35
3447,Home,12,6.51,Average,2021-06-07 22:38:04
2648,Clothing,6,4.25,Average,2021-05-01 10:36:50
2896,Home,9,6.74,Average,2019-12-25 06:34:45
1428,Clothing,4,4.98,Good,2024-06-13 23:07:42
2504,Clothing,12,0.26,Average,2022-08-19 07:35:29
3840,Home,4,7.38,Good,2021-08-09 19:35:56
981,Grocery,5,7.84,Good,2020-06-06 22:25:22
2707,Grocery,14,6.54,Average,2023-03-16 18:27:04
128,Electronics,10,7.51,Average,2021-05-05 00:57:56
2996,Grocery,4,1.39,Good,2022-08-18 19:15:28
1818,Electronics,12,6.76,Average,2024-08-22 04:30:38
2235,Clothing,11,6.27,Average,2018-01-08 09:45:26
2021,Home,17,7.25,Average,2018-05-03 10:49:43
4570,Clothing,10,7.27,Average,2018-03-29 19:54:14
2490,Electronics,10,5.85,Average,2021-04-23 06:17:36
2919,Electronics,5,6.59,Good,2018-02-10 02:06:06
2529,Electronics,17,7.16,Average,2024-02-26 15:38:45
2311,Electronics,13,7.25,Average,2020-05-06 19:12:28
1253,Electronics,13,4.57,Average,2020-12-26 12:50:16
3309,Grocery,12,1.6,Average,2024-12-07 15:30:25
136,Electronics,2,7.81,Good,2019-03-23 04:26:27
1746,Clothing,10,4.65,Average,2018-03-02 20:52:58
