user_id,cohort_month,months_active,retained
42439,2024-01,24,No
45294,2024-01,29,No
32285,2023-01,9,Yes
45850,2024-06,23,No
10592,2023-06,26,Yes
39226,2024-06,2,Yes
24086,2023-01,10,Yes
29941,2023-01,24,No
46847,2023-01,6,No
21242,2023-01,10,No
8775,2023-01,13,Yes
19926,2023-01,22,No
33907,2023-01,23,No
2537,2024-01,19,No
19555,2023-06,26,No
41599,2024-06,29,Yes
19382,2023-06,26,No
10032,2023-06,25,Yes
43485,2024-01,12,No
41761,2023-01,19,Yes
6177,2023-01,13,Yes
16842,2023-06,12,No
19074,2023-01,1,Yes
25381,2024-06,6,No
10673,2023-01,1,No
2616,2023-01,3,Yes
24611,2023-06,26,Yes
6928,2023-01,12,Yes
46416,2024-06,32,No
41266,2023-01,2,Yes
11732,2024-01,9,Yes
34859,2024-06,18,Yes
13766,2023-01,29,No
46053,2024-06,9,Yes
30042,2024-01,8,Yes
40015,2024-01,6,Yes
39957,2024-06,23,No
5346,2024-01,27,Yes
23022,2024-06,4,Yes
11081,2023-06,5,Yes
49580,2023-06,18,Yes
21564,2023-01,31,Yes
33539,2024-06,27,Yes
46207,2024-01,11,No
41788,2023-06,15,Yes
266,2023-06,10,Yes
16103,2024-06,32,No
20126,2024-01,5,No
43788,2024-06,35,Yes
12424,2023-06,28,No
44039,2024-06,35,Yes
26729,2023-06,30,No
22835,2024-06,20,No
2366,2023-01,32,Yes
221,2024-01,1,Yes
17988,2023-06,12,Yes
17765,2024-06,1,Yes
45234,2023-06,21,Yes
26011,2024-01,11,Yes
1770,2023-06,31,No
13267,2023-01,23,No
28314,2024-06,6,Yes
5241,2023-06,13,No
1008,2024-06,17,No
32041,2023-01,26,No
45804,2024-06,32,Yes
17102,2024-06,16,Yes
18468,2023-01,14,Yes
46261,2023-06,7,Yes
42992,2024-01,8,Yes
36341,2023-01,26,Yes
22939,2024-01,34,Yes
35245,2024-06,20,No
9938,2023-01,9,Yes
22519,2024-01,28,No
24836,2024-01,27,Yes
22178,2024-01,24,No
28,2023-01,1,No
48803,2023-06,28,No
46403,2024-01,10,Yes
37772,2024-06,1,No
8839,2024-01,13,Yes
30427,2023-06,18,Yes
7338,2023-06,10,Yes
28720,2024-06,5,Yes
36017,2023-01,29,Yes
13884,2024-01,31,Yes
29892,2023-01,1,Yes
23691,2024-01,18,Yes
49550,2024-06,1,No
24063,2023-06,8,Yes
26731,2024-01,17,Yes
37769,2024-01,1,Yes
30427,2024-01,7,No
25250,2023-01,11,Yes
15900,2024-06,2,Yes
16094,2023-01,11,No
325,2024-06,9,Yes
11720,2024-06,13,Yes
32084,2024-01,35,Yes
13195,2023-06,27,No
41646,2023-01,7,Yes
36170,2023-01,6,No
26465,2024-06,35,Yes
6930,2023-06,3,No
16863,2023-06,23,Yes
44737,2023-06,1,Yes
35883,2024-06,31,Yes
14907,2024-01,26,No
39442,2024-06,15,No
2069,2024-06,26,Yes
36294,2023-01,17,No
43048,2024-06,17,No
44957,2023-06,16,No
42936,2023-01,26,No
26407,2023-06,27,Yes
3844,2023-01,19,No
41919,2023-06,9,Yes
40575,2023-01,1,No
45570,2024-01,3,Yes
47816,2023-06,14,No
1031,2023-01,21,No
44603,2023-01,18,Yes
25683,2024-01,21,No
49300,2024-01,2,Yes
14194,2023-06,5,No
44522,2024-06,21,No
788,2023-06,3,No
261,2024-01,25,Yes
44333,2023-01,19,Yes
31070,2024-06,6,Yes
21432,2024-01,16,No
15387,2023-01,35,No
44858,2023-01,19,Yes
33710,2023-06,9,Yes
46065,2023-01,30,Yes
44081,2023-06,22,No
12786,2024-01,21,No
36166,2023-06,5,No
22939,2023-01,21,No
27668,2024-01,25,No
8593,2023-01,4,No
7547,2023-06,24,Yes
13318,2024-01,29,Yes
37897,2023-01,28,No
12139,2024-06,19,Yes
1069,2023-06,23,Yes
40630,2024-01,28,Yes
30390,2024-01,7,No
36694,2024-01,33,No
7763,2023-06,19,No
49794,2023-06,28,No
20269,2023-01,25,Yes
21134,2024-06,35,Yes
27730,2023-06,12,Yes
32170,2024-01,25,Yes
6183,2023-01,3,No
29121,2024-06,13,No
1938,2024-06,19,No
12347,2023-01,19,Yes
11756,2023-01,23,Yes
19872,2024-01,8,No
1783,2023-01,18,Yes
33016,2024-01,2,Yes
17308,2023-06,31,Yes
45553,2024-01,20,Yes
11212,2023-06,32,Yes
46172,2024-06,19,Yes
409,2023-01,31,Yes
39901,2024-06,30,Yes
46555,2023-01,7,Yes
48855,2023-01,4,Yes
37797,2024-06,8,No
29044,2024-01,9,Yes
41808,2023-06,19,Yes
27554,2023-01,4,No
36160,2024-01,33,Yes
24003,2023-01,30,No
33728,2024-01,17,No
29890,2023-01,25,Yes
46663,2023-06,22,Yes
46887,2023-01,21,Yes
3155,2023-01,11,Yes
43928,2024-06,33,No
23696,2023-06,4,Yes
1839,2024-01,12,No
36577,2023-06,15,Yes
44107,2023-01,15,No
16344,2024-06,23,Yes
36661,2024-06,22,No
1160,2023-01,9,Yes
46689,2023-06,6,Yes
47252,2024-06,34,No
20363,2024-06,8,No
16737,2024-01,16,No
29055,2024-01,13,Yes
16605,2024-06,35,Yes
13654,2024-01,33,Yes
20832,2023-06,14,No
43337,2023-06,4,Yes
47093,2024-06,18,Yes
45338,2023-01,26,No
30965,2023-01,7,No
41270,2024-01,6,Yes
33658,2024-01,13,Yes
12302,2024-06,13,Yes
45334,2024-01,4,Yes
3524,2024-06,27,Yes
27247,2023-01,15,Yes
22358,2023-06,2,No
15229,2023-01,28,Yes
39194,2024-06,31,Yes
15406,2024-06,24,Yes
26973,2024-06,20,Yes
48903,2023-01,19,No
19789,2023-06,25,No
48064,2024-01,8,Yes
43738,2024-06,19,Yes
36679,2023-01,5,No
44469,2023-01,25,Yes
49461,2023-06,15,Yes
44734,2024-01,18,Yes
2755,2023-06,6,Yes
46067,2023-06,21,Yes
40416,2024-01,10,No
21242,2023-01,25,No
10904,2024-06,2,No
18803,2024-01,31,No
20768,2024-06,17,No
37975,2023-06,34,No
13173,2024-01,3,Yes
36635,2023-01,29,Yes
34735,2023-06,34,No
40884,2023-01,28,No
30531,2023-01,10,Yes
24932,2023-06,33,Yes
8280,2024-01,16,Yes
42443,2023-06,27,No
11592,2023-01,26,No
10018,2024-06,10,Yes
47085,2023-01,33,Yes
18703,2023-06,26,No
44423,2024-06,31,Yes
35959,2024-06,25,No
49626,2023-06,29,No
22324,2024-01,13,No
10738,2023-01,8,Yes
4028,2024-06,14,Yes
11069,2024-01,6,Yes
43551,2024-06,10,No
37484,2024-06,10,No
10039,2024-06,13,Yes
23692,2024-01,17,No
46762,2024-06,20,No
18711,2024-06,16,Yes
36552,2023-01,22,No
29337,2024-06,28,No
2504,2023-06,7,No
40136,2023-06,23,No
47427,2024-06,17,No
35970,2023-01,27,Yes
23157,2023-01,24,Yes
30199,2023-06,33,Yes
26845,2023-06,14,No
38194,2023-06,19,No
20035,2023-06,34,No
2111,2023-06,6,Yes
32184,2024-01,27,Yes
506,2023-01,28,Yes
39141,2024-01,13,No
49650,2024-06,24,No
26074,2024-01,6,Yes
10977,2024-01,10,Yes
9138,2023-06,7,Yes
46553,2023-01,13,No
2530,2024-01,14,Yes
39310,2024-06,33,Yes
23007,2024-01,31,Yes
14481,2023-01,33,No
4093,2023-01,24,No
6761,2024-01,17,No
29667,2024-06,28,Yes
21311,2023-06,11,Yes
47693,2023-06,5,Yes
10707,2023-01,20,Yes
12666,2023-06,19,No
42653,2023-01,18,Yes
1253,2024-06,25,Yes
18592,2023-01,25,No
35226,2024-01,20,Yes
1281,2023-06,9,Yes
11423,2024-06,2,No
49956,2024-06,11,Yes
6662,2023-01,19,Yes
11233,2024-01,30,No
10901,2023-06,31,Yes
18667,2024-01,18,No
11857,2023-06,31,Yes
8637,2023-01,10,Yes
39980,2024-06,12,Yes
3541,2024-06,17,No
28462,2023-06,20,Yes
29381,2023-06,32,Yes
27791,2024-06,18,Yes
4747,2024-01,17,Yes
43620,2023-01,10,Yes
20474,2024-06,31,Yes
33614,2024-01,27,Yes
18601,2023-01,20,Yes
26445,2023-01,18,No
6741,2024-01,33,No
7834,2024-01,9,Yes
31110,2024-06,21,Yes
10387,2024-06,27,Yes
10327,2024-06,9,Yes
30974,2023-06,12,Yes
31931,2023-06,24,Yes
46574,2023-06,26,Yes
42978,2023-06,22,Yes
12242,2024-06,32,No
30050,2024-01,6,Yes
46492,2023-06,31,No
25969,2024-01,26,No
25595,2024-01,22,Yes
46216,2024-06,22,No
2177,2024-01,11,No
5346,2024-06,22,No
30790,2024-01,19,No
20588,2024-06,11,Yes
25436,2024-01,18,Yes
27710,2023-06,20,Yes
32730,2023-06,10,Yes
6832,2023-01,1,Yes
16371,2024-01,18,Yes
22176,2024-06,10,Yes
3076,2023-01,35,Yes
29341,2023-01,6,No
24979,2024-06,22,No
13494,2023-01,9,Yes
15639,2024-06,2,Yes
11555,2023-01,17,Yes
30802,2024-01,33,No
18330,2023-01,14,No
25327,2024-06,5,Yes
10645,2024-01,31,Yes
46290,2023-06,22,Yes
6285,2023-01,26,Yes
37405,2023-06,27,Yes
31379,2024-06,21,Yes
18247,2024-01,22,No
15519,2024-01,34,No
14003,2023-06,18,No
40341,2023-01,8,No
13985,2023-01,28,No
17645,2023-06,21,No
38136,2023-06,1,No
42019,2024-06,17,No
42875,2023-01,28,No
36726,2023-06,23,No
10030,2023-06,15,Yes
1538,2024-06,20,Yes
43754,2024-01,35,Yes
9689,2024-01,29,Yes
31332,2024-06,30,No
37841,2024-01,2,No
37471,2024-01,28,Yes
41690,2024-01,26,Yes
10452,2023-06,24,No
47171,2023-06,19,Yes
17506,2023-01,24,Yes
23396,2024-01,1,Yes
34174,2024-01,29,Yes
44572,2023-06,20,Yes
8004,2023-06,29,Yes
19465,2023-06,24,No
34150,2024-01,12,No
31628,2023-06,30,No
41349,2023-01,24,Yes
37019,2023-06,9,Yes
1988,2023-06,5,No
13414,2024-01,13,No
32677,2024-06,21,No
3759,2023-06,22,Yes
41732,2024-01,17,No
33194,2023-01,10,Yes
38661,2023-01,17,Yes
21059,2023-01,29,No
22678,2023-06,19,Yes
29002,2023-01,20,No
15602,2023-06,34,Yes
38521,2023-06,23,Yes
9254,2023-01,23,Yes
26736,2023-06,10,Yes
11420,2023-06,31,Yes
28907,2023-06,34,No
398,2024-01,2,Yes
10579,2024-01,1,No
15755,2024-06,5,Yes
25197,2023-01,28,No
6487,2024-06,12,No
37269,2023-01,23,Yes
28816,2023-06,5,Yes
16098,2024-01,27,Yes
5605,2023-01,23,No
46213,2023-01,4,Yes
25474,2024-06,17,Yes
24140,2024-06,1,Yes
34856,2024-06,30,No
2601,2023-06,11,No
20328,2023-06,12,Yes
24809,2024-06,17,No
1333,2024-06,15,Yes
10939,2023-01,12,Yes
16958,2023-06,20,Yes
14612,2023-06,16,No
29407,2024-01,12,No
33671,2023-06,20,No
40750,2023-01,19,Yes
35619,2023-06,11,Yes
39770,2024-06,24,Yes
27244,2024-06,17,Yes
14519,2024-01,32,Yes
23721,2024-06,24,No
7079,2023-01,3,Yes
14364,2023-06,29,Yes
21933,2024-01,12,Yes
39908,2024-06,23,Yes
30790,2023-01,25,No
18844,2024-06,33,Yes
20900,2024-01,30,Yes
4668,2023-06,12,Yes
7041,2023-01,22,No
19028,2023-01,12,Yes
15239,2023-06,26,No
5427,2024-06,18,Yes
10714,2024-01,3,No
1581,2023-01,29,Yes
31361,2024-01,35,Yes
8634,2024-01,9,No
31157,2023-06,18,No
4906,2023-01,14,Yes
25898,2023-06,34,No
16499,2023-06,13,Yes
25705,2023-06,28,Yes
32403,2023-06,14,No
6901,2024-06,1,No
18525,2023-06,22,Yes
23185,2023-01,27,No
34667,2023-01,35,Yes
2197,2024-01,8,Yes
41523,2023-01,15,No
47539,2023-01,18,No
20631,2024-06,16,Yes
14122,2023-01,19,Yes
31098,2023-06,29,No
29328,2023-06,12,No
41748,2024-01,29,Yes
9635,2024-06,5,No
49868,2024-01,12,Yes
1662,2023-06,19,Yes
27656,2024-01,9,No
35695,2023-01,6,Yes
12027,2023-01,8,Yes
7666,2024-06,33,No
16986,2023-06,13,Yes
39599,2023-06,21,No
11152,2024-01,26,No
45324,2024-06,32,No
31369,2023-06,5,No
27375,2023-01,28,No
29990,2023-01,27,No
46622,2023-06,5,No
570,2023-06,14,Yes
14113,2023-01,32,Yes
31119,2023-06,24,Yes
49157,2023-01,26,Yes
2489,2023-01,3,Yes
6457,2024-06,24,No
9054,2023-06,18,Yes
13513,2024-06,6,No
48041,2024-01,34,No
42660,2023-01,11,Yes
44064,2024-06,29,Yes
9283,2023-01,4,Yes
41873,2023-06,23,Yes
42461,2023-01,25,Yes
3111,2023-06,2,Yes
16191,2023-06,21,Yes
20212,2023-01,5,Yes
4748,2023-01,16,No
3795,2024-01,26,No
33783,2024-06,29,No
40170,2024-06,28,No
8482,2024-01,5,Yes
43527,2024-01,21,No
12187,2024-01,15,Yes
35963,2023-01,4,No
34579,2023-01,27,Yes
11218,2024-01,11,Yes
42308,2024-01,18,Yes
39608,2024-06,35,Yes
12318,2024-06,16,No
15672,2023-01,13,No
30788,2023-06,25,No
28973,2023-01,35,Yes
29614,2023-01,1,Yes
49711,2024-06,34,Yes
8367,2023-06,8,Yes
33089,2023-01,31,Yes
4894,2024-06,28,Yes
13067,2024-01,8,Yes
46334,2024-01,4,Yes
46829,2023-01,18,No
25357,2023-01,4,No
25450,2024-06,20,Yes
26536,2024-01,10,No
46276,2024-01,30,No
2802,2023-06,7,No
29816,2024-06,28,Yes
11412,2024-06,4,No
41407,2024-01,33,Yes
17104,2024-01,6,Yes
14054,2023-01,35,Yes
561,2024-01,35,Yes
42834,2024-06,6,Yes
18989,2024-01,3,Yes
44214,2024-01,3,No
31602,2024-01,7,No
15603,2024-01,9,Yes
17578,2023-01,3,Yes
18942,2024-06,35,Yes
36609,2023-06,25,No
40439,2024-06,19,Yes
40170,2024-01,19,No
22400,2023-01,23,Yes
8777,2024-01,21,No
42748,2023-06,9,No
43432,2023-06,33,Yes
30342,2023-01,4,No
41468,2023-06,12,No
35048,2023-06,11,Yes
26530,2024-01,5,Yes
11834,2023-06,5,No
524,2024-01,14,No
6691,2024-01,9,No
36045,2024-01,16,Yes
18184,2023-06,1,Yes
18399,2024-06,25,No
3259,2023-01,20,Yes
42095,2024-06,8,Yes
44768,2024-01,20,No
12663,2023-01,1,Yes
39892,2024-01,12,Yes
32453,2024-01,35,No
3220,2024-06,2,No
44665,2024-06,21,Yes
11250,2024-06,3,No
19586,2023-01,22,Yes
33078,2024-06,35,Yes
1528,2023-06,13,Yes
39319,2023-01,19,No
23399,2023-06,30,Yes
21901,2024-06,10,Yes
20850,2023-06,28,No
3282,2023-06,14,Yes
20013,2024-06,22,No
45795,2024-06,35,Yes
1675,2024-06,17,No
29601,2023-06,31,No
18604,2024-06,35,No
40307,2023-01,14,Yes
26069,2023-01,13,Yes
12419,2024-06,29,Yes
11218,2023-01,29,Yes
15366,2024-06,34,Yes
31493,2024-06,5,No
10658,2023-06,19,Yes
19415,2024-01,24,Yes
44861,2024-06,1,No
45593,2023-06,3,Yes
41341,2024-06,9,Yes
6976,2023-01,6,No
7418,2024-01,9,No
31824,2023-01,18,Yes
19315,2024-01,22,Yes
29724,2023-01,27,Yes
30909,2024-01,17,Yes
30293,2024-06,23,No
5896,2023-06,7,Yes
39156,2023-06,12,No
34170,2023-06,27,Yes
35608,2024-01,21,Yes
46850,2024-06,14,Yes
31712,2024-01,4,Yes
44559,2023-06,24,No
18505,2023-06,35,Yes
45040,2024-06,9,Yes
14720,2024-01,29,Yes
4109,2024-01,35,Yes
23602,2024-01,32,No
12001,2024-06,20,No
2705,2023-01,14,Yes
293,2024-06,23,No
35187,2024-01,11,Yes
11141,2024-01,11,Yes
49560,2023-06,5,Yes
25048,2023-01,7,Yes
13315,2024-01,24,Yes
20234,2023-01,13,Yes
22546,2024-06,35,Yes
19817,2024-01,8,Yes
9800,2024-06,8,No
40574,2024-01,9,No
9338,2023-01,6,Yes
40113,2024-01,9,Yes
4157,2024-06,20,No
5094,2024-06,29,No
1802,2023-06,8,Yes
40123,2023-01,25,No
30506,2024-06,8,No
39210,2023-01,22,Yes
36020,2024-01,16,No
26380,2023-06,7,Yes
15731,2023-06,35,No
20155,2023-06,19,Yes
6437,2023-06,13,Yes
32112,2024-01,10,No
8731,2024-01,32,Yes
18995,2023-01,33,Yes
33150,2023-01,35,Yes
24436,2024-01,10,Yes
16990,2023-06,18,Yes
15055,2023-06,7,Yes
30551,2023-01,5,Yes
3218,2024-06,11,Yes
48872,2023-01,13,Yes
7571,2023-06,26,Yes
27910,2024-01,35,No
32677,2023-01,6,No
185,2023-06,7,No
9617,2023-01,19,No
32582,2024-06,2,No
31609,2024-06,8,Yes
22724,2023-01,18,Yes
30098,2023-06,16,Yes
7865,2024-06,12,No
46534,2024-01,6,Yes
23119,2024-06,26,Yes
8771,2023-06,8,Yes
36843,2023-01,25,Yes
28649,2023-01,8,Yes
19917,2023-01,27,Yes
42615,2024-01,30,Yes
45793,2024-01,19,No
33704,2024-06,10,No
5465,2024-01,10,Yes
13598,2023-06,12,No
32652,2023-06,32,Yes
14283,2024-01,10,Yes
27817,2023-06,29,Yes
36642,2024-06,29,No
24697,2023-01,29,No
14964,2024-06,14,Yes
37487,2023-06,15,No
33776,2024-06,19,No
44789,2024-06,28,Yes
44286,2023-01,15,Yes
19677,2024-01,12,No
41769,2024-01,8,No
16100,2023-01,30,Yes
45631,2023-06,34,Yes
9413,2023-06,34,Yes
7294,2024-06,19,No
24043,2023-01,32,No
33319,2023-06,28,Yes
23175,2024-01,9,No
38471,2024-01,9,No
21096,2023-06,32,No
42538,2024-06,21,No
14103,2024-01,27,Yes
44727,2023-01,34,No
26236,2023-01,1,Yes
4779,2023-01,34,No
19600,2023-01,5,Yes
21553,2024-01,11,No
5979,2024-06,1,Yes
28062,2023-06,35,Yes
31585,2023-06,31,No
11946,2024-01,17,No
6017,2023-06,23,Yes
34974,2024-06,32,No
6899,2024-01,21,No
39264,2024-01,28,Yes
23404,2024-01,22,Yes
10303,2024-06,3,Yes
30622,2023-06,25,No
41402,2023-01,10,Yes
38812,2023-01,6,Yes
10953,2024-06,22,Yes
48234,2024-06,14,Yes
14268,2023-01,11,Yes
47876,2023-01,16,Yes
43532,2024-06,22,Yes
23949,2023-06,35,No
37652,2024-01,20,Yes
10103,2023-01,16,Yes
48939,2023-01,22,Yes
36843,2023-01,11,Yes
12893,2023-06,9,Yes
47601,2023-01,3,Yes
7144,2023-06,7,Yes
42014,2024-01,1,No
12100,2024-06,24,Yes
28260,2023-06,29,No
15297,2023-01,13,No
7069,2024-01,34,Yes
9009,2023-01,29,Yes
23892,2024-06,6,No
20001,2024-06,33,Yes
49414,2023-01,32,No
35714,2023-06,14,Yes
683,2024-01,18,No
25500,2023-06,32,No
41922,2023-01,10,Yes
36048,2023-06,6,No
38407,2023-01,13,Yes
41678,2023-01,34,Yes
36072,2023-01,13,No
13081,2024-01,9,Yes
26816,2024-01,28,Yes
37614,2023-06,16,Yes
30757,2023-06,35,Yes
22184,2024-06,28,Yes
11292,2024-06,17,Yes
30920,2024-01,24,Yes
32801,2024-01,35,No
24684,2023-06,6,Yes
34890,2023-06,26,No
20220,2024-01,12,Yes
47797,2024-06,17,Yes
48104,2024-01,29,Yes
24149,2024-01,2,Yes
34232,2023-01,15,No
15604,2024-06,8,Yes
39703,2024-01,25,Yes
39507,2023-06,32,No
11976,2024-06,23,Yes
17310,2024-01,13,Yes
13000,2023-01,7,Yes
46588,2023-06,28,Yes
45878,2023-01,15,Yes
49833,2024-06,35,Yes
7710,2023-06,7,Yes
49577,2023-06,28,Yes
32806,2024-01,9,No
15050,2023-06,23,Yes
47972,2023-06,12,Yes
43963,2023-01,11,Yes
46968,2023-06,25,No
36336,2024-01,10,No
39566,2023-01,15,Yes
47880,2024-06,32,No
36758,2024-01,3,Yes
37969,2023-01,2,Yes
27893,2024-01,11,No
381,2024-06,21,No
37574,2024-06,1,Yes
15904,2023-06,8,Yes
4926,2023-01,32,No
21943,2024-01,22,No
36841,2024-01,19,Yes
7350,2023-06,11,No
8723,2024-06,3,No
16154,2023-01,14,Yes
34379,2023-06,25,Yes
21468,2023-01,30,Yes
3321,2024-06,6,Yes
44830,2023-06,11,Yes
17361,2023-06,33,Yes
35083,2024-06,19,No
10003,2023-01,23,Yes
42775,2023-06,22,No
15404,2023-01,33,No
9510,2023-01,14,No
12409,2024-06,30,Yes
16754,2024-06,9,Yes
19261,2024-01,19,No
27818,2024-06,19,No
7771,2023-01,35,Yes
37984,2023-01,7,Yes
15313,2023-06,23,No
29171,2023-01,8,No
34662,2023-06,19,Yes
40956,2024-06,17,No
37423,2023-06,31,No
30959,2024-06,4,Yes
23934,2024-01,27,Yes
25399,2023-01,31,No
1674,2024-01,26,No
40540,2023-01,34,No
41687,2023-01,31,Yes
7514,2023-01,19,No
27746,2023-06,15,No
4813,2023-06,1,Yes
17297,2023-06,31,Yes
17652,2024-06,28,No
41454,2024-06,31,No
15933,2023-01,12,Yes
6533,2024-01,30,No
31727,2024-01,25,Yes
23821,2024-01,1,Yes
41968,2023-01,20,Yes
43421,2024-01,29,Yes
46416,2023-06,21,Yes
45320,2024-06,33,Yes
9492,2024-06,5,Yes
44676,2023-06,10,No
22328,2023-06,35,Yes
14697,2024-01,4,No
10116,2023-01,18,Yes
45743,2024-01,29,Yes
5256,2023-01,18,Yes
16460,2024-01,14,Yes
35962,2023-01,28,No
835,2024-06,32,Yes
36447,2024-06,23,Yes
23275,2023-01,9,No
233,2023-01,11,Yes
13514,2024-06,28,Yes
44078,2023-06,9,No
41826,2024-01,23,Yes
42135,2023-01,13,No
3267,2023-06,3,Yes
48593,2023-06,26,No
18511,2024-06,3,No
46805,2023-06,22,No
16543,2023-01,26,Yes
36173,2023-01,14,Yes
34799,2024-01,1,Yes
48131,2024-06,5,Yes
9932,2023-06,3,Yes
46990,2023-06,2,No
26933,2024-01,4,Yes
40070,2023-06,35,Yes
41917,2023-01,16,Yes
2572,2023-01,8,No
9573,2023-01,30,No
21939,2023-01,26,Yes
49294,2023-06,34,No
14376,2024-01,24,Yes
7438,2024-06,33,Yes
13998,2024-06,15,Yes
13821,2024-06,28,Yes
34276,2024-01,11,No
47336,2024-06,19,No
9449,2023-01,29,Yes
26363,2024-06,10,Yes
13404,2024-06,10,No
28622,2024-01,30,Yes
14390,2023-06,27,Yes
14741,2024-06,2,Yes
38853,2024-06,28,Yes
19845,2023-01,8,No
21291,2024-01,14,Yes
24565,2024-01,30,Yes
6029,2024-06,31,No
14458,2023-01,28,Yes
31218,2023-06,22,Yes
21043,2023-01,2,Yes
20992,2024-01,35,No
26134,2024-01,5,Yes
37630,2023-06,1,No
19782,2023-01,35,Yes
37057,2024-06,23,No
8611,2023-01,6,Yes
11445,2024-06,29,No
9691,2023-06,29,Yes
5652,2024-06,23,No
44635,2023-06,23,No
15241,2023-06,19,Yes
29364,2024-06,11,Yes
