employee_id,age,salary,job_satisfaction,attrition_risk
42599,24,155903,3,Low
67437,55,231688,4,Low
52994,52,87178,3,Low
30014,47,155115,1,High
69704,45,153210,5,Low
3851,50,244147,4,Low
50778,43,17434,4,Low
48325,24,224605,3,Low
22263,32,67898,5,Low
39518,37,205152,1,High
28662,41,139254,4,Low
20809,36,121582,5,Low
59863,59,238526,3,Low
17255,54,46112,3,Low
52644,22,168528,1,High
29619,46,74373,1,High
62342,52,113360,4,Low
51675,25,105720,1,High
1417,23,21022,3,Low
18285,47,170526,1,High
60622,40,115152,1,High
66026,44,24085,5,Low
10411,48,239556,3,Low
20603,49,149471,1,High
2181,38,104530,2,High
37062,50,133123,2,High
56226,28,167154,5,Low
73614,27,73476,1,High
70196,46,20819,4,Low
11337,43,137801,5,Low
28288,54,37017,2,High
75756,33,95339,4,Low
38878,45,211849,5,Low
20826,49,20513,2,High
79062,41,150308,4,Low
6872,42,59234,4,Low
943,45,121892,1,High
72149,43,108080,5,Low
19687,59,216009,2,High
9841,47,190108,4,Low
68441,43,169309,1,High
14130,28,29445,2,High
21541,46,102497,3,Low
14009,28,28977,4,Low
33891,35,152074,2,High
66526,23,138104,4,Low
45678,38,101375,5,Low
29872,33,15189,4,Low
32483,56,35374,1,High
28366,38,62878,3,Low
7660,57,68683,1,High
52101,59,158849,5,Low
30378,39,113449,5,Low
30615,29,228696,4,Low
3459,49,125694,5,Low
14942,58,216211,5,Low
31568,25,182470,2,High
68307,42,84630,2,High
61759,52,115256,5,Low
69111,26,197223,5,Low
47446,46,157791,4,Low
12733,25,82640,3,Low
13491,44,191031,4,Low
51564,34,123970,3,Low
52908,46,70112,5,Low
5446,47,138283,1,High
61169,53,51818,1,High
43422,57,104542,4,Low
27973,58,60725,5,Low
39688,26,80195,5,Low
25699,41,108777,4,Low
14182,43,222803,5,Low
63102,49,124101,1,High
41971,41,147814,4,Low
9150,59,175850,5,Low
66237,50,205075,4,Low
26719,38,226933,5,Low
37864,53,237971,2,High
2565,22,21076,1,High
74457,50,101772,2,High
44727,41,145795,5,Low
27719,42,118460,2,High
33513,42,116468,2,High
52569,25,89029,5,Low
21364,28,191314,5,Low
2455,39,180913,2,High
19884,38,144027,3,Low
41930,42,66554,3,Low
26400,21,111114,3,Low
13227,26,183194,4,Low
10410,21,75486,4,Low
25450,29,99004,3,Low
30361,30,79499,5,Low
31562,31,197859,5,Low
70152,52,31148,2,High
46211,43,32579,1,High
27127,25,111098,4,Low
23455,32,87436,4,Low
1363,49,247043,2,High
34377,36,139558,4,Low
78126,44,147768,5,Low
26371,47,111814,5,Low
29475,51,94376,3,Low
4002,22,190713,2,High
5138,25,49925,3,Low
57364,22,187846,4,Low
58451,51,57683,4,Low
72088,39,171422,4,Low
32111,39,90432,3,Low
25059,36,64296,2,High
3130,46,78585,5,Low
68519,31,167635,2,High
79409,49,41770,5,Low
61530,59,200333,5,Low
1924,37,241015,2,High
3817,46,109283,5,Low
75350,34,163073,1,High
5922,49,175121,3,Low
77204,38,247333,5,Low
39923,53,186262,1,High
59771,27,136313,4,Low
35057,52,108604,1,High
31176,40,249779,5,Low
10409,37,99396,4,Low
29524,41,246492,2,High
37863,51,62273,2,High
34692,53,20912,4,Low
63500,43,140176,2,High
19778,38,199747,2,High
50779,59,178815,2,High
6,31,69185,2,High
42576,48,232894,5,Low
71741,28,201098,2,High
68874,34,193415,3,Low
49899,23,161660,2,High
37141,34,145486,2,High
59346,32,61362,1,High
34859,39,153696,2,High
73168,48,172889,2,High
54830,51,171076,4,Low
37511,55,66435,2,High
50281,29,98631,4,Low
25291,50,240009,2,High
55927,52,119602,2,High
34369,34,20431,3,Low
76741,33,124653,5,Low
39813,44,149469,5,Low
1697,31,211186,1,High
2793,23,232957,5,Low
29742,49,210826,2,High
25622,34,60148,2,High
34056,35,45280,5,Low
18184,38,134470,2,High
47867,44,217854,3,Low
43079,52,247086,4,Low
3154,43,165003,2,High
5660,58,160611,4,Low
1627,22,208788,1,High
58072,32,162343,3,Low
9960,50,96924,4,Low
2498,37,193542,2,High
57150,40,140211,1,High
51195,45,161857,2,High
76747,37,234026,1,High
39653,38,17648,2,High
74795,26,221326,3,Low
8907,57,243841,5,Low
8518,28,171599,3,Low
7527,21,50832,5,Low
15278,44,182266,4,Low
24935,55,19815,4,Low
25924,33,71599,5,Low
11516,24,151206,2,High
9956,39,47363,1,High
27384,47,75824,2,High
69463,36,221558,4,Low
62019,43,239608,3,Low
25417,59,152254,5,Low
31460,54,189741,4,Low
47000,50,249682,1,High
22918,50,122818,1,High
78443,39,173552,5,Low
30262,58,27930,2,High
64210,46,212436,2,High
2168,38,222908,4,Low
49134,26,49497,2,High
17200,42,175000,1,High
41264,51,183664,1,High
45310,29,101834,1,High
79018,47,157819,2,High
324,51,92762,2,High
63986,24,227902,3,Low
75277,35,244884,4,Low
17491,33,91711,3,Low
8229,38,93736,4,Low
24892,45,236848,3,Low
45567,30,123836,5,Low
34199,46,153379,5,Low
38000,33,189001,1,High
21257,25,53912,5,Low
46892,24,139398,2,High
17334,36,156173,4,Low
43761,29,229674,5,Low
13510,34,75704,4,Low
26903,41,162605,4,Low
15273,43,100609,5,Low
49954,58,228569,3,Low
8950,45,65144,5,Low
25761,58,55950,5,Low
52370,42,86000,4,Low
65572,58,79928,5,Low
6516,27,158529,5,Low
25885,43,94405,3,Low
31483,58,232042,3,Low
52261,44,25047,5,Low
51971,55,62571,4,Low
25829,36,238163,2,High
51726,58,187704,5,Low
59561,25,169224,3,Low
11763,44,24090,2,High
52303,44,237494,3,Low
3268,35,16217,4,Low
52715,59,159765,4,Low
11,22,114618,2,High
77024,52,67551,3,Low
78570,27,116703,2,High
66072,50,102817,4,Low
57189,34,48214,2,High
54031,23,207692,4,Low
16857,56,117298,4,Low
3631,29,187831,3,Low
78861,39,87831,4,Low
58827,26,151304,2,High
72733,45,44829,3,Low
17019,55,233468,4,Low
53983,45,157318,4,Low
27967,54,212032,3,Low
13389,39,183779,4,Low
68649,54,175809,4,Low
4869,45,62766,2,High
44220,43,157996,3,Low
62410,53,153812,2,High
32966,29,196608,5,Low
59827,39,47267,2,High
21815,37,115525,2,High
60369,49,197792,4,Low
61111,59,161206,3,Low
66344,37,62158,1,High
28508,46,165116,5,Low
74884,56,137812,4,Low
63522,35,183388,3,Low
76761,38,50792,3,Low
34321,27,34479,1,High
23749,23,243707,1,High
68142,48,32424,5,Low
15322,37,22343,4,Low
22494,50,196943,1,High
32967,36,216951,4,Low
74973,36,111404,5,Low
38069,44,102141,5,Low
31072,46,31393,4,Low
55294,37,104702,3,Low
66278,37,184704,5,Low
24354,37,101917,1,High
17379,41,114124,4,Low
21715,35,102295,2,High
65678,30,100759,4,Low
50998,22,44915,3,Low
18347,28,86644,3,Low
11788,36,29724,1,High
12893,48,68569,4,Low
39053,27,60718,5,Low
70095,50,142591,3,Low
29898,55,25451,1,High
53455,55,187928,5,Low
62714,54,236477,2,High
56612,44,172599,2,High
8686,24,248485,2,High
69486,26,57903,1,High
41117,57,227549,5,Low
25699,21,85737,4,Low
1386,54,120861,5,Low
46969,34,159351,5,Low
46012,47,116314,3,Low
55658,28,152263,3,Low
72342,25,189167,1,High
52875,28,191028,2,High
20185,45,88214,3,Low
38285,27,191004,3,Low
69720,59,134178,1,High
47655,42,36386,4,Low
44859,23,143657,1,High
63159,56,164360,3,Low
76232,57,188091,3,Low
24835,50,50626,3,Low
55515,47,77413,5,Low
50332,27,204646,1,High
53624,29,142349,5,Low
33589,27,226463,3,Low
38940,36,50554,4,Low
72543,51,45060,1,High
51314,48,59512,3,Low
59662,21,159659,1,High
47933,30,221127,2,High
72723,43,180217,3,Low
6440,35,218388,2,High
27136,35,162406,5,Low
74902,28,143608,2,High
40787,38,60616,4,Low
34223,41,245518,4,Low
862,57,142263,4,Low
34052,46,186143,1,High
51068,22,241399,5,Low
61376,59,156034,5,Low
62769,54,71321,1,High
50071,38,223839,1,High
64996,38,153462,5,Low
61131,46,35336,5,Low
48223,28,166972,2,High
46056,27,168851,4,Low
73596,54,177349,3,Low
30584,50,105261,5,Low
18686,57,199988,5,Low
50788,42,203885,2,High
51662,51,59163,4,Low
15514,22,176285,1,High
74597,36,173456,2,High
51643,36,120370,4,Low
50571,48,52997,3,Low
69256,51,185822,3,Low
13683,33,35745,4,Low
50675,55,91755,3,Low
3473,26,135431,1,High
53092,33,247218,2,High
64379,35,106509,4,Low
23369,35,98038,3,Low
35500,49,111447,3,Low
78455,37,216900,1,High
77109,54,120494,3,Low
60805,39,60662,3,Low
5093,57,211429,1,High
4865,33,79461,5,Low
59404,53,245995,3,Low
56695,58,146524,2,High
3000,55,132970,3,Low
11100,55,54890,2,High
51830,45,50919,1,High
32781,46,174921,1,High
2395,23,119504,2,High
5916,26,200272,3,Low
34858,23,200946,2,High
66975,50,105674,4,Low
18563,41,83831,4,Low
5903,42,245545,2,High
35623,56,154657,3,Low
79496,33,17890,4,Low
55662,56,109425,1,High
2236,49,88994,5,Low
929,33,137164,1,High
1777,21,94579,5,Low
76024,25,140900,1,High
21665,54,239922,1,High
12934,27,47085,2,High
27959,59,229352,3,Low
58766,26,233999,3,Low
35464,57,195932,1,High
57523,57,199342,3,Low
72665,49,93787,1,High
61161,41,220529,5,Low
50556,54,94269,3,Low
17558,38,246014,1,High
73613,35,74618,4,Low
10038,29,199404,2,High
15087,48,92141,2,High
9505,27,119557,4,Low
68908,55,61041,2,High
60636,35,145530,4,Low
29252,53,127030,1,High
17930,58,27161,5,Low
74452,36,217689,1,High
8551,44,16193,3,Low
77858,30,174021,5,Low
19970,48,178605,1,High
76823,32,135775,5,Low
23818,26,138723,2,High
59264,24,220921,3,Low
24426,56,196518,2,High
46737,50,186614,5,Low
1607,35,213134,2,High
33312,44,46242,3,Low
44094,23,59155,2,High
47821,48,186171,4,Low
45019,31,32728,3,Low
56796,51,246218,1,High
79484,31,60510,1,High
35953,39,234063,2,High
69146,21,180987,5,Low
71469,48,168256,2,High
11293,26,24559,4,Low
49093,24,83019,5,Low
71814,38,108605,1,High
7129,31,16769,4,Low
37958,58,243960,5,Low
51694,50,210831,2,High
35485,59,23919,5,Low
52883,59,108449,1,High
42514,39,114854,5,Low
5499,33,176140,1,High
42368,26,38357,3,Low
48519,28,239413,3,Low
23358,37,219199,5,Low
66986,31,231010,3,Low
38513,29,219115,2,High
19385,47,215319,3,Low
52371,52,63855,4,Low
19452,32,60018,2,High
10963,29,126647,5,Low
12428,35,171043,5,Low
56211,59,31324,3,Low
19196,59,222851,1,High
41217,31,72905,5,Low
68122,32,48404,5,Low
19551,59,23491,2,High
28461,46,247847,3,Low
19891,57,35273,1,High
61214,52,99050,5,Low
42183,50,240727,5,Low
67697,43,83784,3,Low
45903,37,227009,1,High
29154,22,229744,2,High
79833,59,52268,4,Low
14353,32,64241,2,High
8394,38,216741,3,Low
59999,54,182425,4,Low
29090,57,236907,3,Low
16750,38,78237,4,Low
54171,50,96325,5,Low
4325,28,245517,1,High
66292,29,77667,1,High
62112,46,211070,5,Low
72750,49,155921,3,Low
12641,53,137316,2,High
7509,22,51091,2,High
44001,24,195721,1,High
17689,39,105039,4,Low
24639,48,85612,3,Low
74282,54,55680,1,High
24060,24,134307,1,High
44733,37,200690,4,Low
61129,34,164370,2,High
45266,45,240905,4,Low
31455,24,39446,2,High
51724,31,85584,2,High
42942,40,26385,2,High
26114,22,97984,3,Low
78075,23,176532,1,High
1882,26,211872,1,High
65,22,188664,1,High
71367,38,90290,4,Low
38647,30,149757,2,High
41567,56,242211,2,High
50904,26,239205,5,Low
44068,43,30115,3,Low
56065,35,170778,1,High
46615,33,171110,3,Low
68941,45,218702,2,High
18245,36,65770,4,Low
28183,57,24693,3,Low
22225,27,53222,4,Low
5283,30,135535,3,Low
25699,36,249059,5,Low
58550,25,80632,1,High
9046,46,130196,5,Low
68890,50,27002,3,Low
57937,50,22891,1,High
17333,51,44062,2,High
47670,35,248040,5,Low
75798,45,68855,3,Low
37877,22,52344,2,High
48401,46,204593,4,Low
72735,31,183105,4,Low
26441,36,181448,3,Low
16399,32,103759,4,Low
70464,46,101925,5,Low
2837,56,223970,2,High
24506,39,64041,5,Low
52209,33,72191,3,Low
72480,41,148323,4,Low
4604,23,223485,3,Low
18992,35,185183,5,Low
10169,59,30294,1,High
25450,55,87951,5,Low
44319,49,115621,3,Low
20824,38,27593,3,Low
57299,45,168527,2,High
3093,27,89781,3,Low
35656,41,138590,1,High
2545,56,248369,2,High
49584,41,193103,3,Low
33384,43,244505,5,Low
15538,55,118808,5,Low
49031,37,154713,4,Low
39331,51,190046,5,Low
6822,47,201698,3,Low
8521,44,33826,2,High
50349,25,155133,5,Low
46722,56,176489,2,High
47490,27,118243,4,Low
983,23,77835,2,High
68167,43,185692,3,Low
1568,48,31606,5,Low
25133,43,98145,2,High
1190,43,155333,5,Low
56290,28,29284,3,Low
22386,37,173112,3,Low
7314,23,233661,1,High
32530,59,165754,5,Low
76512,42,228391,2,High
61674,51,26993,4,Low
44999,42,155245,5,Low
72466,33,153685,1,High
69788,58,50105,2,High
15836,28,110809,1,High
60883,34,175719,3,Low
66624,40,61637,3,Low
6734,50,81474,4,Low
32196,26,92377,3,Low
37251,52,84023,2,High
9714,30,203653,5,Low
66234,59,134886,4,Low
24875,45,230982,5,Low
27377,30,95589,3,Low
11597,37,45232,4,Low
15419,44,217596,1,High
32691,48,17709,1,High
55262,47,230241,3,Low
42502,44,145666,5,Low
66843,44,238258,5,Low
40125,34,229544,1,High
1968,42,44144,4,Low
31667,52,32271,2,High
38602,44,107011,2,High
26966,45,164732,5,Low
77642,22,194779,3,Low
40766,39,107964,1,High
14357,26,66544,2,High
3155,41,25779,4,Low
17469,50,187084,4,Low
75373,21,22717,2,High
29321,34,86635,2,High
64357,34,177890,4,Low
78806,57,90530,4,Low
21391,56,187459,4,Low
19804,34,152433,2,High
44324,24,227174,3,Low
70331,55,52906,1,High
630,29,82984,3,Low
50771,31,26785,1,High
6009,32,48007,1,High
50339,31,114652,3,Low
51046,31,97572,3,Low
73599,37,132266,3,Low
30811,36,220654,5,Low
13047,52,47586,3,Low
17932,48,97440,2,High
56442,25,68107,5,Low
48201,30,220829,3,Low
75606,24,75915,3,Low
48776,36,156372,1,High
46073,50,54540,4,Low
8329,47,131610,3,Low
60295,50,158511,4,Low
25086,48,182044,4,Low
27427,30,125747,4,Low
50866,55,141935,3,Low
50669,30,24509,5,Low
26954,57,82416,2,High
32733,59,168733,3,Low
14622,47,71802,5,Low
17382,46,85495,5,Low
15231,47,131126,1,High
10764,45,49805,5,Low
76980,59,46687,2,High
46258,50,148554,1,High
77146,29,211922,2,High
32963,30,237856,1,High
11077,34,28921,3,Low
12344,34,243442,3,Low
36363,30,194807,4,Low
15065,31,171589,3,Low
72252,52,84252,2,High
31070,35,44195,3,Low
42395,46,119800,3,Low
52325,33,170979,5,Low
51718,52,132715,4,Low
49182,58,227151,5,Low
31950,38,171058,2,High
56740,59,226108,2,High
57538,35,132717,2,High
17526,30,124166,2,High
62817,56,172710,5,Low
16651,30,197924,3,Low
11758,40,208053,5,Low
48108,40,175207,4,Low
44477,54,142204,2,High
37278,40,90356,3,Low
53251,38,103073,5,Low
27150,23,102942,2,High
67612,44,197325,1,High
76295,24,184834,2,High
9136,43,101104,4,Low
40400,37,142120,1,High
35168,28,240648,5,Low
39871,49,177555,3,Low
44112,41,80397,1,High
15516,52,224229,4,Low
58064,30,85856,1,High
47704,40,205591,3,Low
17215,45,196636,3,Low
15991,35,55114,2,High
77464,39,140328,4,Low
74922,28,67546,2,High
10681,59,223900,3,Low
27285,54,104598,1,High
44662,30,84449,5,Low
14978,48,121172,4,Low
34228,48,38946,1,High
12199,27,144563,2,High
18154,49,236642,3,Low
1009,30,22602,3,Low
13358,40,238018,2,High
42608,27,247379,2,High
9317,58,236791,2,High
31588,48,204795,2,High
5349,42,197293,5,Low
35411,57,155239,4,Low
76047,54,71725,1,High
35077,41,113878,5,Low
19426,40,156580,2,High
58408,40,204477,5,Low
53879,34,199788,2,High
21846,55,115901,5,Low
17666,38,87145,5,Low
28139,53,72790,1,High
29227,43,143182,4,Low
78017,23,86861,5,Low
57778,27,222637,5,Low
41484,55,35113,3,Low
18416,26,216625,4,Low
24695,34,104261,2,High
68482,58,204666,3,Low
74949,54,92145,2,High
8410,37,95153,3,Low
48129,56,112167,5,Low
73927,49,162042,2,High
14876,33,86760,5,Low
77838,26,206736,4,Low
5200,44,128933,3,Low
23726,50,117475,3,Low
27123,43,86445,3,Low
20020,52,238658,5,Low
48758,24,210742,1,High
5584,23,131445,1,High
77435,58,31817,5,Low
24541,25,29021,5,Low
20182,38,172067,3,Low
12350,31,103170,5,Low
21716,31,211773,3,Low
57856,37,194339,4,Low
79223,30,96555,5,Low
29209,40,59118,2,High
12162,21,204460,1,High
66537,26,96786,5,Low
68935,55,19700,5,Low
4204,25,141370,2,High
13432,21,83414,5,Low
14671,25,83252,1,High
70364,37,230701,2,High
11266,21,158307,2,High
45250,33,74320,2,High
62094,34,86354,1,High
258,35,136644,5,Low
64824,52,71174,3,Low
69712,42,194828,1,High
35632,36,60987,3,Low
38538,43,192021,4,Low
28886,41,205251,3,Low
8953,36,156964,1,High
215,41,179182,5,Low
26535,57,106612,1,High
31322,37,203194,3,Low
14500,57,96862,1,High
56953,40,184547,4,Low
8506,58,87433,3,Low
63236,45,84812,4,Low
46252,32,233509,1,High
71797,38,62034,5,Low
47979,52,159792,5,Low
21208,41,83943,1,High
4681,56,60778,3,Low
48278,54,99648,1,High
54914,22,215204,4,Low
43745,53,146466,4,Low
9841,46,68363,5,Low
71155,26,116826,5,Low
14959,56,30384,4,Low
16062,28,37404,2,High
28046,47,84843,3,Low
35828,58,136060,5,Low
15623,46,225088,5,Low
75675,22,80994,2,High
60217,53,168395,3,Low
18590,51,206817,1,High
44088,25,191619,3,Low
35260,52,150836,2,High
72620,26,130090,5,Low
44691,34,69537,1,High
40052,33,40234,1,High
2888,28,209535,5,Low
57329,59,214678,3,Low
11511,43,150408,4,Low
2401,54,42585,5,Low
49888,26,77784,4,Low
35861,54,229565,3,Low
63513,45,87435,4,Low
8770,47,151815,5,Low
6249,54,36730,1,High
19920,50,221602,4,Low
70601,38,92622,5,Low
74926,22,40466,4,Low
61286,31,74933,3,Low
68342,35,238871,5,Low
26106,37,216145,1,High
69820,23,219894,4,Low
49371,55,21381,5,Low
6955,43,88866,1,High
35222,29,48912,4,Low
49467,38,99054,3,Low
69204,49,248092,1,High
79623,48,121918,3,Low
45294,57,76616,2,High
67182,57,135345,1,High
65689,32,220966,2,High
5077,49,172363,1,High
22162,53,241570,2,High
66102,28,195158,1,High
18653,37,151025,2,High
77375,56,127941,5,Low
29361,42,23787,1,High
36250,44,32247,3,Low
45280,23,56102,1,High
45681,49,23907,4,Low
8883,42,221033,3,Low
12671,57,185761,1,High
12421,40,109536,4,Low
78331,39,142704,5,Low
57621,24,159583,3,Low
50958,34,33564,5,Low
63541,22,89883,3,Low
59136,31,156208,3,Low
59746,27,52002,1,High
78762,52,55544,2,High
46729,32,134307,5,Low
47619,43,79414,5,Low
67828,29,42149,3,Low
74973,47,206378,1,High
61618,57,74794,2,High
36332,36,201542,5,Low
55603,23,215962,1,High
2911,24,169531,4,Low
60929,24,109797,4,Low
75199,57,75653,1,High
8079,53,107837,1,High
60148,52,221103,2,High
39754,36,103468,4,Low
29463,33,161077,4,Low
35292,48,125062,5,Low
46559,36,135035,3,Low
6504,37,214081,1,High
54927,58,56841,2,High
40346,21,197410,2,High
79083,25,21842,5,Low
53491,30,181020,4,Low
73248,40,228611,1,High
8754,38,31594,3,Low
11402,41,239067,3,Low
16017,45,41746,4,Low
19650,53,175244,3,Low
26232,43,231848,1,High
78147,21,45925,4,Low
29724,37,209692,1,High
58559,40,224476,4,Low
29050,33,135689,5,Low
11101,27,218458,5,Low
76076,53,172233,5,Low
30832,57,192226,2,High
62876,21,58286,3,Low
13210,31,203359,2,High
9846,22,116017,3,Low
37497,49,40206,1,High
21697,51,221736,2,High
70874,51,18708,1,High
79760,50,67812,5,Low
37308,50,150948,5,Low
49299,35,93466,5,Low
37647,38,231783,3,Low
76696,26,156386,3,Low
13232,21,96811,3,Low
30010,41,213832,5,Low
47872,46,145221,4,Low
55157,35,135818,2,High
67060,45,34480,2,High
37389,31,71092,2,High
48401,35,120311,5,Low
31454,46,234355,2,High
13245,50,173731,2,High
39082,30,207544,4,Low
4370,24,242669,2,High
27949,31,186958,2,High
68402,25,214533,5,Low
75115,33,135251,3,Low
27633,51,209957,4,Low
62488,53,47509,2,High
46071,21,247087,1,High
2332,44,99872,2,High
30106,58,79790,4,Low
60636,39,25905,4,Low
20972,30,196008,3,Low
28870,29,78001,1,High
5234,23,52939,1,High
15358,23,122076,5,Low
67678,38,170496,2,High
54206,53,43781,4,Low
22418,31,67059,4,Low
72332,24,35321,5,Low
60550,31,92694,4,Low
24149,31,55078,4,Low
30695,40,25860,5,Low
4346,57,126511,4,Low
66787,36,195530,1,High
33994,46,41351,1,High
54208,35,88473,1,High
16301,56,156324,5,Low
65818,52,88034,2,High
20272,37,233754,4,Low
70565,58,159662,2,High
54570,59,160634,1,High
50582,54,53717,3,Low
23175,36,222162,4,Low
68553,41,119901,5,Low
9652,55,90444,1,High
30214,49,146576,5,Low
47117,58,122306,3,Low
47591,21,249671,1,High
30485,25,101386,2,High
26902,25,94882,2,High
37465,51,215114,2,High
77706,26,82448,5,Low
56789,48,122814,3,Low
66194,27,132468,1,High
49475,55,17570,1,High
65014,42,224607,1,High
76754,57,196850,5,Low
18175,30,235540,5,Low
27540,30,88284,4,Low
6550,21,25191,4,Low
57228,50,214052,2,High
30884,59,29684,1,High
45427,48,109775,4,Low
39988,53,74310,4,Low
25225,50,136909,1,High
44697,57,72975,4,Low
7077,49,187498,5,Low
30864,48,145145,5,Low
163,53,210354,2,High
56303,48,189526,1,High
67946,54,101945,3,Low
70296,28,44729,5,Low
10164,52,152567,1,High
38096,29,16014,1,High
5589,41,70283,5,Low
22298,48,18427,1,High
56803,58,40849,3,Low
27891,30,138474,1,High
17552,44,218905,3,Low
59021,57,152190,3,Low
59280,28,93419,4,Low
9275,36,60465,5,Low
60341,26,95782,4,Low
55607,27,151910,1,High
15138,40,118454,1,High
19767,48,38770,5,Low
17009,56,172135,1,High
70159,55,53896,1,High
1962,24,43347,5,Low
52580,49,104677,1,High
30423,54,50277,4,Low
