employee_id,age,salary,job_satisfaction,attrition_risk
44124,48,248558,3,Low
33971,46,186195,5,Low
464,22,96943,4,Low
41868,46,193573,1,High
39013,58,218147,5,Low
10742,54,45985,2,High
79277,49,229844,3,Low
1184,50,168224,1,High
60543,39,45661,5,Low
52039,42,120023,1,High
49082,53,28614,2,High
12050,38,185564,2,High
42134,25,56343,1,High
30910,29,36682,3,Low
50611,25,236372,4,Low
21990,52,76744,2,High
12687,59,18133,2,High
13067,25,82649,2,High
63919,37,146434,5,Low
18914,30,117131,5,Low
12166,21,74890,1,High
43576,48,32323,4,Low
9218,50,133967,4,Low
3841,32,184937,2,High
65026,28,232189,3,Low
13966,23,94018,3,Low
33895,53,59914,5,Low
49457,26,199467,4,Low
4746,43,207402,3,Low
9858,34,73403,4,Low
46401,44,181806,3,Low
52274,36,193223,2,High
16057,28,56242,1,High
25648,59,26937,1,High
35926,55,136441,2,High
6414,53,132187,2,High
70594,33,96528,1,High
52295,35,71614,1,High
28660,43,122279,1,High
24413,48,206577,2,High
68503,38,124473,5,Low
73160,48,17911,1,High
48397,24,115206,1,High
67639,37,98753,5,Low
10502,23,194496,4,Low
36367,28,86442,3,Low
77183,34,203397,4,Low
78932,49,227226,3,Low
2648,36,42482,2,High
57654,52,21337,2,High
42308,58,246482,2,High
33546,28,16068,1,High
76381,48,211807,4,Low
79089,59,83759,1,High
57295,45,153409,5,Low
40461,26,171658,5,Low
70252,39,20314,3,Low
74354,34,60813,5,Low
79658,52,174046,1,High
77826,24,83712,3,Low
1956,52,90941,1,High
49482,52,128690,2,High
63620,55,216285,4,Low
24405,21,229693,3,Low
12489,41,237832,2,High
875,47,81175,4,Low
34034,49,117230,1,High
79879,45,17722,2,High
22294,26,237993,1,High
32027,23,158968,4,Low
73226,38,136402,5,Low
51646,54,50498,5,Low
3888,54,210338,5,Low
34567,30,209673,1,High
79297,45,156238,1,High
23795,31,241222,3,Low
1871,46,208213,1,High
29590,27,155809,2,High
35813,37,20019,3,Low
32566,53,68014,1,High
9240,52,200482,3,Low
48085,54,52176,4,Low
2907,59,247082,3,Low
26688,37,135081,3,Low
2938,31,63865,4,Low
18024,36,209857,4,Low
8792,57,108922,3,Low
26729,50,131335,5,Low
21602,34,235178,3,Low
41654,22,170594,3,Low
23220,29,74698,5,Low
51249,40,65602,5,Low
61670,42,128337,4,Low
6324,52,170797,2,High
49669,42,107783,1,High
22458,35,245769,3,Low
70097,58,114205,4,Low
26213,56,58172,3,Low
3792,43,125757,5,Low
347,54,159296,4,Low
27957,49,131172,5,Low
62363,27,148919,5,Low
13630,23,42732,4,Low
60293,37,26006,4,Low
18567,25,47980,2,High
43045,56,156577,3,Low
3150,25,140498,5,Low
23377,50,48959,2,High
65190,26,188041,1,High
72917,43,42180,4,Low
47850,50,119475,4,Low
24192,47,30495,5,Low
42203,44,108297,3,Low
24132,30,73000,5,Low
19766,48,195900,5,Low
341,43,206352,2,High
25927,58,132288,2,High
75179,47,131073,4,Low
51692,56,16643,2,High
6026,57,160795,4,Low
3009,41,97761,3,Low
79110,36,49976,3,Low
37650,48,84572,3,Low
9611,52,222557,1,High
47491,36,124671,3,Low
60781,55,172877,1,High
10801,55,230820,3,Low
66202,42,185902,3,Low
6348,42,181310,1,High
56274,43,93852,1,High
2837,21,73783,3,Low
18779,44,213401,3,Low
15808,40,238935,1,High
75235,36,102747,1,High
29646,25,121206,5,Low
56615,54,180532,4,Low
520,56,58800,4,Low
14256,28,34348,2,High
72979,23,46471,1,High
27493,31,138527,2,High
72955,40,209638,5,Low
1168,36,70770,1,High
32420,50,217220,5,Low
21503,59,83610,2,High
647,34,193344,5,Low
59610,30,29660,2,High
37084,34,208992,2,High
18013,58,31949,4,Low
71436,36,88635,3,Low
69929,25,128870,3,Low
69003,30,80367,1,High
67035,38,94920,1,High
22046,33,26292,3,Low
55662,56,87181,1,High
63672,28,108168,1,High
68367,56,169632,5,Low
30608,37,28424,5,Low
77496,31,134475,4,Low
24570,28,32433,4,Low
8683,52,114510,2,High
53255,50,115895,3,Low
19905,40,61637,1,High
79859,26,208981,4,Low
66097,49,49278,2,High
2794,50,177124,4,Low
71096,25,167577,4,Low
1593,40,247031,3,Low
38516,39,163993,3,Low
40125,49,99726,1,High
51529,45,110165,1,High
43940,50,125465,4,Low
36323,55,214295,4,Low
2471,28,137143,5,Low
26551,55,27320,3,Low
70932,53,181117,3,Low
3664,26,93345,5,Low
9224,34,244279,1,High
4334,43,20560,1,High
12132,49,161851,5,Low
12704,40,66379,1,High
16047,27,36919,3,Low
11648,46,57478,4,Low
65137,31,21539,5,Low
68563,57,18515,5,Low
12573,53,60674,1,High
15347,27,71130,1,High
20242,35,187410,5,Low
58103,27,96223,3,Low
62665,49,42460,5,Low
41683,45,225534,4,Low
76577,47,132950,2,High
68937,50,164859,2,High
57998,52,114333,5,Low
69010,59,213035,2,High
77764,49,205765,3,Low
5418,51,54819,4,Low
69318,30,52603,2,High
75122,51,175562,4,Low
4534,25,248259,1,High
70271,27,56358,1,High
47778,22,47245,5,Low
20340,21,143833,3,Low
15258,27,84563,4,Low
66480,29,141656,4,Low
39928,42,24924,1,High
27571,48,245393,5,Low
3374,30,24176,4,Low
1355,42,74452,5,Low
40532,53,124063,1,High
2253,36,199897,5,Low
73269,49,26933,5,Low
68757,35,143033,4,Low
28769,52,134600,2,High
79386,52,151692,5,Low
37474,29,248884,4,Low
35387,24,32067,3,Low
62190,42,129220,5,Low
31758,29,218173,2,High
70280,24,129799,5,Low
12187,58,51816,5,Low
33066,50,101585,4,Low
78437,46,204282,2,High
77346,33,214022,2,High
53145,48,138299,3,Low
60681,50,66637,1,High
32154,55,158913,2,High
16859,57,199645,3,Low
8464,53,103525,2,High
41754,45,110045,3,Low
42663,58,224636,4,Low
66054,35,21766,5,Low
4010,56,53712,1,High
30576,22,245247,2,High
4526,51,148838,3,Low
72500,43,120657,1,High
54172,28,155857,2,High
10580,35,140126,4,Low
775,52,94367,4,Low
58808,26,142660,3,Low
24181,37,195181,3,Low
14236,54,248441,1,High
18398,48,204312,1,High
26102,38,155883,4,Low
69825,52,52034,1,High
72354,26,113387,4,Low
72570,37,167262,3,Low
70424,43,130962,5,Low
51461,57,20164,1,High
79870,35,142103,4,Low
60817,33,127015,5,Low
9379,46,29328,1,High
324,42,88918,3,Low
61991,51,212894,3,Low
39251,29,84746,4,Low
55944,25,136083,1,High
70662,34,175219,2,High
16151,27,142249,1,High
10212,33,23953,3,Low
6593,50,132034,1,High
17683,45,37007,1,High
1168,27,56529,3,Low
42863,28,144988,5,Low
58796,46,46381,4,Low
28714,21,230831,3,Low
34094,51,32281,1,High
12184,51,245867,4,Low
6628,48,174788,2,High
17265,57,245589,5,Low
16526,53,171694,4,Low
41559,22,201508,4,Low
46153,34,213947,5,Low
49152,50,87528,3,Low
2742,43,195925,3,Low
31482,29,100377,3,Low
30477,31,76913,3,Low
14318,24,135331,5,Low
67509,55,172455,5,Low
2890,41,48346,4,Low
60942,25,148006,5,Low
15752,41,169220,2,High
19994,57,85195,5,Low
17755,54,228903,3,Low
52138,39,153744,1,High
2861,38,125942,3,Low
17388,28,235106,3,Low
79874,28,49000,2,High
7172,24,56438,4,Low
4419,26,214455,4,Low
22347,50,185609,4,Low
29065,59,108002,5,Low
67583,41,97572,5,Low
19093,42,193437,1,High
28560,31,105561,4,Low
62734,25,154214,2,High
18585,46,18402,4,Low
58484,33,40572,2,High
26659,42,153382,5,Low
2860,35,194784,5,Low
52874,22,162722,2,High
27290,22,178206,1,High
31877,40,240577,4,Low
58074,45,94997,3,Low
74746,47,27098,3,Low
17206,35,149789,3,Low
54871,33,208970,1,High
47862,30,79299,2,High
71356,38,196981,4,Low
42976,34,224254,5,Low
35955,32,180219,1,High
23968,42,117889,3,Low
39802,50,29667,1,High
75726,50,214725,1,High
57293,58,80227,3,Low
74900,52,32145,1,High
38463,32,44404,5,Low
35189,31,82838,3,Low
60393,50,156464,4,Low
46987,39,168583,2,High
51033,47,200475,1,High
57761,38,53249,3,Low
43184,28,147777,3,Low
78929,30,54015,5,Low
41474,51,111785,2,High
53094,25,40230,3,Low
23166,58,157494,2,High
7857,44,243262,5,Low
39840,35,82846,2,High
48264,33,188527,3,Low
38894,26,226680,4,Low
3584,37,151688,1,High
9390,24,36710,1,High
4736,45,169758,3,Low
66645,55,217526,4,Low
40949,25,35278,1,High
52970,59,24898,4,Low
15712,22,53056,5,Low
36832,22,196279,1,High
74476,34,224314,2,High
27086,38,210177,2,High
66208,26,74811,3,Low
79620,30,46621,5,Low
23617,31,46717,4,Low
7979,55,41094,5,Low
32084,53,43567,3,Low
56325,53,93850,5,Low
62269,50,53649,3,Low
44611,40,114226,1,High
69698,24,60579,1,High
46232,40,159291,2,High
7086,52,175379,3,Low
79351,34,42715,3,Low
76590,30,242595,4,Low
41900,37,21598,2,High
78158,55,230066,3,Low
49081,57,176712,1,High
54016,52,167127,1,High
28189,38,31080,1,High
10321,58,32023,5,Low
33002,40,79659,2,High
17051,51,108373,2,High
4800,40,165187,5,Low
42260,29,234432,3,Low
77477,54,223174,1,High
64253,55,129966,4,Low
15525,23,181544,5,Low
71197,37,129297,1,High
33521,31,190725,3,Low
70845,21,140862,5,Low
7478,48,189199,2,High
35794,45,71490,2,High
12160,44,101881,1,High
28250,36,15222,4,Low
54195,44,163108,2,High
4193,58,143261,2,High
38957,42,195860,4,Low
7817,58,141259,3,Low
18132,25,109608,5,Low
45192,48,19073,2,High
29652,27,39394,2,High
38209,51,209787,1,High
14137,58,220107,2,High
16534,58,170894,4,Low
79251,50,116555,1,High
17452,25,243012,3,Low
24817,56,146399,5,Low
38465,57,182250,1,High
29737,29,116843,1,High
63578,22,122676,1,High
35367,51,212904,5,Low
3688,52,222310,2,High
41150,32,163413,2,High
22622,47,149828,5,Low
20282,50,137234,1,High
39137,22,20222,4,Low
41083,46,80454,2,High
57117,43,61162,5,Low
845,43,49318,3,Low
5154,41,72066,1,High
16167,36,98630,1,High
35169,58,179420,5,Low
13880,29,79522,1,High
54456,59,244029,1,High
33830,21,148258,4,Low
63011,46,72130,1,High
23342,29,172633,5,Low
69009,45,101936,4,Low
9997,40,61851,4,Low
24186,36,63785,5,Low
30395,35,47574,2,High
19618,26,228836,5,Low
49406,30,185775,4,Low
53133,50,35596,2,High
72574,59,75946,2,High
58739,48,141935,2,High
24557,45,29996,3,Low
56248,52,106741,2,High
35898,39,157049,4,Low
20805,46,194709,3,Low
5106,36,30448,5,Low
21055,23,56164,1,High
75102,38,49525,1,High
64794,22,244766,2,High
42725,22,119134,1,High
32690,28,85339,5,Low
28422,35,174827,1,High
66999,21,241232,5,Low
28266,53,106157,5,Low
37802,56,117869,2,High
61126,43,158490,5,Low
64923,27,81302,1,High
22253,55,224756,1,High
55616,49,194543,3,Low
78057,47,123149,4,Low
68737,57,179131,4,Low
38887,32,51735,3,Low
65185,31,47058,1,High
32584,32,82201,2,High
40697,30,74726,4,Low
50067,27,207122,1,High
15585,56,120279,3,Low
26498,40,160496,5,Low
40324,43,102786,2,High
42482,57,51816,2,High
27938,31,194858,5,Low
12771,24,94207,4,Low
77932,34,171622,4,Low
50540,44,54166,1,High
75607,35,82376,2,High
6054,40,82569,2,High
65031,27,27324,1,High
1260,48,20040,1,High
2609,35,196260,3,Low
50166,37,174288,3,Low
78799,36,28883,2,High
19842,31,217438,3,Low
79225,31,217364,1,High
40431,44,176834,5,Low
1459,22,169371,2,High
49657,53,75999,3,Low
28764,49,201482,3,Low
70282,34,167140,3,Low
52434,37,37937,4,Low
77806,57,21015,2,High
56257,59,218059,1,High
4200,25,115668,4,Low
37067,53,122611,1,High
14151,54,145757,2,High
43390,36,161044,1,High
66826,42,19671,5,Low
47791,52,210312,1,High
41345,55,19026,4,Low
39068,57,175398,5,Low
11250,38,144883,1,High
35160,57,231182,2,High
10426,43,143778,1,High
10052,45,158049,2,High
73241,21,113295,3,Low
76225,25,163653,1,High
12142,39,217306,5,Low
23618,45,216435,2,High
78165,59,180913,4,Low
38898,45,49896,3,Low
45326,38,165015,5,Low
6542,46,59641,2,High
32956,29,219878,4,Low
15679,44,176849,3,Low
55343,58,93263,3,Low
29206,44,100379,3,Low
28332,54,73912,1,High
70558,40,174048,1,High
13512,52,19122,5,Low
10556,50,237767,4,Low
42386,23,214486,1,High
52650,31,216986,1,High
46740,47,202867,1,High
21747,39,143215,4,Low
64843,21,93595,4,Low
6589,36,180598,2,High
51598,45,131082,3,Low
71570,21,186451,2,High
14946,30,116088,3,Low
25987,50,135362,5,Low
65451,49,102990,4,Low
58875,25,224842,2,High
79487,40,248584,3,Low
15676,34,189335,2,High
18084,39,141294,4,Low
16264,23,239285,5,Low
79949,53,193183,5,Low
11943,49,36912,5,Low
54342,33,248253,2,High
41479,52,207979,1,High
78912,51,241347,2,High
65010,29,41643,5,Low
41999,58,45730,1,High
54751,30,102186,5,Low
69137,24,167034,1,High
10494,47,239210,4,Low
25050,30,222685,4,Low
79834,24,163255,2,High
64346,29,214013,1,High
2992,34,28393,1,High
17778,27,113962,2,High
29927,25,59334,4,Low
24677,42,72008,4,Low
79695,51,194465,4,Low
25656,26,188685,2,High
72093,31,117032,5,Low
18500,39,44433,3,Low
10086,48,125691,3,Low
55191,26,199063,2,High
55151,21,35665,4,Low
58382,58,157756,3,Low
12113,46,44900,1,High
24307,35,160190,3,Low
73839,40,162200,3,Low
12004,52,194872,1,High
75341,25,71474,1,High
60183,44,229295,5,Low
40299,47,246291,2,High
62206,59,67445,4,Low
65341,33,187281,5,Low
70660,59,215533,5,Low
31544,52,119602,3,Low
15096,32,130502,5,Low
17032,40,105977,1,High
34743,38,72494,4,Low
61212,46,135285,3,Low
69049,22,166488,2,High
47763,38,212453,2,High
2500,35,34847,3,Low
38247,40,230527,5,Low
53251,47,81496,2,High
70333,42,186497,4,Low
4968,51,113516,3,Low
268,48,61105,4,Low
77898,35,166726,5,Low
73330,45,188593,5,Low
20950,36,95952,4,Low
43786,32,27198,3,Low
37750,47,225167,4,Low
52476,46,69794,1,High
67585,34,127752,4,Low
59038,35,93682,1,High
78287,51,221215,1,High
6284,29,58091,3,Low
27961,50,219148,1,High
39631,25,129477,4,Low
5265,26,113458,3,Low
54843,55,90041,2,High
44303,36,247635,5,Low
61905,36,143676,2,High
53159,52,109410,3,Low
54971,54,120784,5,Low
43010,30,106094,3,Low
40320,51,84205,1,High
53009,26,236714,5,Low
53311,43,177924,3,Low
74630,46,124656,3,Low
76276,58,178055,1,High
14493,45,183457,1,High
23423,36,168467,3,Low
42113,29,168031,2,High
49859,44,153264,5,Low
8160,22,70199,3,Low
38578,33,165863,2,High
9975,50,79347,1,High
2178,45,233985,2,High
74179,32,191636,3,Low
61509,57,66011,2,High
37511,30,58316,2,High
510,51,193148,3,Low
77429,24,133739,3,Low
31671,22,126504,1,High
72340,42,51529,1,High
75037,35,52868,4,Low
69755,53,153903,4,Low
12449,27,41327,2,High
78010,53,41244,2,High
9614,28,114138,4,Low
12918,58,52892,3,Low
78247,55,52396,1,High
67143,27,151435,3,Low
49433,35,19602,3,Low
35779,44,91284,4,Low
31473,26,140107,4,Low
76686,27,144987,1,High
26793,35,16484,3,Low
42207,38,200147,3,Low
76259,43,186613,4,Low
29843,55,249188,4,Low
75534,38,226588,1,High
32887,38,137493,2,High
5559,57,55004,3,Low
5794,55,242311,2,High
26258,56,226712,3,Low
55153,40,137582,1,High
59996,25,249979,2,High
44473,23,23477,5,Low
14244,39,49199,5,Low
75239,26,159458,3,Low
71308,58,239690,2,High
24955,40,152727,1,High
39812,46,89651,5,Low
45620,39,49098,5,Low
39763,35,212328,4,Low
15553,56,125656,3,Low
37451,38,238847,4,Low
61681,22,194666,1,High
20477,29,39832,2,High
53835,32,114177,5,Low
7068,24,43287,4,Low
43064,48,37035,4,Low
66510,35,26975,1,High
54130,30,243104,5,Low
37219,24,132301,2,High
48834,39,219954,5,Low
22695,27,57241,4,Low
26505,35,171909,5,Low
12903,27,20003,4,Low
14218,22,88215,3,Low
39538,21,30660,5,Low
7918,34,33978,2,High
28990,43,152983,3,Low
40657,47,212919,4,Low
44265,45,116978,4,Low
72000,35,132217,4,Low
68786,35,107442,2,High
6278,41,69177,3,Low
71335,47,32538,4,Low
51469,52,143093,5,Low
17720,54,240992,4,Low
23605,54,131317,4,Low
53869,30,179138,5,Low
30852,32,22443,1,High
55023,48,112890,3,Low
63977,37,166563,2,High
40482,42,190089,2,High
14588,43,189809,2,High
43838,47,47728,2,High
32556,55,208072,4,Low
41422,56,145625,5,Low
15673,21,209809,4,Low
11828,21,23625,3,Low
45445,37,208400,2,High
71347,49,175105,5,Low
43348,33,113588,3,Low
24795,27,151709,1,High
64197,55,233625,4,Low
57326,24,121196,1,High
5528,32,22597,5,Low
40281,45,23449,1,High
55795,52,26176,2,High
47720,27,83689,4,Low
18597,57,25066,2,High
78175,23,47555,4,Low
2486,52,91783,2,High
9655,43,25156,2,High
46626,33,16338,4,Low
78417,38,100289,2,High
56226,33,78075,3,Low
47764,31,209298,1,High
40364,33,137677,5,Low
30803,54,114764,4,Low
71209,27,18611,4,Low
22515,39,116340,5,Low
25668,39,58909,1,High
46421,35,166096,2,High
19508,25,182066,3,Low
50049,49,135304,5,Low
63311,35,194504,1,High
56471,47,180592,4,Low
21859,49,194832,1,High
42982,56,193253,4,Low
73181,52,29268,1,High
71273,22,61962,3,Low
32730,28,53051,1,High
57823,28,149221,4,Low
50235,57,122349,4,Low
1318,58,26153,4,Low
79816,42,114294,1,High
8903,41,79076,5,Low
78257,53,113857,2,High
62502,54,204133,2,High
51663,23,100295,1,High
17201,23,117683,5,Low
72624,36,155939,1,High
31703,36,239826,1,High
61648,59,216684,1,High
58747,54,118775,5,Low
15502,26,98755,5,Low
46472,37,222729,1,High
49573,59,52136,3,Low
44207,42,245732,4,Low
60368,23,65729,2,High
33237,29,51143,3,Low
41007,42,24800,3,Low
67192,43,249839,2,High
4229,54,119537,4,Low
48540,56,63021,5,Low
14800,42,234339,5,Low
497,26,139300,5,Low
574,48,122524,2,High
17418,36,233507,4,Low
20257,23,205055,1,High
22478,24,84993,3,Low
71473,53,19808,3,Low
28231,45,86951,1,High
880,41,58691,2,High
41448,48,144402,4,Low
4377,38,233833,2,High
49506,31,56549,5,Low
43747,36,66677,4,Low
79153,47,199696,2,High
57741,58,199303,3,Low
43703,46,95114,4,Low
48205,35,244067,3,Low
31967,35,126024,2,High
52284,43,94966,5,Low
29684,31,173084,2,High
25488,27,48866,5,Low
11917,30,124372,3,Low
26793,40,75328,1,High
70691,40,225985,2,High
17823,43,246238,1,High
50276,27,199940,1,High
52347,33,138242,4,Low
62504,33,134749,2,High
63357,42,196421,2,High
37879,29,55993,3,Low
31902,47,181873,4,Low
74388,28,30674,4,Low
26611,58,30878,4,Low
42221,32,30937,3,Low
65979,27,45210,3,Low
44260,51,191879,1,High
45909,41,115961,4,Low
45078,49,197617,5,Low
69091,34,145983,2,High
59458,46,177765,4,Low
42274,29,197538,5,Low
13683,44,150758,1,High
38137,35,34488,4,Low
71933,30,168088,4,Low
28633,23,57937,1,High
78829,55,170971,2,High
6952,39,215494,4,Low
35806,23,51830,4,Low
41145,45,21882,1,High
59311,30,129199,1,High
62034,58,141570,5,Low
23053,49,123237,4,Low
37480,54,246275,3,Low
42829,36,113065,4,Low
41429,40,155000,5,Low
12563,30,51270,2,High
24696,23,182787,4,Low
73459,47,214544,3,Low
38668,26,229701,2,High
5275,26,122144,3,Low
67632,43,41326,4,Low
73566,29,223991,1,High
48037,26,144569,3,Low
72600,51,74123,2,High
15104,50,153775,2,High
8212,54,229087,1,High
3115,25,30802,1,High
2783,29,20214,5,Low
79653,52,232014,1,High
17604,43,173222,4,Low
56395,56,151152,4,Low
29164,30,66080,5,Low
29785,38,208615,4,Low
73085,26,216948,2,High
9707,36,192624,2,High
52186,59,136464,4,Low
79185,46,75625,1,High
10605,51,240510,1,High
2972,59,58302,5,Low
68325,57,176973,2,High
56149,50,92103,2,High
12066,41,139681,3,Low
69695,49,81317,3,Low
5468,23,55316,2,High
11809,30,230086,1,High
48462,25,40416,1,High
5116,35,51349,5,Low
16401,43,110470,2,High
19689,31,51087,4,Low
54924,37,204131,5,Low
36692,50,128074,5,Low
40394,23,69422,4,Low
15036,53,44692,5,Low
11992,56,48442,2,High
13223,34,222737,1,High
15351,25,100084,2,High
63743,42,125976,3,Low
63319,30,178621,1,High
52584,49,148869,4,Low
71134,29,38758,1,High
22161,36,196140,1,High
29956,32,244916,1,High
44522,22,30521,4,Low
69350,47,223345,3,Low
77329,36,123510,5,Low
43988,59,120834,5,Low
21787,58,18512,1,High
30374,30,223089,2,High
67153,49,29074,3,Low
15630,53,141390,2,High
17340,52,44528,1,High
15910,52,226496,2,High
58003,22,238503,2,High
50834,52,199500,5,Low
67692,35,219023,1,High
16784,38,31946,4,Low
5205,25,27927,5,Low
74281,27,159978,1,High
54910,56,138486,5,Low
35616,58,24256,5,Low
57398,52,41391,4,Low
78299,26,73840,2,High
76449,40,231013,1,High
50736,37,19236,4,Low
45440,47,164515,2,High
3246,46,162814,4,Low
19409,47,160086,1,High
8825,50,69831,1,High
34025,44,137637,5,Low
71403,43,146799,2,High
12884,45,128575,5,Low
34943,40,87872,2,High
60393,33,200594,5,Low
35893,37,36967,4,Low
45860,46,129477,1,High
15164,53,221269,4,Low
35673,48,46265,4,Low
49292,49,147780,3,Low
54357,27,54521,4,Low
1595,53,246671,3,Low
60643,44,61085,3,Low
3453,37,42964,4,Low
38834,42,36908,1,High
19032,43,126092,1,High
32229,52,101938,2,High
61723,27,58892,1,High
79229,41,126320,3,Low
23539,30,133658,4,Low
34350,36,62514,1,High
78959,50,192983,4,Low
42693,30,179786,3,Low
51648,35,182727,4,Low
22866,56,186825,3,Low
60870,53,129738,3,Low
47501,22,209957,2,High
2824,29,96778,2,High
7197,26,100191,4,Low
76157,48,177829,1,High
36592,57,222475,1,High
25601,35,83677,2,High
70519,49,135653,5,Low
63063,57,16610,3,Low
50305,59,158164,2,High
40344,41,95541,4,Low
60528,45,68008,5,Low
25904,57,152525,5,Low
57218,44,89241,5,Low
6519,22,174885,1,High
54400,30,38988,3,Low
56329,40,88967,2,High
56283,48,42158,2,High
23701,49,90011,5,Low
21018,55,109020,1,High
48955,46,201578,5,Low
75086,49,157060,3,Low
28222,23,32104,4,Low
71698,38,176087,4,Low
35140,51,74428,4,Low
52493,28,190197,3,Low
28194,53,58075,4,Low
61310,56,220278,5,Low
31326,35,210769,3,Low
42886,41,104257,1,High
38282,43,55841,2,High
23704,34,126204,1,High
46899,36,150422,3,Low
78251,29,247823,1,High
6984,58,88283,4,Low
65354,42,198422,3,Low
1209,41,98806,2,High
3039,23,167280,5,Low
41645,26,22115,4,Low
49216,31,172275,4,Low
11619,49,109060,4,Low
68684,33,207647,3,Low
40366,30,164441,1,High
58827,22,162245,4,Low
54712,24,46629,4,Low
18052,29,94125,1,High
70859,44,236230,3,Low
58993,22,34931,4,Low
29053,42,60358,5,Low
6616,59,35638,5,Low
25682,42,27225,5,Low
63670,27,180630,1,High
47055,36,85309,1,High
7790,54,203177,3,Low
1816,35,99754,5,Low
