employee_id,date,attendance_status,hours_worked
44309,2019-07-24 00:15:53,Present,5
23748,2019-01-16 10:19:26,Present,7
6550,2021-06-18 19:27:04,Present,4
950,2021-03-08 04:12:40,Leave,9
1356,2018-07-11 05:50:02,Present,7
26591,2023-08-29 21:15:03,Present,8
54345,2019-04-16 16:55:51,Present,6
35762,2020-05-13 06:37:31,Leave,4
18459,2022-02-06 07:36:36,Present,8
20482,2023-04-26 13:31:37,Present,8
31399,2024-06-20 03:04:31,Present,6
40744,2019-04-06 20:37:28,Present,8
17874,2023-09-29 23:48:51,Present,9
17301,2023-04-14 02:11:18,Present,8
12199,2019-09-20 17:48:12,Present,7
44975,2019-05-10 08:31:32,Present,5
10239,2018-04-09 17:36:13,Present,8
12132,2021-04-06 00:25:58,Present,8
14930,2018-01-27 14:42:56,Present,6
10231,2024-04-29 01:09:34,Present,9
6891,2020-05-28 21:15:51,Absent,7
46311,2023-01-11 02:07:49,Present,5
16307,2022-05-16 18:40:42,Present,5
57490,2021-06-07 15:15:41,Present,8
8225,2021-11-05 19:00:41,Leave,4
35647,2024-08-24 17:40:53,Present,8
27497,2019-09-29 09:03:21,Present,5
32824,2020-11-21 03:02:04,Present,8
27000,2021-11-14 01:52:30,Present,7
20855,2021-07-29 00:55:44,Leave,6
39146,2018-04-07 23:39:19,Present,5
11407,2020-08-10 02:15:13,Present,4
28198,2020-07-17 14:31:34,Leave,5
44623,2019-12-19 18:58:18,Present,6
41328,2021-12-27 02:18:39,Present,6
8394,2018-03-20 13:12:06,Present,7
42156,2023-10-02 04:38:51,Present,4
49769,2021-11-03 19:17:39,Present,7
5232,2022-04-25 00:37:08,Present,5
57493,2022-03-23 03:49:23,Present,6
30978,2019-06-27 09:49:08,Present,9
32436,2021-05-13 17:13:36,Present,6
37860,2020-04-27 08:14:30,Leave,4
32731,2023-02-15 06:42:26,Present,9
42611,2022-01-18 16:12:28,Present,9
33221,2018-11-09 14:55:21,Present,4
50770,2019-12-18 04:50:07,Present,6
50194,2023-09-09 20:20:35,Present,9
18647,2024-09-13 16:41:50,Present,5
57921,2024-01-03 11:38:58,Present,9
7133,2020-04-27 13:44:18,Leave,8
46606,2020-09-20 11:55:01,Present,7
51458,2024-01-21 02:39:47,Present,8
52419,2023-01-03 19:57:09,Present,7
1301,2021-04-12 15:20:17,Present,5
19248,2019-06-11 11:00:07,Present,6
35748,2019-05-12 04:23:33,Absent,7
51236,2018-08-05 23:20:12,Present,7
4309,2023-10-07 07:40:55,Present,4
7369,2019-12-30 22:03:58,Present,5
31364,2023-07-05 20:04:06,Present,4
54554,2018-07-18 22:02:35,Present,6
50414,2020-06-12 09:45:07,Present,6
8893,2023-05-04 22:48:20,Present,9
27052,2021-10-31 23:33:03,Present,4
38856,2022-02-27 07:32:52,Present,5
19775,2020-07-14 07:32:54,Absent,8
432,2018-07-25 20:47:40,Present,6
14798,2023-12-20 08:12:07,Present,6
56104,2019-12-30 07:17:39,Present,8
52586,2019-07-03 09:14:10,Present,5
54891,2021-06-16 11:06:05,Present,8
4447,2023-08-24 09:34:50,Present,6
2126,2020-12-31 13:24:42,Present,6
37912,2020-07-28 06:20:15,Present,4
52686,2019-11-02 12:19:46,Present,4
58480,2021-12-22 16:17:24,Present,5
1669,2020-07-02 19:37:14,Present,8
25425,2018-06-17 10:00:52,Present,7
59110,2018-04-01 11:24:57,Present,9
452,2024-07-27 03:07:42,Present,5
55238,2023-02-24 22:04:47,Present,4
37112,2023-10-09 03:06:39,Present,6
41157,2023-04-07 19:27:19,Present,7
2219,2018-08-13 14:40:40,Present,4
8908,2024-05-04 20:30:06,Present,4
59181,2019-07-14 14:25:38,Present,5
5716,2020-02-09 09:21:39,Present,8
6677,2023-06-27 06:36:24,Present,8
7693,2024-11-25 07:27:12,Present,8
48533,2021-01-29 23:13:28,Present,9
27840,2024-01-27 11:17:17,Present,7
5145,2022-07-26 19:40:17,Present,9
27139,2022-08-28 14:09:53,Present,4
42780,2024-11-01 16:34:28,Present,5
2175,2023-10-28 23:13:14,Present,4
4393,2018-07-26 20:51:47,Present,9
59061,2022-10-17 16:37:44,Present,6
58213,2018-11-23 04:05:32,Present,9
56117,2023-07-06 02:24:40,Leave,8
30874,2022-09-14 22:54:43,Present,7
21563,2024-01-01 14:50:49,Present,7
43844,2020-03-06 00:44:15,Present,8
63,2020-06-10 11:40:46,Present,6
19212,2020-09-13 00:02:24,Absent,6
3547,2024-03-03 13:47:43,Present,6
20886,2019-12-06 11:31:44,Present,5
39076,2022-08-03 05:03:44,Present,9
3157,2022-01-06 06:09:42,Present,5
3064,2018-03-29 09:42:17,Present,6
20672,2021-09-23 05:56:05,Present,7
14188,2020-01-20 16:25:44,Present,4
51868,2024-01-27 01:07:27,Absent,8
56630,2019-02-14 23:38:09,Present,6
9934,2023-08-26 01:37:54,Present,5
35961,2019-09-10 13:22:05,Present,7
29010,2019-10-28 06:42:58,Present,9
25686,2024-05-12 01:22:59,Present,8
46896,2019-03-04 03:01:29,Present,9
27020,2024-11-30 19:03:43,Present,4
56308,2021-04-28 17:36:30,Absent,8
55179,2020-11-04 12:04:50,Present,9
19092,2021-12-28 01:47:10,Present,8
43998,2018-07-02 18:47:59,Present,6
50452,2022-09-17 02:30:48,Present,6
57394,2019-08-15 03:48:51,Present,7
43831,2020-05-11 07:43:14,Present,7
29247,2018-08-17 19:17:57,Present,6
4392,2018-04-29 06:10:48,Leave,5
3006,2018-11-14 11:07:54,Present,5
54522,2024-01-17 23:39:12,Present,7
47710,2018-12-24 03:48:06,Present,7
43375,2020-03-29 14:11:33,Present,5
40111,2019-08-01 20:11:39,Present,6
54070,2018-11-02 08:36:21,Present,7
6115,2023-02-17 23:52:46,Present,8
30174,2019-01-23 12:33:16,Present,9
20950,2018-06-26 07:52:20,Present,9
29570,2023-07-02 21:45:03,Present,7
58981,2019-06-13 12:42:55,Present,7
57116,2018-04-30 13:05:54,Present,6
4256,2022-05-05 05:02:31,Present,9
8772,2019-06-18 17:07:17,Present,4
4386,2024-10-02 10:14:17,Present,5
45966,2019-06-14 04:18:10,Present,7
54730,2018-09-18 22:44:51,Present,5
8631,2020-04-14 14:18:14,Present,9
20441,2020-11-04 00:08:24,Present,9
52558,2022-03-30 14:24:08,Present,5
53060,2024-11-11 01:33:24,Present,5
17088,2019-05-16 10:25:12,Present,8
48568,2021-10-28 03:25:13,Present,5
47018,2018-01-28 11:52:26,Present,7
52295,2019-11-02 05:00:53,Present,4
39606,2023-12-24 20:29:12,Present,5
48877,2020-04-13 00:11:19,Present,9
52373,2023-08-18 10:42:07,Present,7
33806,2024-09-02 13:45:26,Present,7
5917,2019-01-28 21:21:33,Leave,5
52627,2019-06-21 23:28:35,Present,4
31199,2023-01-18 17:07:30,Present,7
45400,2024-11-26 04:48:29,Present,5
49387,2024-08-17 18:50:16,Present,5
28631,2024-04-25 15:52:32,Present,8
6537,2023-03-21 09:21:57,Present,6
39930,2019-06-20 16:57:34,Present,8
30797,2022-02-26 02:59:34,Leave,5
39866,2022-08-08 11:01:45,Present,8
30417,2018-01-25 18:26:01,Leave,6
14808,2020-12-22 20:53:01,Leave,7
12128,2019-04-08 22:56:47,Present,4
33517,2018-12-17 23:22:22,Present,4
52898,2024-08-18 22:33:18,Present,7
1674,2020-10-27 21:19:45,Present,5
10473,2024-11-04 02:02:38,Present,5
26976,2022-11-03 20:10:11,Present,4
8596,2019-07-16 18:28:28,Absent,7
25664,2023-06-16 05:32:28,Present,4
2597,2023-03-25 19:46:50,Present,4
37696,2021-06-20 05:54:02,Present,7
30244,2022-01-28 05:52:01,Present,6
33811,2021-09-04 16:43:18,Present,6
29632,2018-03-13 22:33:58,Present,4
24649,2024-08-20 08:04:40,Present,6
23220,2018-04-02 08:13:41,Present,9
18917,2023-05-18 13:41:46,Present,9
44008,2018-02-09 17:07:56,Present,8
13588,2023-03-30 00:29:58,Present,4
15625,2019-06-08 04:51:28,Present,7
38723,2019-11-20 10:08:54,Present,4
8846,2018-04-03 17:39:58,Present,7
12034,2021-06-26 19:31:31,Present,4
15939,2018-12-18 00:57:29,Present,4
11570,2021-01-15 02:12:14,Present,4
33719,2021-04-03 07:03:11,Leave,7
5730,2024-04-27 09:20:56,Present,7
58885,2024-05-24 04:22:39,Absent,8
27711,2019-04-14 22:01:08,Present,9
26161,2020-08-09 16:51:12,Present,4
34387,2019-08-19 22:22:51,Present,4
12787,2019-08-21 22:32:54,Present,9
45437,2024-08-24 20:35:46,Absent,6
58443,2020-11-02 22:02:44,Present,8
46208,2019-12-04 01:44:09,Present,9
38406,2021-07-09 11:53:38,Present,8
3757,2021-02-15 05:18:55,Present,9
23380,2018-09-23 21:44:00,Present,6
27646,2018-01-29 14:27:24,Present,4
31217,2020-01-20 13:55:38,Present,9
25711,2019-01-08 03:29:52,Present,8
24703,2019-05-27 06:27:11,Present,6
4197,2022-04-01 17:48:45,Present,9
23986,2022-08-27 10:27:20,Present,5
35988,2021-09-23 02:58:00,Present,6
31250,2021-06-07 09:46:50,Present,9
17711,2022-11-03 21:26:16,Present,7
30625,2024-03-24 05:55:23,Present,6
31481,2024-04-13 03:30:39,Present,4
58029,2022-08-07 23:16:04,Present,5
41752,2022-10-06 01:20:32,Present,6
39835,2024-01-24 10:15:58,Present,9
54890,2023-12-09 05:26:24,Present,5
22734,2023-11-03 14:10:59,Present,8
2635,2024-09-18 04:54:50,Present,4
54168,2018-03-12 13:51:58,Present,9
40235,2024-08-04 13:01:37,Present,5
40894,2021-04-25 07:46:08,Present,9
17596,2019-12-31 21:42:58,Present,8
20020,2022-07-30 07:41:29,Leave,4
32267,2022-12-09 15:29:52,Present,5
52172,2021-12-15 08:34:27,Present,4
309,2024-06-19 13:00:07,Present,9
42948,2018-10-20 05:59:16,Absent,8
53313,2018-07-09 08:01:00,Present,7
27537,2024-04-20 13:32:13,Present,8
12416,2019-01-22 02:35:32,Present,5
41796,2018-09-17 14:15:40,Present,4
461,2022-08-29 11:49:39,Leave,9
32052,2022-09-16 05:30:26,Present,5
36176,2023-08-07 21:19:49,Leave,8
10168,2022-05-16 23:44:48,Present,6
28182,2018-03-25 22:27:28,Present,6
45301,2018-07-13 14:48:18,Present,6
21592,2024-10-09 22:37:37,Present,8
49264,2019-01-02 22:04:17,Present,6
46978,2022-06-11 03:06:54,Present,4
27052,2018-09-26 03:06:13,Present,9
56069,2022-03-12 08:45:31,Present,5
42663,2019-12-11 03:00:58,Present,7
55274,2019-12-06 04:36:58,Present,6
23844,2021-05-12 15:36:39,Present,5
53121,2018-02-20 00:57:46,Present,7
53511,2023-02-16 18:27:17,Present,7
26741,2023-01-13 22:48:13,Present,5
47054,2023-01-31 05:43:48,Present,4
2008,2022-05-03 11:24:19,Present,7
22889,2020-05-17 03:09:45,Present,9
14020,2020-07-18 10:03:57,Present,7
21882,2020-05-19 17:41:14,Present,5
18864,2021-11-14 13:24:38,Present,7
47685,2021-08-02 07:16:26,Present,9
2498,2024-10-15 09:50:33,Leave,6
24732,2021-02-22 18:28:05,Present,6
37718,2023-08-12 05:54:31,Leave,6
55637,2024-10-20 15:14:42,Present,8
27991,2020-03-15 02:11:24,Present,8
9438,2024-05-19 12:01:42,Present,9
46182,2022-11-22 22:33:10,Present,4
21441,2022-04-21 01:46:39,Present,7
7199,2019-01-17 22:28:01,Absent,7
58117,2020-01-08 10:48:30,Present,6
19251,2022-12-18 08:47:37,Present,6
13675,2018-11-07 17:50:54,Present,6
34760,2018-07-08 23:46:03,Present,5
29521,2018-10-27 20:29:00,Present,5
44965,2021-12-28 14:11:21,Leave,6
9725,2024-10-25 06:08:53,Present,9
36431,2024-04-18 21:56:42,Present,5
1275,2018-09-26 03:04:19,Present,6
17868,2020-12-24 09:32:53,Present,9
10026,2024-01-09 22:05:29,Present,9
28777,2024-07-12 17:01:17,Leave,6
36686,2024-05-09 13:05:30,Absent,6
46983,2021-12-04 03:09:37,Present,7
817,2023-06-05 20:12:09,Leave,4
18647,2023-03-29 16:21:02,Present,8
23017,2019-10-25 14:42:17,Present,7
21854,2018-12-17 23:42:12,Leave,9
48387,2020-03-02 05:14:14,Present,4
9740,2018-07-28 03:56:31,Present,8
25703,2020-02-22 07:23:30,Present,9
29310,2020-04-25 18:26:10,Present,8
55322,2023-07-31 10:32:24,Present,9
36702,2018-07-20 06:30:50,Present,5
25789,2021-05-30 05:43:27,Present,5
32342,2020-03-24 07:24:11,Present,4
39319,2023-11-03 20:42:08,Present,6
10401,2024-11-19 00:36:22,Present,5
13310,2021-01-18 13:44:57,Present,6
41766,2020-04-18 19:09:24,Present,5
18852,2019-01-18 04:50:57,Present,9
16074,2018-04-13 07:20:32,Leave,8
22306,2018-01-18 23:35:49,Present,5
44379,2021-06-20 03:43:06,Present,4
25988,2022-03-06 09:59:48,Present,4
6389,2019-08-25 20:22:53,Present,6
47581,2018-09-19 23:01:48,Present,4
37617,2024-04-14 07:31:10,Present,4
43259,2022-07-01 23:04:54,Present,5
5170,2022-03-05 19:45:20,Leave,9
19504,2023-06-14 18:02:28,Present,9
53390,2022-06-25 02:02:44,Absent,7
24938,2018-12-17 00:01:09,Present,6
3327,2019-01-08 03:26:48,Present,6
6180,2022-02-18 02:18:14,Leave,4
5756,2021-11-18 14:13:40,Present,4
3752,2018-02-21 01:08:24,Present,5
48694,2023-07-03 11:16:16,Present,7
49463,2019-03-26 07:10:37,Present,5
29106,2020-06-16 01:59:19,Present,7
9208,2018-08-19 19:26:47,Present,5
48476,2024-02-28 09:15:15,Present,4
16903,2022-12-19 23:04:14,Present,7
1321,2018-07-02 06:01:23,Present,6
47405,2021-10-17 14:02:49,Present,5
59695,2019-05-15 13:29:40,Present,4
21461,2021-01-06 19:37:36,Present,8
15060,2023-08-17 09:30:23,Present,8
40735,2019-06-07 21:08:07,Present,7
19849,2019-06-03 19:29:43,Present,5
16422,2023-03-22 09:37:30,Present,4
10918,2020-11-26 16:21:20,Present,6
46372,2019-05-30 09:26:38,Absent,5
725,2022-02-10 20:00:42,Present,6
42261,2018-05-23 04:56:57,Present,4
387,2021-04-02 10:50:09,Present,7
2646,2020-11-30 10:08:59,Present,6
19815,2023-09-18 04:47:52,Present,9
36814,2018-08-28 20:37:19,Present,4
9259,2022-12-26 17:02:34,Present,5
53652,2023-01-05 18:27:20,Present,8
19539,2018-06-19 03:47:51,Present,7
38483,2022-10-29 03:37:27,Present,6
21281,2019-05-22 02:37:10,Present,9
38250,2024-04-18 01:39:57,Present,7
48098,2023-07-02 21:24:17,Present,6
56525,2023-01-25 07:49:33,Present,6
25373,2021-09-03 01:22:36,Present,8
5839,2023-09-07 15:02:15,Present,7
4067,2022-04-16 06:19:44,Absent,6
58225,2020-08-03 08:14:22,Present,6
42842,2018-12-23 02:05:56,Present,4
23110,2021-02-09 17:17:17,Present,7
30596,2024-09-08 19:39:06,Present,4
37064,2022-06-25 14:53:57,Present,7
1110,2019-02-24 16:38:43,Present,9
21066,2021-05-02 09:27:18,Present,6
14990,2023-04-02 14:53:44,Present,9
9780,2019-11-03 06:47:06,Present,6
14697,2022-04-10 13:15:05,Present,4
42080,2020-02-24 10:20:10,Present,9
39299,2022-12-22 16:27:46,Leave,4
44906,2019-07-22 18:05:24,Present,8
17868,2024-07-12 06:55:20,Present,6
56582,2023-08-01 16:34:04,Absent,9
17095,2018-01-15 22:04:15,Present,5
6688,2024-01-24 11:41:44,Present,5
4378,2024-11-02 20:19:43,Present,4
57784,2022-04-09 01:30:36,Present,8
54775,2019-03-05 14:18:14,Present,7
52304,2023-11-14 01:08:41,Present,4
58064,2019-05-07 02:06:27,Present,7
49304,2023-02-08 18:05:04,Present,8
32392,2022-01-19 08:37:01,Present,6
22703,2024-05-28 05:51:56,Present,6
23253,2019-10-12 13:25:01,Present,9
58208,2021-09-08 10:29:17,Present,9
9595,2019-11-11 18:04:38,Leave,4
3653,2020-12-25 20:42:02,Present,4
570,2020-12-09 13:31:46,Present,6
41073,2019-06-03 01:07:26,Present,7
24058,2020-03-17 21:23:18,Present,8
47405,2022-01-15 14:53:38,Present,7
54709,2019-05-31 09:13:11,Present,4
37023,2022-06-26 20:58:10,Present,5
26383,2022-08-03 00:04:52,Present,7
25278,2020-10-01 20:14:07,Present,6
6364,2018-01-05 18:37:04,Present,7
28639,2022-12-26 19:55:32,Present,6
10589,2019-01-04 00:41:44,Present,8
11178,2022-05-28 00:15:08,Present,7
51828,2018-02-22 11:21:39,Present,5
37395,2019-11-30 20:11:09,Present,5
9772,2022-09-21 17:16:19,Present,5
24927,2020-07-18 10:27:35,Leave,9
49289,2022-10-13 16:21:04,Present,4
21154,2019-11-11 06:35:38,Present,4
33772,2023-08-30 02:22:04,Leave,5
34495,2021-11-23 15:57:22,Leave,8
9816,2018-10-14 15:58:37,Present,4
40722,2022-03-08 09:56:08,Present,5
11010,2024-04-05 22:35:33,Present,7
34878,2023-10-15 08:36:29,Present,9
12726,2019-02-13 11:15:21,Present,7
58378,2018-09-12 06:04:44,Present,8
53212,2023-03-23 00:40:10,Present,6
36020,2022-01-30 13:48:31,Present,8
18070,2023-04-07 19:34:56,Present,9
36455,2022-06-03 16:41:38,Present,7
44468,2020-03-24 10:56:37,Present,9
31281,2021-12-24 03:22:14,Present,7
1231,2020-04-07 06:08:03,Present,8
52853,2022-10-05 10:27:29,Absent,5
18752,2020-09-26 10:40:18,Present,6
53980,2021-10-09 21:25:14,Present,4
23046,2021-11-14 19:17:36,Present,9
25963,2021-11-11 21:27:44,Present,9
29173,2018-11-24 14:51:06,Present,4
51677,2018-11-04 14:37:36,Leave,4
19400,2022-11-07 16:48:24,Present,4
38179,2022-04-02 20:01:42,Present,8
41021,2021-04-17 03:45:40,Present,6
8859,2022-06-16 02:59:05,Present,8
26179,2021-09-01 07:50:20,Present,6
10664,2019-11-29 14:17:14,Present,4
38253,2020-03-10 13:49:57,Present,7
50405,2023-12-03 21:53:37,Absent,6
40737,2023-12-28 09:45:13,Present,9
36659,2023-11-16 22:34:16,Leave,7
45616,2020-12-18 04:18:10,Present,5
15717,2024-04-05 01:46:20,Present,4
41883,2023-12-11 11:05:36,Present,4
8978,2018-06-16 08:08:39,Present,8
43815,2021-11-24 00:29:31,Leave,5
38885,2019-04-12 17:27:17,Present,8
8327,2018-07-25 18:40:18,Present,8
1598,2022-08-11 04:09:40,Present,6
52309,2023-05-25 18:39:41,Present,7
33523,2021-12-23 17:43:00,Present,4
41227,2022-07-25 18:24:37,Present,5
13500,2019-06-10 01:26:14,Present,5
22078,2019-10-21 16:20:43,Present,9
38576,2024-02-18 21:33:35,Present,7
48416,2020-05-10 09:09:41,Present,6
37303,2022-10-19 19:35:28,Present,6
22699,2024-06-15 14:48:45,Present,7
22484,2022-09-08 04:55:47,Present,9
14453,2024-12-31 02:21:25,Present,4
59354,2020-10-05 14:30:11,Present,4
373,2020-08-15 05:46:36,Present,9
40667,2023-02-19 04:19:42,Present,7
6940,2021-12-17 15:51:10,Leave,5
42817,2021-11-12 01:31:42,Present,4
36426,2023-10-03 07:45:00,Present,7
44974,2019-11-20 21:22:38,Present,5
50053,2022-12-26 02:27:10,Present,7
41737,2023-07-11 18:25:04,Present,4
29875,2024-06-09 00:31:30,Present,4
10441,2023-12-02 15:14:29,Present,8
29043,2022-09-28 21:58:57,Present,4
10040,2021-03-29 05:58:00,Present,9
57865,2022-04-01 08:26:59,Present,5
27380,2023-11-17 23:42:51,Present,5
47096,2019-08-09 00:37:23,Present,5
37547,2022-02-10 17:29:47,Present,6
199,2023-09-25 09:01:02,Present,7
31283,2020-03-18 04:52:26,Present,6
23251,2018-01-29 14:01:58,Leave,5
14641,2018-06-26 05:26:35,Present,5
34753,2022-01-08 12:24:50,Present,9
58706,2022-03-05 03:17:44,Present,9
50292,2024-04-05 00:04:18,Present,6
7093,2024-06-24 00:03:40,Present,7
18552,2021-09-07 04:07:36,Present,9
35803,2021-11-28 20:43:11,Present,7
17703,2020-11-20 14:17:27,Present,8
40422,2023-04-17 17:26:33,Present,4
23148,2022-02-07 23:57:29,Absent,5
15156,2024-11-28 00:08:55,Present,5
38662,2024-08-19 11:08:06,Present,4
39721,2022-05-18 14:36:29,Leave,9
22320,2023-12-28 04:18:36,Present,5
14728,2021-02-07 03:28:27,Present,6
25622,2019-12-14 21:22:10,Leave,9
38569,2021-04-26 21:58:17,Present,6
16025,2018-06-27 05:25:11,Present,7
40098,2019-05-26 09:30:11,Present,7
50426,2020-12-17 06:42:47,Absent,5
52989,2020-02-05 17:03:07,Present,6
32217,2024-08-18 02:33:23,Present,9
5807,2018-12-28 03:59:03,Present,9
18296,2020-03-16 12:29:18,Present,9
2898,2024-01-12 03:38:37,Present,4
27740,2022-12-07 10:02:25,Leave,4
53357,2022-03-08 22:06:45,Leave,4
5630,2023-08-15 06:28:41,Present,7
21841,2021-10-26 18:14:38,Present,5
39494,2024-02-02 06:59:05,Present,8
17423,2021-05-16 14:44:56,Present,8
58914,2021-11-11 04:34:14,Present,8
44954,2021-06-18 15:41:47,Present,5
9232,2020-04-10 08:16:09,Leave,8
27975,2022-01-30 06:40:13,Present,9
55607,2020-01-22 04:55:40,Present,7
5292,2023-11-13 07:12:45,Present,8
31799,2021-06-03 09:55:53,Present,6
36246,2024-06-21 19:05:13,Present,5
37930,2021-01-23 20:32:57,Present,5
13151,2023-01-19 02:18:05,Present,6
24141,2024-09-05 03:29:39,Present,6
56840,2024-12-19 17:20:01,Absent,4
52619,2022-04-05 22:06:55,Present,4
49048,2023-08-17 08:56:02,Present,8
44219,2024-03-16 18:35:17,Leave,6
18360,2021-01-17 14:28:24,Present,9
49368,2024-07-02 07:20:59,Present,8
34018,2018-11-12 00:14:04,Present,8
1972,2022-12-26 15:19:37,Present,5
11542,2022-03-19 22:10:37,Present,9
50830,2019-11-27 16:15:07,Present,6
34677,2024-01-07 16:34:31,Present,7
10600,2023-03-29 01:54:42,Present,4
22577,2019-01-12 23:50:56,Present,7
33958,2024-10-09 18:33:12,Present,8
29701,2019-02-01 21:22:41,Leave,8
46099,2019-12-26 07:26:46,Leave,7
18419,2019-03-23 08:23:11,Absent,7
8584,2018-12-14 02:52:17,Leave,9
2371,2023-04-22 04:27:40,Present,9
16658,2021-09-13 08:41:28,Leave,9
44491,2024-11-05 14:33:25,Present,9
55762,2022-05-27 05:20:00,Leave,6
32052,2023-01-09 05:54:36,Absent,6
37543,2022-05-15 20:49:22,Present,8
8401,2024-02-01 06:28:23,Absent,8
53453,2019-09-15 02:19:12,Absent,7
54721,2019-05-31 00:58:32,Present,8
