employee_id,age,salary,job_satisfaction,attrition_risk
65604,48,142288,1,High
77163,30,101362,2,High
41845,25,211536,1,High
20581,26,231717,2,High
22567,55,121796,1,High
21369,45,135839,5,Low
26679,47,202028,4,Low
60855,24,49897,1,High
7892,30,79366,5,Low
30963,59,17470,4,Low
8999,27,239413,1,High
44761,30,178257,5,Low
643,22,187913,4,Low
727,53,227126,2,High
67040,54,117729,5,Low
71659,47,38882,4,Low
34267,35,195795,3,Low
45425,55,246572,2,High
27899,52,84612,4,Low
37656,53,21778,2,High
49047,36,173922,1,High
76699,43,232456,4,Low
77161,33,72218,3,Low
2638,58,34380,1,High
63498,58,78864,4,Low
5410,43,226287,2,High
20498,54,41921,3,Low
43317,48,122440,3,Low
6625,26,226860,4,Low
32971,58,207440,5,Low
4442,53,242744,1,High
28509,56,65181,5,Low
59134,42,184501,3,Low
18034,51,135677,4,Low
63977,23,226475,5,Low
39643,28,241965,2,High
51603,36,119036,1,High
14405,35,148254,4,Low
16764,36,76818,3,Low
15629,53,87655,2,High
55902,31,32806,5,Low
7814,59,159888,4,Low
73414,34,211829,4,Low
56222,41,210543,1,High
1560,56,225018,3,Low
15893,50,235538,3,Low
15051,28,33158,5,Low
20407,27,231184,5,Low
54990,44,108076,4,Low
37367,51,31612,2,High
35448,25,97815,1,High
77206,39,40394,3,Low
69495,26,170936,2,High
25497,40,48152,4,Low
56609,47,162301,3,Low
19135,50,133282,3,Low
50483,34,110884,1,High
67811,25,77691,3,Low
10484,27,120979,5,Low
76414,22,234820,2,High
48401,50,112472,5,Low
1561,51,181018,4,Low
4265,30,246080,4,Low
30275,53,124056,2,High
72659,34,137858,2,High
126,21,83841,1,High
63494,25,15962,4,Low
18225,54,163459,2,High
61848,27,206066,1,High
15989,27,210555,5,Low
2980,25,119300,2,High
31132,58,231166,3,Low
70748,24,157932,5,Low
56163,33,187765,3,Low
46721,33,180235,1,High
10849,32,211332,4,Low
41606,21,73866,4,Low
59490,39,24351,1,High
57189,39,136796,3,Low
30392,42,35421,1,High
17839,25,126289,2,High
57876,56,78306,5,Low
11483,31,229251,1,High
5269,25,140085,5,Low
71587,23,247077,1,High
36196,48,115076,2,High
71088,38,134574,5,Low
19235,47,172828,5,Low
41290,22,17143,2,High
23856,21,42199,2,High
61109,37,91810,4,Low
6191,27,237454,1,High
59382,32,225987,3,Low
24874,40,157534,4,Low
25368,35,32129,4,Low
37678,40,219888,2,High
16264,25,153242,3,Low
48768,30,168865,4,Low
75364,28,134697,1,High
50677,34,154621,5,Low
26210,22,87709,4,Low
1169,48,104585,2,High
72771,31,30843,5,Low
10376,54,191637,4,Low
40336,32,171022,2,High
57962,51,86569,5,Low
30387,22,192397,2,High
10217,39,88941,3,Low
48214,56,91248,2,High
20350,56,126785,5,Low
43134,32,237124,2,High
10239,36,78930,3,Low
38399,34,29177,1,High
39051,30,192779,5,Low
41858,57,159480,5,Low
26519,51,74102,2,High
9326,22,103118,2,High
16536,44,113780,5,Low
21519,33,115208,2,High
40737,52,117032,4,Low
3269,47,110240,2,High
55254,30,54074,2,High
69918,54,104037,3,Low
56258,22,119434,1,High
30899,37,48768,1,High
11794,56,107325,5,Low
6067,39,84804,4,Low
31309,38,164039,3,Low
10135,29,141965,1,High
10181,30,67103,4,Low
29699,55,132582,2,High
79671,48,197092,3,Low
20725,24,119777,1,High
56963,21,192093,4,Low
1384,27,100934,1,High
15151,37,221692,3,Low
53559,36,128942,1,High
28148,39,102684,3,Low
50358,31,129507,5,Low
37862,51,136287,1,High
2631,28,52609,4,Low
8908,26,111659,5,Low
7938,28,72476,5,Low
23063,42,150567,2,High
26633,43,142296,4,Low
68871,23,99687,3,Low
11473,23,162302,1,High
29452,31,91981,3,Low
36810,52,71683,3,Low
40345,48,109775,5,Low
56516,44,235462,3,Low
35561,59,86264,2,High
22017,41,189188,1,High
38099,34,183773,1,High
29910,36,202047,4,Low
3915,33,24532,1,High
55122,45,171685,3,Low
45802,51,83852,4,Low
30049,31,87042,3,Low
71054,26,68980,5,Low
68553,52,15152,1,High
13452,59,236505,2,High
32844,30,220009,3,Low
56642,31,97320,5,Low
44660,40,114524,2,High
44125,43,178593,2,High
37216,38,110307,1,High
58549,26,137258,3,Low
5925,35,236484,2,High
41317,36,210802,2,High
70846,43,59497,2,High
22576,36,84365,4,Low
9452,40,229240,1,High
8404,29,248237,1,High
59878,38,223623,2,High
48179,36,201019,3,Low
13237,21,48781,3,Low
20994,56,79447,5,Low
33222,55,154642,1,High
79118,50,32226,2,High
17432,32,238049,5,Low
72482,52,81314,2,High
66869,54,229636,5,Low
17901,38,80585,4,Low
54688,36,224654,4,Low
35623,21,165388,1,High
13542,39,162419,1,High
33456,34,177425,1,High
28431,48,236826,4,Low
26050,56,102741,5,Low
66032,44,172939,4,Low
56105,51,242984,4,Low
14286,52,167921,5,Low
16982,38,156299,3,Low
57448,34,20692,3,Low
63775,36,108505,2,High
43838,28,40426,2,High
55595,21,110670,4,Low
52355,41,24491,3,Low
20198,33,17485,2,High
5575,34,155600,4,Low
38786,25,229332,1,High
79766,52,70137,1,High
43086,55,88417,2,High
51006,23,123117,5,Low
48393,26,89323,3,Low
50120,42,187275,5,Low
22088,45,54903,2,High
37560,25,158353,2,High
18580,58,116412,3,Low
54349,27,33435,4,Low
12475,33,23892,1,High
178,27,121251,4,Low
30663,52,63273,1,High
57167,33,118501,5,Low
46532,51,105256,2,High
45721,42,23351,3,Low
53481,44,222659,3,Low
79244,56,219353,3,Low
28932,29,130435,5,Low
78154,38,206916,1,High
31292,43,116397,3,Low
67099,28,154384,3,Low
72219,56,197476,3,Low
73037,38,208968,4,Low
7466,21,166388,1,High
71975,25,165599,3,Low
3797,54,190098,3,Low
21169,27,154617,5,Low
26185,24,187820,1,High
16275,50,62033,4,Low
68060,27,42148,1,High
34633,26,249276,4,Low
25319,32,36916,2,High
18454,45,139490,2,High
19713,56,15264,4,Low
39465,25,151910,3,Low
60537,48,134879,3,Low
12565,49,141802,5,Low
14689,42,232738,2,High
11513,31,82911,4,Low
15067,47,148314,4,Low
26015,27,176141,3,Low
10997,26,158489,2,High
24402,29,79873,4,Low
50757,55,46438,1,High
55241,37,133558,3,Low
24875,49,246984,2,High
66517,58,144999,3,Low
74737,40,116659,5,Low
72169,32,197468,2,High
58884,45,157246,5,Low
30159,32,84050,3,Low
13544,21,28060,3,Low
25957,33,219203,3,Low
35127,21,124102,2,High
22373,34,249233,5,Low
2223,44,108079,1,High
44545,30,236665,2,High
12510,55,237110,4,Low
78769,38,243139,5,Low
35165,42,94520,4,Low
48252,34,122779,1,High
7230,58,62328,5,Low
34230,58,218401,5,Low
58748,36,194976,1,High
41107,55,247648,2,High
44486,23,168635,4,Low
4590,35,157440,5,Low
54261,33,20790,1,High
48774,29,156890,5,Low
46376,36,60309,5,Low
14514,49,227514,3,Low
38562,51,103587,4,Low
34621,32,237127,4,Low
24975,26,143700,3,Low
60259,45,99139,5,Low
73128,36,59334,3,Low
24818,25,134562,1,High
46166,22,246103,4,Low
14014,48,191841,5,Low
6195,36,231504,3,Low
77335,33,212398,1,High
35032,41,208782,4,Low
59954,22,93723,2,High
10111,27,110477,3,Low
41699,55,60978,1,High
5360,35,172122,3,Low
79271,23,204813,4,Low
23600,55,103755,2,High
58752,46,171935,5,Low
55592,29,183898,5,Low
15713,24,130289,3,Low
5779,51,41595,1,High
6866,38,43822,2,High
24120,41,179440,1,High
76405,23,236735,4,Low
79827,45,138327,2,High
4487,32,167828,4,Low
50040,30,56337,5,Low
26052,59,220527,1,High
56790,30,28798,5,Low
30859,50,191497,2,High
40611,34,107174,4,Low
5332,53,233056,5,Low
3641,44,34495,4,Low
29809,50,244871,2,High
64342,57,223058,5,Low
20903,27,174698,3,Low
14693,57,78789,3,Low
60704,38,147922,5,Low
75286,36,76456,5,Low
9036,44,44530,1,High
336,21,194976,3,Low
27445,21,238924,5,Low
48759,37,156896,1,High
39112,24,196406,4,Low
54228,51,187244,5,Low
4018,52,60253,5,Low
40767,30,199978,3,Low
62251,44,115276,4,Low
64353,57,178870,1,High
44573,35,208516,4,Low
31834,48,145897,5,Low
58664,51,128698,1,High
67173,47,132260,1,High
6979,55,60809,5,Low
35227,55,145503,3,Low
36994,25,217575,1,High
12683,59,123926,4,Low
44825,48,248654,4,Low
55409,39,221993,5,Low
79613,24,229758,2,High
41381,58,52214,1,High
11767,30,208558,1,High
16510,30,144158,4,Low
70352,46,158783,4,Low
30355,50,244113,2,High
73113,51,232110,4,Low
38116,47,154875,1,High
6225,31,76413,3,Low
23275,45,204571,2,High
58122,49,59392,5,Low
23284,27,198412,2,High
47658,54,65474,5,Low
23360,49,69439,4,Low
32651,36,46934,1,High
2717,30,194804,5,Low
5639,31,62126,4,Low
58055,26,114957,5,Low
67627,57,111754,2,High
12792,56,97318,5,Low
77750,35,230074,2,High
869,52,172685,3,Low
48637,51,169156,3,Low
28799,52,209887,3,Low
12465,27,17080,4,Low
55943,43,100845,2,High
39957,55,116208,2,High
1436,49,248040,1,High
31783,31,88138,4,Low
6087,36,221716,4,Low
70547,27,225996,3,Low
40333,53,83673,2,High
40329,56,237143,2,High
56775,27,161107,4,Low
30151,25,191105,2,High
31263,38,61266,5,Low
76500,52,135576,1,High
47491,35,21608,3,Low
19775,46,235760,4,Low
71952,52,57825,3,Low
41028,48,193296,3,Low
54461,57,73135,1,High
49885,53,187429,2,High
22079,30,172564,1,High
33373,34,18460,2,High
79288,44,249336,2,High
43593,37,137019,5,Low
55274,35,205780,4,Low
76376,35,77613,5,Low
60386,35,101319,4,Low
40451,22,84489,3,Low
73553,51,234421,3,Low
21304,22,201935,4,Low
74621,39,158631,2,High
50874,54,153302,2,High
76933,36,71937,3,Low
54739,28,26606,5,Low
31629,46,212483,2,High
64965,44,48199,5,Low
14485,22,51256,4,Low
48005,50,69697,5,Low
15482,22,159424,1,High
64672,32,181102,3,Low
76683,21,243983,1,High
5086,51,244073,4,Low
8317,22,161566,5,Low
28384,42,248629,5,Low
74805,59,182005,1,High
31498,35,57341,1,High
1171,47,50935,1,High
28573,35,190204,4,Low
11607,22,135294,1,High
27814,21,233659,1,High
73889,34,224468,2,High
73463,58,129240,2,High
60051,59,177226,5,Low
61590,46,244722,1,High
49449,31,148596,5,Low
41741,43,183240,1,High
23512,46,183236,2,High
44998,27,20004,3,Low
18953,50,206485,1,High
30455,59,83063,3,Low
27729,52,112638,5,Low
48475,47,126868,1,High
61616,28,161458,3,Low
18069,47,245870,2,High
32737,53,79487,4,Low
47980,55,133585,5,Low
6583,54,49309,5,Low
9031,50,75693,2,High
41803,40,167764,4,Low
35021,54,94537,5,Low
42953,35,47694,4,Low
32675,21,177908,4,Low
62354,42,68151,2,High
17927,39,221111,5,Low
53449,47,68296,5,Low
66954,46,196979,5,Low
1713,27,127135,1,High
6854,58,114477,5,Low
2251,23,110864,4,Low
48419,42,213364,1,High
53898,40,27579,2,High
16461,34,172239,1,High
13971,38,51520,4,Low
22413,30,224116,4,Low
79713,51,202090,5,Low
44940,59,81764,4,Low
26695,48,70208,5,Low
63583,58,196621,3,Low
65645,37,23821,5,Low
28471,26,243317,2,High
32129,37,126432,5,Low
70929,44,123478,3,Low
78781,31,192343,1,High
61562,44,152986,5,Low
46120,30,143018,2,High
34228,26,38711,2,High
4563,58,208438,2,High
23409,34,231896,1,High
72807,43,22985,5,Low
53630,42,107360,2,High
17347,28,45420,5,Low
12407,54,206431,1,High
52732,21,247751,4,Low
74811,45,241932,4,Low
27780,23,204817,4,Low
27472,40,25234,4,Low
39814,27,185109,2,High
23824,29,118506,5,Low
71319,31,41570,4,Low
48448,50,202152,1,High
79989,56,84948,4,Low
73807,24,205866,2,High
8466,52,110010,3,Low
29006,39,93957,4,Low
14517,36,133530,4,Low
24582,45,163560,5,Low
26961,41,167396,1,High
10866,45,121908,2,High
50712,37,83234,1,High
20308,43,228773,5,Low
8107,42,90950,3,Low
107,52,185587,1,High
35254,29,195870,3,Low
53716,52,57045,2,High
39203,26,71119,1,High
11483,24,161133,5,Low
16845,26,89851,1,High
41219,45,150355,1,High
30700,59,108161,1,High
15436,50,239468,5,Low
70803,27,206997,4,Low
67698,21,107007,4,Low
46097,24,68601,5,Low
59261,46,235795,3,Low
2498,59,89731,1,High
31057,54,99783,4,Low
54145,25,221456,4,Low
9727,53,196157,5,Low
47711,31,16060,5,Low
70516,27,84230,1,High
21028,30,99407,1,High
44282,49,85884,5,Low
36922,40,127694,4,Low
60281,55,36595,5,Low
40019,51,22342,5,Low
9164,22,49421,2,High
41738,39,199098,1,High
57480,51,121599,2,High
28309,35,190356,1,High
3840,43,224959,1,High
30818,51,229432,1,High
37655,52,205637,2,High
54357,31,49286,2,High
70688,25,124961,4,Low
74165,33,118911,3,Low
62037,56,228416,3,Low
34178,27,41752,2,High
35831,58,232631,1,High
34379,27,32500,2,High
62965,52,169261,3,Low
79030,42,63069,4,Low
78782,32,43761,3,Low
4441,37,67770,3,Low
47408,41,127163,3,Low
53917,34,35448,3,Low
14847,39,165204,4,Low
40688,59,17657,3,Low
9618,21,185947,2,High
68163,21,107582,5,Low
71714,53,37125,5,Low
49814,21,16219,1,High
78830,49,211051,5,Low
33346,24,91983,5,Low
26591,31,43155,4,Low
73735,55,119399,5,Low
10670,27,158340,4,Low
49346,48,183814,1,High
7706,54,169543,3,Low
29715,21,25749,3,Low
41616,51,133821,1,High
62699,46,21253,4,Low
78115,33,224852,4,Low
79061,25,146337,3,Low
56580,40,20591,4,Low
51057,37,118899,3,Low
40959,37,35289,3,Low
75487,44,98121,3,Low
32445,48,192848,2,High
77498,26,57404,5,Low
52370,23,179217,2,High
8075,36,74256,5,Low
29829,53,221652,1,High
7134,41,56208,5,Low
2327,46,229957,2,High
53587,21,125540,4,Low
34827,25,228490,5,Low
66442,24,235853,2,High
64875,53,89465,4,Low
65332,52,32750,3,Low
5095,27,111488,5,Low
74021,42,144689,1,High
2788,22,41288,5,Low
32570,41,96772,4,Low
31060,57,161387,5,Low
49029,25,122067,3,Low
76484,25,222249,3,Low
78259,40,66986,4,Low
44376,43,125631,2,High
72165,55,105249,3,Low
54135,40,159992,4,Low
68245,26,221378,2,High
42651,45,149731,2,High
57773,33,164111,2,High
13262,54,223095,3,Low
36167,59,197677,4,Low
25433,43,91496,2,High
44090,50,80259,1,High
3820,29,45463,2,High
34576,32,152894,4,Low
43748,56,23431,3,Low
15355,41,194292,4,Low
75207,40,234846,1,High
66864,22,201927,4,Low
66571,32,105573,5,Low
37450,31,138522,3,Low
38466,50,148000,4,Low
42294,47,208387,5,Low
28265,57,157671,1,High
59767,42,249096,4,Low
49969,55,60364,4,Low
39867,42,204726,1,High
37375,40,99542,2,High
22655,55,233718,1,High
12350,42,247615,5,Low
44323,46,163150,1,High
37427,54,200207,2,High
4775,22,89356,1,High
24562,22,86142,4,Low
47593,41,168368,1,High
24221,42,234110,1,High
18656,55,108156,5,Low
76131,26,135594,5,Low
43941,51,106503,4,Low
46496,31,56781,2,High
64311,33,69987,2,High
64849,44,84248,1,High
55087,50,91802,5,Low
55012,21,16663,1,High
77554,57,79261,4,Low
39462,34,37545,3,Low
25778,59,249002,1,High
5587,40,113805,1,High
16607,51,51402,4,Low
67212,41,181903,4,Low
2345,52,244397,4,Low
64438,49,130306,3,Low
27512,53,212742,4,Low
3595,54,133712,4,Low
42684,39,157156,5,Low
25001,34,15985,3,Low
74338,54,71401,4,Low
23603,25,26803,4,Low
79776,35,37804,2,High
50813,38,236507,1,High
11079,44,54875,2,High
15153,27,158504,2,High
51002,54,104390,4,Low
78593,32,133047,1,High
47636,55,29334,2,High
14306,59,242540,5,Low
74396,54,202389,1,High
34549,25,60027,1,High
11141,37,18575,4,Low
18918,41,33141,1,High
63186,55,25099,1,High
21664,25,111143,1,High
54962,26,141240,5,Low
66139,55,212563,4,Low
61321,21,108753,4,Low
29728,35,26053,3,Low
37249,45,224094,1,High
12923,47,185782,5,Low
56891,35,160386,2,High
45008,56,51010,5,Low
79428,29,15510,5,Low
78176,52,121488,5,Low
61791,25,226111,3,Low
32291,28,106896,2,High
9652,44,236702,2,High
17464,53,210373,3,Low
22014,37,211874,3,Low
62357,36,143152,3,Low
746,37,69293,5,Low
70124,45,218373,2,High
44883,34,244982,3,Low
67878,58,45681,2,High
55767,51,176767,1,High
78963,38,203248,5,Low
32278,48,244061,1,High
44326,44,165002,3,Low
59285,33,157441,2,High
15487,26,83999,2,High
26506,35,178162,3,Low
44457,50,15403,4,Low
6747,43,106895,2,High
52191,41,50982,5,Low
33301,42,169147,4,Low
32822,30,69615,3,Low
36882,39,128551,1,High
31692,52,174600,4,Low
78227,27,192077,1,High
32110,58,182109,4,Low
9232,23,52144,1,High
67994,27,144356,4,Low
30144,27,176678,4,Low
78971,45,139555,2,High
7695,45,78240,3,Low
65265,23,114103,1,High
53149,34,224685,3,Low
57712,59,100711,2,High
28622,34,29973,1,High
46153,27,54431,3,Low
54906,40,154180,1,High
73543,21,174461,5,Low
75905,35,79747,2,High
19954,35,174607,5,Low
22150,50,31447,2,High
71004,47,213558,2,High
20585,39,77272,3,Low
46121,40,71254,1,High
1626,22,202115,5,Low
3701,22,32054,5,Low
59881,29,18218,3,Low
48199,46,138025,2,High
5494,44,242848,2,High
5065,40,148317,4,Low
47067,39,231173,4,Low
68970,36,97474,4,Low
27514,42,53807,1,High
59026,24,171293,5,Low
51795,54,164879,5,Low
57217,39,161760,3,Low
26105,33,143985,4,Low
15002,24,55655,1,High
54562,29,78657,2,High
66590,37,53912,2,High
76983,58,73788,5,Low
34025,46,58869,1,High
36029,40,217497,2,High
9886,56,117082,5,Low
66212,54,243021,5,Low
15734,34,95542,2,High
47769,37,170061,3,Low
28825,30,26268,1,High
28609,42,196346,2,High
79716,34,130593,2,High
39970,48,44076,2,High
16280,21,150359,2,High
9076,26,172677,4,Low
46868,45,216313,5,Low
42965,43,104148,5,Low
26405,25,66638,2,High
63094,30,183780,3,Low
3731,43,46827,4,Low
3276,52,107398,1,High
23535,29,198026,4,Low
57175,32,176124,4,Low
23186,34,46974,4,Low
43209,33,62930,2,High
11145,57,74881,1,High
63461,50,93919,3,Low
8210,43,145294,3,Low
51092,24,218365,2,High
51661,54,95925,5,Low
6350,23,52879,3,Low
59534,50,154651,4,Low
32489,41,181207,1,High
3033,31,173697,5,Low
72984,55,120974,3,Low
33892,57,220424,5,Low
58948,47,55906,2,High
26866,41,212682,4,Low
64961,23,53606,5,Low
76810,27,107863,1,High
78908,55,43766,5,Low
24803,37,33594,5,Low
78672,51,95690,2,High
46961,40,20028,4,Low
59466,33,125706,3,Low
17189,25,51063,1,High
10993,23,206403,3,Low
64848,48,181796,5,Low
57944,43,101286,5,Low
14409,35,59884,3,Low
79154,54,236554,2,High
67537,34,24777,4,Low
77321,47,173353,1,High
34212,36,111258,1,High
1133,53,221255,2,High
66807,24,231776,1,High
73230,27,16918,2,High
36020,32,221819,4,Low
76922,48,165090,2,High
68636,22,111113,5,Low
14569,57,209755,3,Low
33126,40,223795,5,Low
52496,23,193448,1,High
77024,33,100016,5,Low
9140,52,112400,3,Low
55703,33,23967,1,High
74546,52,26911,3,Low
41495,43,108441,1,High
37662,30,197497,2,High
49032,54,89091,4,Low
5585,23,118261,2,High
53170,51,184181,5,Low
60457,29,33206,3,Low
462,52,91280,5,Low
23754,45,209649,1,High
10563,54,125096,2,High
14961,51,241740,5,Low
28328,58,69495,4,Low
52689,54,38042,1,High
59989,26,163193,5,Low
9431,32,215250,1,High
9277,38,246022,2,High
60570,59,235378,1,High
921,35,67823,3,Low
5366,52,31285,1,High
50263,25,107930,5,Low
18939,48,22234,4,Low
33464,25,39940,2,High
60236,34,32718,3,Low
54013,50,242677,5,Low
12864,40,62430,3,Low
73477,55,238804,4,Low
33217,23,213262,5,Low
39774,24,94127,4,Low
38119,27,220078,5,Low
12879,58,137258,4,Low
66661,23,87721,1,High
9751,25,62107,4,Low
42886,42,172945,2,High
70564,45,240919,3,Low
35488,26,31722,2,High
65527,39,61039,1,High
21588,44,94718,5,Low
16687,41,144944,4,Low
55451,58,27466,5,Low
60473,36,30953,3,Low
61749,33,235474,5,Low
6738,55,46164,5,Low
78565,48,219814,4,Low
23755,45,16347,4,Low
2427,34,201847,5,Low
38234,58,213743,4,Low
63421,31,202887,3,Low
17484,50,25195,4,Low
11091,58,161624,2,High
44545,24,131901,2,High
20560,53,211774,5,Low
19946,37,103066,1,High
31400,52,127844,5,Low
47395,38,56928,2,High
70206,34,76165,2,High
139,26,249188,1,High
74339,45,51445,5,Low
72581,22,139029,2,High
61418,55,169062,4,Low
3124,54,98147,5,Low
75344,24,217852,1,High
75126,50,166750,2,High
23524,51,62779,4,Low
17321,27,181917,5,Low
51455,57,76774,5,Low
1602,33,20748,3,Low
33154,35,209180,3,Low
58333,53,89149,4,Low
21096,53,227645,1,High
70152,47,89074,4,Low
55653,47,42890,2,High
67302,55,215627,5,Low
49987,30,41250,4,Low
40281,50,125648,3,Low
62808,47,90384,5,Low
75989,23,40387,4,Low
67139,36,90831,2,High
20903,59,55313,3,Low
29209,30,132273,5,Low
54342,41,202240,3,Low
68582,49,154063,2,High
50311,44,236362,5,Low
25089,42,191454,1,High
79436,22,31093,4,Low
69236,25,52800,1,High
49435,26,142689,5,Low
16196,38,173051,1,High
47669,47,219316,1,High
12728,50,29231,2,High
35239,32,24728,3,Low
10872,59,149829,3,Low
22195,30,195538,3,Low
61968,52,82354,5,Low
21201,53,216971,2,High
78877,42,212928,3,Low
54569,38,122357,4,Low
20592,50,160928,4,Low
47771,48,134254,5,Low
8907,40,161698,4,Low
26472,58,195261,1,High
3162,34,60459,3,Low
66617,50,239835,5,Low
57125,36,46124,1,High
52573,35,88623,3,Low
32267,45,181926,5,Low
9906,39,70049,4,Low
37056,48,130354,5,Low
29532,45,156203,5,Low
43468,32,206661,3,Low
14278,47,33322,4,Low
35119,38,213717,2,High
17761,32,233689,2,High
10489,27,180651,5,Low
1314,23,119586,3,Low
52806,51,31046,2,High
60943,51,125814,3,Low
37054,36,126777,1,High
65619,38,109775,2,High
42175,50,180101,2,High
72609,34,249274,1,High
27780,23,115788,1,High
31041,52,45104,3,Low
44017,42,109933,2,High
44932,59,33233,4,Low
40424,40,235449,2,High
17305,31,237670,2,High
70753,55,229535,2,High
58650,46,106116,1,High
290,48,159104,5,Low
31040,25,237645,4,Low
58726,24,29838,1,High
25351,58,65787,1,High
59762,27,94024,2,High
5520,30,52368,3,Low
54386,38,210386,3,Low
37470,25,91107,5,Low
34625,25,15581,4,Low
21001,21,207835,2,High
62447,46,23725,4,Low
59119,41,178149,5,Low
60814,57,158102,2,High
39299,53,133946,2,High
75331,48,208409,5,Low
25965,23,211557,1,High
65170,33,177663,2,High
60487,48,111589,5,Low
12877,42,86475,3,Low
59739,59,145081,4,Low
65068,38,88808,2,High
