employee_id,gender,department,leadership_role
72001,Male,Sales,0
79336,Female,HR,0
68962,Male,Sales,0
53739,Male,Finance,1
52122,Other,HR,1
46750,Female,Finance,1
46915,Male,Sales,1
24495,Male,Sales,0
50970,Female,Finance,1
23615,Other,Finance,1
63125,Other,HR,0
78730,Male,Tech,1
13163,Other,Finance,1
33761,Other,HR,0
75330,Female,Finance,1
31312,Female,Finance,1
26243,Other,Finance,0
24373,Other,Sales,0
8270,Female,Finance,0
32845,Other,Sales,0
4321,Female,HR,1
17567,Female,Finance,0
73310,Male,Tech,1
51429,Female,HR,1
3234,Other,HR,0
27137,Male,HR,1
58172,Male,Finance,1
9430,Other,Sales,1
31491,Female,Tech,0
75841,Other,Tech,1
41199,Male,HR,1
64909,Other,Sales,0
11713,Other,Finance,0
55825,Female,Tech,0
67695,Male,Sales,0
58128,Male,Finance,0
69771,Female,Tech,1
1552,Female,Tech,0
53574,Other,Tech,0
17856,Other,Sales,0
74346,Male,Finance,1
40548,Other,Sales,1
1929,Female,Finance,1
17021,Male,Tech,0
11961,Other,Sales,0
62103,Other,Finance,1
49391,Female,Sales,1
28077,Female,Sales,0
73448,Female,HR,1
75210,Male,Sales,0
17287,Male,Finance,0
34391,Female,Finance,0
9163,Female,Sales,1
19384,Other,Tech,1
16749,Male,HR,1
21975,Male,Finance,1
49268,Male,Finance,1
26131,Male,Tech,0
71951,Male,Tech,1
75799,Male,HR,1
11043,Female,HR,1
24501,Other,Finance,0
665,Male,Sales,1
798,Female,Sales,0
24191,Other,Finance,1
4383,Other,Finance,1
37023,Other,Finance,1
15278,Female,Sales,0
24563,Male,Tech,1
13072,Female,HR,0
14836,Male,Tech,0
33814,Female,HR,0
35046,Male,Tech,0
63138,Female,HR,0
5186,Female,HR,0
47680,Female,Sales,0
74868,Female,Sales,0
13774,Male,HR,0
3077,Male,Finance,0
60855,Female,Tech,1
43043,Other,Sales,0
69403,Male,Finance,0
20726,Other,Sales,0
72627,Other,Finance,0
61994,Male,HR,0
24258,Male,Tech,0
32907,Female,Sales,1
21551,Male,HR,0
5012,Male,HR,0
68027,Female,Tech,0
1766,Other,Finance,0
34244,Female,Finance,0
19124,Other,HR,0
32454,Female,Tech,0
44367,Male,HR,0
7039,Female,Finance,1
29744,Other,Finance,0
61274,Other,Tech,1
55655,Female,Tech,0
23988,Male,HR,1
40451,Male,HR,0
3332,Female,HR,1
26816,Other,Tech,0
68524,Other,Tech,0
70358,Male,Finance,0
45705,Female,Tech,0
14213,Male,Finance,0
48744,Other,Tech,1
27165,Female,HR,0
53031,Male,Sales,1
52578,Female,HR,0
56291,Other,Finance,0
32109,Other,Sales,0
9069,Male,HR,1
59799,Male,Sales,1
28167,Male,HR,0
2026,Other,HR,0
35469,Male,HR,0
20204,Male,Finance,1
7401,Other,Tech,1
63337,Female,Sales,1
5651,Other,HR,1
1438,Male,Tech,1
41708,Male,Tech,1
44547,Male,Sales,1
49936,Male,HR,0
7534,Male,Tech,0
67701,Male,Tech,1
55387,Female,Finance,1
37977,Other,Tech,0
58365,Male,Tech,1
51765,Other,HR,1
4188,Other,Tech,1
52281,Other,HR,0
47244,Other,Finance,1
6195,Female,Finance,1
77279,Male,Sales,1
5602,Male,Tech,1
38016,Other,Finance,1
52630,Female,Sales,0
52338,Female,Tech,0
21947,Male,Sales,1
71608,Female,Tech,1
30593,Female,HR,1
79629,Female,Tech,0
47396,Other,Finance,1
79612,Other,Sales,1
5242,Female,Finance,0
46322,Female,HR,1
15903,Male,HR,0
28910,Other,HR,0
74198,Male,HR,1
31800,Male,Tech,1
21038,Female,HR,1
27388,Female,Tech,0
75080,Other,HR,1
11536,Female,Sales,1
1139,Other,Tech,0
34762,Female,Tech,0
49366,Female,Finance,0
57620,Male,HR,1
56422,Other,Tech,0
35192,Other,Tech,0
59393,Female,Tech,0
75432,Female,HR,0
47162,Male,Finance,1
9284,Male,Finance,1
66111,Female,HR,1
51658,Other,Tech,0
28117,Other,Tech,0
59658,Male,Tech,1
48046,Female,HR,0
66814,Male,HR,0
77149,Female,Tech,1
70962,Female,Finance,0
77720,Other,Sales,1
46059,Female,Finance,0
34674,Other,HR,0
2628,Other,HR,0
22300,Male,Sales,0
55777,Female,Sales,0
29141,Female,Tech,1
32894,Other,Sales,0
9492,Other,Tech,1
64957,Other,Sales,1
20208,Male,HR,1
45799,Male,Finance,0
65962,Female,HR,0
32463,Female,HR,1
78110,Male,Tech,0
30136,Male,Finance,1
21995,Other,HR,0
3821,Female,Finance,0
67704,Female,Tech,1
18091,Female,Tech,0
47102,Female,Tech,0
23240,Other,Tech,1
72581,Female,Finance,1
4212,Female,Finance,0
69823,Male,Sales,1
72710,Other,Finance,1
3153,Female,Finance,1
15824,Male,Tech,1
36310,Male,Finance,0
65508,Male,HR,0
55374,Male,Tech,0
59643,Other,Sales,0
48197,Male,Tech,1
38648,Male,HR,1
26391,Other,HR,1
73733,Other,Tech,1
35240,Other,Tech,1
29012,Other,Finance,0
46875,Other,Tech,1
13440,Male,Finance,0
2809,Female,Sales,0
7703,Male,Sales,0
9011,Female,Tech,0
44890,Female,HR,0
14582,Other,HR,1
69537,Male,Sales,1
37532,Female,Sales,1
72374,Other,HR,0
56504,Female,Tech,1
77343,Male,Sales,0
37053,Other,HR,1
33273,Female,HR,1
22072,Male,Sales,0
19341,Male,HR,1
58257,Female,Tech,0
17530,Other,HR,1
70059,Female,Finance,1
34442,Male,HR,0
63016,Male,HR,1
4896,Male,Tech,0
37617,Female,Tech,1
76236,Other,Sales,0
59116,Male,Tech,0
43227,Male,Sales,1
5881,Other,Finance,0
61033,Male,Tech,1
38010,Male,Tech,0
42533,Other,Finance,1
23154,Other,Sales,0
32713,Male,Sales,0
32238,Female,HR,1
56385,Other,HR,0
3631,Other,Tech,1
5256,Female,Sales,1
23293,Female,Sales,0
6209,Other,Sales,1
65208,Other,Finance,0
52616,Female,HR,1
69380,Other,Tech,0
44462,Other,HR,1
6222,Other,HR,1
69661,Male,HR,0
54493,Female,Tech,0
70306,Other,Tech,0
57616,Male,Tech,0
1476,Other,Finance,0
36430,Female,Finance,1
73007,Male,HR,1
76379,Male,Finance,1
21048,Other,Finance,0
3057,Male,Sales,1
40242,Female,Finance,1
23468,Female,Sales,0
37605,Female,Finance,0
57977,Other,Sales,1
56077,Male,HR,0
55700,Female,Finance,0
4655,Female,Sales,0
49548,Other,Tech,1
44837,Other,Finance,1
1851,Other,Sales,1
40036,Other,Tech,0
53256,Male,Finance,0
76342,Male,HR,0
76055,Female,HR,0
21767,Other,HR,0
64610,Other,Finance,0
28801,Female,Finance,1
27632,Female,Sales,0
72206,Female,HR,1
71317,Other,Sales,1
78662,Other,Sales,0
44788,Male,HR,1
18860,Other,Sales,1
16050,Other,Tech,1
24823,Female,Sales,0
52232,Male,Sales,0
44009,Female,Finance,0
26837,Male,Tech,1
36533,Male,HR,1
159,Female,Tech,1
77155,Male,HR,0
71575,Male,HR,0
78805,Other,Tech,1
7684,Other,Sales,0
40438,Other,HR,1
60292,Other,Finance,1
66099,Male,Finance,0
23802,Other,Tech,1
4854,Other,Sales,1
52953,Male,HR,1
13339,Other,Tech,0
44326,Other,Sales,1
72227,Male,Finance,1
36863,Other,Sales,0
39009,Male,HR,0
5522,Female,Tech,1
36316,Female,Sales,1
15509,Other,Sales,0
56018,Other,Sales,1
30344,Other,Sales,0
2598,Male,Tech,1
57016,Other,Finance,1
57759,Female,Finance,1
35089,Female,Tech,1
9243,Female,Sales,0
9355,Female,Finance,0
75062,Other,Finance,1
24103,Female,Finance,1
64409,Female,HR,1
73519,Other,Sales,0
57077,Female,Finance,1
70690,Other,Finance,0
76880,Other,HR,0
23484,Male,Tech,0
64534,Female,Tech,0
49389,Female,Sales,1
77370,Male,Tech,0
59438,Male,HR,1
24434,Male,Sales,1
50149,Female,Finance,1
67374,Female,Tech,1
21574,Male,Finance,1
50254,Female,Finance,1
52835,Female,Sales,1
68039,Male,HR,0
51898,Female,HR,1
49797,Other,Sales,1
29485,Other,HR,0
35725,Female,HR,1
12377,Female,Sales,0
76408,Male,Sales,1
46502,Female,Sales,0
2084,Male,Finance,0
30989,Female,Finance,1
77631,Male,Sales,1
44642,Other,HR,1
18062,Other,Tech,1
1121,Other,Finance,0
67444,Female,Finance,0
25484,Female,Sales,1
28593,Female,HR,0
46770,Female,Tech,0
45601,Male,Sales,1
35927,Other,HR,0
8336,Female,HR,0
33977,Male,Sales,0
45661,Other,HR,0
9306,Other,Sales,0
70503,Male,Finance,1
23767,Male,HR,1
65914,Other,HR,1
78291,Other,Finance,1
866,Other,Tech,0
19690,Other,Tech,0
76386,Other,Tech,1
25295,Other,Tech,1
16997,Male,HR,1
33290,Other,Tech,1
33772,Other,Sales,0
24261,Male,HR,1
4701,Other,HR,0
47850,Female,Finance,1
45701,Other,HR,1
41029,Female,Tech,0
62424,Female,HR,1
35250,Female,Finance,1
22046,Male,Sales,0
7736,Female,HR,1
66,Other,Finance,0
31337,Other,Tech,0
44646,Other,Finance,1
11152,Male,HR,1
52677,Female,HR,0
39638,Other,Tech,1
15037,Other,HR,0
59391,Female,Sales,1
79496,Female,Finance,1
60024,Male,Tech,0
6361,Female,Sales,1
23120,Male,Tech,1
8184,Male,Tech,1
51922,Other,Sales,0
64616,Male,Tech,0
38938,Female,HR,1
71004,Male,Tech,0
40130,Other,Tech,1
43900,Male,Tech,0
65123,Male,Tech,0
72185,Other,HR,1
29696,Other,HR,0
10947,Male,Finance,1
56936,Other,HR,1
52385,Female,HR,1
31682,Other,HR,1
14191,Female,HR,1
45616,Male,HR,0
26463,Other,Tech,0
11579,Female,HR,1
50717,Male,HR,0
4447,Female,Sales,0
77983,Female,Finance,1
4537,Female,Finance,0
37113,Other,Sales,0
32420,Male,Finance,1
58045,Other,Finance,0
34546,Other,Tech,1
62599,Other,Finance,1
60814,Other,Tech,1
53932,Other,HR,1
17516,Male,HR,1
66165,Female,Finance,0
9170,Other,HR,0
50550,Female,HR,0
2818,Male,Sales,1
9559,Female,HR,0
74157,Female,Finance,1
47970,Other,HR,0
3762,Female,Finance,1
1926,Female,Tech,0
38490,Male,Finance,0
66996,Female,Tech,0
61241,Male,Tech,0
12672,Other,Sales,1
48877,Other,Sales,0
52990,Female,HR,0
45897,Female,Sales,1
2815,Male,Tech,0
18353,Other,Tech,0
59628,Male,Finance,1
61767,Other,HR,1
48597,Other,Tech,1
77295,Other,Finance,0
35502,Female,Tech,1
58832,Female,HR,0
68635,Female,HR,0
25343,Male,Finance,0
71501,Female,Finance,0
74617,Other,Tech,0
68689,Other,HR,1
37259,Other,HR,0
29530,Male,Sales,1
45719,Female,Finance,0
39989,Female,Sales,1
34273,Female,Finance,1
24629,Other,Tech,1
38637,Female,Finance,1
72579,Male,HR,1
66011,Female,Sales,0
60284,Female,Sales,1
57663,Male,HR,0
79085,Other,Finance,0
33871,Female,Tech,0
28844,Female,HR,1
27269,Other,Finance,1
66841,Other,Sales,1
16956,Male,Finance,1
12235,Female,Tech,0
44751,Male,Sales,1
77947,Female,Tech,0
9473,Male,Finance,0
71802,Other,Finance,1
14159,Male,Finance,0
45541,Other,HR,0
32321,Male,HR,0
38370,Female,Finance,0
7962,Female,Sales,1
16940,Male,Tech,0
68574,Other,HR,0
51302,Other,HR,0
20488,Male,Finance,0
25715,Other,HR,0
32235,Male,Finance,1
13006,Other,HR,0
63360,Female,Sales,0
7879,Other,HR,1
48016,Female,Finance,1
35437,Male,Sales,0
38867,Female,HR,1
60677,Female,Tech,0
63229,Male,Tech,0
45974,Other,Tech,0
47258,Male,Finance,1
32200,Other,Finance,1
33401,Female,Sales,0
74428,Male,HR,1
46751,Female,Sales,0
6731,Other,HR,0
20534,Other,Sales,0
21318,Other,HR,0
10453,Male,Sales,1
36798,Male,HR,0
42264,Male,Finance,0
30806,Other,Sales,0
44212,Male,Finance,0
12761,Female,Sales,1
23430,Other,HR,0
13174,Male,HR,0
78317,Other,Sales,1
6526,Female,Sales,0
66033,Male,HR,0
31006,Other,Tech,0
19217,Female,Tech,1
37241,Male,Tech,1
75377,Female,Tech,0
46435,Other,Sales,1
72723,Other,Tech,1
37063,Male,HR,0
17404,Female,Finance,0
53906,Other,HR,0
30084,Female,HR,0
49982,Other,Sales,1
16903,Female,HR,0
77,Female,HR,1
13116,Other,Tech,0
13718,Other,Finance,1
1421,Female,HR,0
13331,Other,Sales,1
63929,Male,HR,1
77176,Other,Tech,1
61257,Other,Finance,1
8735,Male,HR,1
73622,Male,Sales,0
50123,Male,Sales,1
45023,Male,HR,1
26681,Male,Finance,0
60250,Other,Tech,1
79184,Male,HR,0
42316,Male,Tech,0
11404,Female,Sales,1
42746,Female,Finance,0
61673,Female,Finance,0
21226,Female,Tech,1
76831,Female,Finance,0
28090,Male,Finance,0
73850,Other,Finance,0
55257,Female,HR,0
41999,Female,Sales,1
913,Female,Finance,1
79146,Male,Finance,0
3701,Female,HR,1
436,Female,HR,0
62554,Female,Finance,1
61693,Female,Finance,1
57955,Male,Tech,1
63690,Other,Sales,0
24797,Male,Finance,1
38340,Female,Sales,1
39099,Female,Sales,0
39872,Female,HR,0
29929,Other,HR,0
15871,Male,Tech,0
44828,Other,Tech,0
64430,Female,HR,1
8885,Female,HR,0
68608,Male,Tech,1
62709,Male,Tech,0
11885,Female,Tech,0
27206,Male,Finance,1
23082,Other,Finance,0
14469,Male,Sales,0
6655,Male,Sales,1
66852,Male,Sales,0
60528,Female,Sales,0
22348,Female,Finance,1
22145,Male,Sales,1
22022,Female,HR,0
65728,Other,Tech,0
32425,Male,Tech,0
61556,Male,Sales,1
39904,Female,Sales,0
18023,Male,Tech,1
52228,Male,HR,1
40404,Male,HR,0
72404,Male,Finance,0
41293,Male,Sales,0
35769,Male,HR,0
63901,Female,Finance,1
40361,Male,HR,1
23225,Other,Finance,0
61642,Female,Tech,0
70667,Male,Sales,0
69744,Female,Tech,1
77785,Female,Tech,1
24657,Female,HR,1
18224,Other,Tech,0
33552,Female,HR,1
28321,Male,HR,0
45925,Other,Sales,0
66236,Female,Tech,0
67225,Male,Sales,0
56805,Male,Tech,1
63545,Male,Sales,0
58895,Male,Finance,0
20456,Other,Finance,1
41939,Male,Finance,1
21446,Female,Finance,1
25835,Other,Sales,1
65404,Other,HR,0
43225,Male,Finance,1
78935,Male,Sales,0
26912,Female,Tech,0
70884,Other,Tech,1
45826,Male,Finance,1
53078,Other,Finance,0
56327,Female,Finance,1
34495,Male,Sales,0
43308,Other,Finance,1
7906,Male,Sales,0
22850,Female,HR,0
51532,Other,HR,0
65756,Female,Finance,0
66086,Other,HR,0
34574,Male,Finance,1
11968,Male,HR,0
8330,Male,Sales,0
22622,Female,HR,0
15564,Female,HR,0
121,Female,Sales,1
13604,Other,Sales,1
49406,Other,Sales,0
40149,Other,Tech,0
13030,Female,Finance,0
79698,Male,Tech,1
3699,Other,Tech,0
19111,Female,Sales,1
9674,Female,Tech,0
72658,Male,HR,0
37620,Female,Tech,1
76340,Female,Tech,1
11067,Female,Sales,1
27207,Male,Sales,1
58445,Female,Finance,0
49621,Male,Tech,1
50632,Other,Tech,0
68727,Female,Sales,1
3617,Male,Tech,1
49720,Other,HR,1
7748,Female,Finance,1
64063,Female,HR,0
62872,Male,Tech,0
33520,Male,Finance,1
18826,Female,HR,1
41078,Other,Finance,0
77886,Male,Sales,1
49157,Other,Tech,0
72769,Male,Finance,1
7569,Other,Finance,0
28878,Other,HR,0
49975,Female,Finance,1
57064,Male,Tech,0
66643,Other,Sales,1
42657,Male,Tech,1
61788,Other,HR,1
15670,Male,Tech,0
11081,Female,Tech,0
27358,Male,HR,1
43115,Other,HR,1
67988,Male,HR,0
32187,Other,Tech,0
7904,Other,HR,1
19998,Female,Finance,1
4793,Other,Sales,0
65591,Male,Tech,1
57757,Female,Tech,0
6575,Female,Finance,1
50865,Male,HR,1
34905,Other,Sales,0
69246,Other,HR,0
67482,Male,Sales,0
20718,Other,Sales,1
31602,Male,Finance,1
1931,Other,Tech,0
73560,Other,Finance,0
46155,Female,Sales,1
78821,Other,Sales,0
3240,Male,Sales,0
68677,Male,Tech,0
16249,Male,Sales,0
8790,Male,Tech,0
52100,Female,Finance,1
70542,Female,Tech,1
70941,Other,Sales,0
4106,Other,Tech,1
14101,Male,Finance,0
40041,Male,Tech,1
18187,Male,Sales,0
43295,Female,Sales,0
71518,Female,Tech,1
59673,Female,HR,0
14570,Female,HR,0
70483,Other,HR,0
29729,Male,Finance,1
6413,Female,Sales,1
25552,Male,Tech,0
24110,Male,Finance,0
34642,Other,Sales,1
75741,Female,Tech,0
70803,Male,Tech,1
25818,Female,Tech,1
35715,Other,Finance,1
7860,Female,HR,1
27769,Female,Tech,0
39088,Male,Tech,1
76705,Male,Tech,0
29543,Female,HR,0
60388,Other,Finance,0
1785,Other,Finance,0
22135,Female,Tech,0
26451,Male,Tech,1
9085,Male,Sales,0
8122,Other,Tech,0
52385,Other,Tech,1
74021,Other,Tech,1
21358,Other,Finance,1
21350,Female,Tech,0
21032,Female,Finance,0
15734,Male,Finance,1
31517,Male,HR,0
66532,Other,Tech,1
44863,Male,Finance,1
15039,Male,Sales,0
46309,Other,Finance,1
15002,Other,Sales,0
29039,Other,Sales,1
78946,Male,HR,1
58649,Female,Tech,0
72156,Other,HR,1
13874,Other,Finance,0
58257,Other,Tech,0
320,Female,HR,0
23691,Male,Finance,0
20911,Female,Tech,0
26103,Female,Sales,1
55666,Female,Tech,0
75330,Other,Sales,1
69493,Female,HR,1
29119,Female,Sales,1
37012,Male,Finance,1
37769,Other,Sales,0
17484,Other,Finance,1
21303,Female,HR,0
67775,Male,Finance,1
57482,Other,HR,1
11119,Male,Finance,0
76298,Male,Sales,1
10920,Other,Finance,0
73909,Female,Tech,0
64637,Male,Finance,0
72841,Male,Tech,1
2834,Female,Tech,1
11028,Other,Finance,0
79706,Female,Sales,1
863,Female,Finance,0
15351,Male,Finance,0
72913,Other,HR,0
3490,Other,HR,1
41384,Female,HR,1
68275,Male,HR,0
16607,Male,HR,0
10002,Male,HR,0
73098,Male,Tech,0
56186,Other,Tech,1
19558,Female,Finance,1
40698,Female,HR,1
47347,Male,Tech,1
9676,Female,Finance,0
61853,Other,Finance,1
73594,Male,Tech,0
71814,Male,Finance,1
43361,Male,Finance,0
72910,Other,Sales,1
18169,Other,Finance,0
55852,Other,HR,0
12823,Female,Sales,1
45129,Male,HR,1
22452,Female,Tech,1
17367,Female,HR,0
52207,Male,Tech,1
18334,Female,Finance,1
49692,Male,Sales,0
3225,Female,Tech,1
79690,Male,Tech,1
44973,Female,Finance,1
70011,Female,Sales,1
68421,Male,Tech,1
22935,Female,Finance,1
11733,Female,Finance,1
32632,Other,Tech,1
33133,Female,Tech,1
78098,Male,HR,0
22404,Other,Finance,1
15563,Male,Sales,0
63126,Male,Tech,0
25909,Male,Finance,0
40219,Female,Tech,0
38513,Male,Tech,0
5262,Male,Finance,0
51633,Other,Sales,1
48096,Male,Finance,1
1394,Female,HR,1
23587,Other,HR,1
67946,Female,Finance,1
66655,Female,Finance,1
48571,Other,HR,1
50331,Female,Finance,0
8896,Female,Sales,1
14366,Female,Tech,0
10814,Other,Sales,0
40062,Other,Finance,1
13309,Other,Finance,0
28663,Other,Finance,1
65829,Other,HR,0
33574,Male,Sales,0
37307,Other,HR,1
34652,Male,HR,1
69168,Male,Tech,0
60574,Female,Tech,1
39646,Other,Finance,0
59909,Female,HR,1
45086,Female,Finance,1
66731,Male,Tech,0
74639,Female,HR,1
31740,Male,HR,0
53460,Male,Sales,0
5928,Male,Sales,0
54142,Other,Sales,1
3132,Female,Finance,0
71670,Other,Finance,1
72929,Male,HR,0
16146,Female,Sales,0
23450,Female,HR,1
51646,Male,Sales,0
23227,Female,Finance,0
48199,Female,Finance,1
9839,Male,Finance,0
78183,Other,Tech,1
24960,Male,Tech,1
65627,Other,Sales,0
18130,Male,Finance,0
22512,Other,Finance,1
18179,Female,Sales,0
75817,Male,Tech,1
71315,Other,Finance,1
66180,Other,Tech,0
38870,Male,Finance,1
19418,Female,Sales,0
2399,Male,HR,0
15879,Other,Sales,0
66670,Male,Sales,1
26685,Female,Finance,1
65252,Male,Sales,0
72529,Male,Finance,1
712,Female,Finance,1
76257,Female,HR,0
53599,Male,Finance,0
74230,Male,Tech,0
73220,Other,HR,1
44951,Male,Tech,0
31884,Other,HR,1
14334,Female,Finance,0
67110,Male,Finance,1
743,Male,HR,0
55740,Male,HR,0
69221,Male,Sales,0
2979,Female,Tech,0
23098,Male,HR,1
29287,Male,Finance,0
69778,Female,Sales,0
29963,Female,Sales,1
51357,Male,Sales,1
54486,Female,Finance,0
10736,Other,HR,0
660,Male,HR,1
15470,Female,HR,0
67121,Other,Tech,0
77917,Other,Finance,0
34739,Other,Finance,0
72344,Male,Tech,1
67910,Other,Sales,0
5813,Male,Finance,0
47006,Male,HR,1
10858,Other,Sales,1
21458,Female,Sales,1
911,Other,Finance,0
8351,Other,HR,1
34299,Female,Tech,0
77695,Other,Finance,1
72069,Male,HR,0
4101,Other,HR,1
4614,Other,Sales,1
25829,Female,Sales,0
63816,Other,Tech,0
41270,Other,Sales,1
1922,Female,Tech,0
73283,Female,Sales,1
22762,Other,HR,0
9180,Female,HR,1
638,Male,Finance,0
15920,Other,Sales,1
2273,Female,HR,0
10773,Female,HR,0
10259,Male,Finance,1
12126,Other,Tech,0
32523,Female,Finance,1
8235,Female,HR,1
26501,Female,Finance,1
7206,Female,HR,0
60404,Female,Finance,1
15768,Male,Tech,0
29313,Female,HR,0
926,Female,Tech,0
56864,Other,Finance,0
76266,Other,Tech,1
28843,Female,HR,1
41452,Other,Sales,0
75495,Female,Tech,1
8780,Male,Tech,0
25374,Other,Finance,0
3105,Female,HR,1
52988,Male,Finance,0
41441,Male,Finance,1
8649,Female,Finance,1
62236,Female,Finance,0
9820,Male,HR,1
40134,Female,Sales,1
27614,Male,Finance,0
46109,Male,Finance,1
64117,Male,HR,0
13093,Female,Tech,1
17381,Male,Tech,0
64033,Female,Sales,0
72132,Female,Sales,0
14562,Other,HR,0
49665,Female,HR,0
44988,Other,Sales,0
55634,Other,Sales,1
68585,Female,HR,1
34878,Male,HR,0
62322,Male,Sales,0
79053,Female,Sales,0
196,Other,Tech,0
22025,Female,Tech,1
16257,Female,Sales,0
58453,Other,HR,0
42659,Other,Finance,0
21657,Male,Finance,1
7546,Female,Sales,0
17151,Other,Finance,1
19292,Male,Tech,0
11802,Other,Finance,0
26257,Female,Tech,1
45995,Female,Tech,0
44907,Female,HR,0
2035,Other,Tech,0
77076,Other,Finance,1
66516,Female,Tech,1
17725,Male,Finance,1
76452,Other,Tech,0
70073,Other,Finance,0
58815,Other,Tech,1
2507,Female,HR,0
75831,Male,HR,0
39869,Other,Sales,1
54112,Male,Sales,1
74429,Male,Finance,1
71115,Other,Tech,1
45361,Other,Sales,0
39698,Male,Tech,1
66119,Male,HR,1
8846,Male,Sales,0
43223,Male,Sales,0
35970,Female,Finance,0
3879,Male,HR,1
49409,Other,Finance,1
36473,Female,Finance,1
29226,Female,HR,1
74782,Female,Tech,1
4872,Other,Tech,1
30452,Other,Sales,1
72711,Female,Finance,1
14556,Female,Sales,1
71755,Other,Tech,1
20351,Male,Tech,0
65169,Female,Sales,1
56702,Female,Finance,1
11307,Other,HR,0
14106,Other,Finance,1
33695,Other,Sales,0
70596,Female,HR,0
51219,Female,HR,0
43099,Other,HR,1
