user_id,cohort_month,months_active,retained
22675,2024-06,5,Yes
2954,2024-06,18,Yes
14617,2024-06,3,No
11949,2024-06,25,No
25063,2024-06,17,Yes
1908,2023-06,17,Yes
7690,2023-06,24,Yes
25348,2023-01,1,No
17241,2023-06,21,No
10812,2023-01,3,Yes
6495,2023-06,27,Yes
810,2024-01,33,Yes
15643,2024-01,12,Yes
19467,2023-01,5,Yes
29369,2023-01,26,Yes
25044,2024-06,27,No
13359,2023-06,1,No
22240,2023-01,20,No
17819,2023-06,5,Yes
10355,2024-06,9,No
2926,2023-06,10,Yes
2740,2024-01,6,No
18233,2023-06,20,No
12885,2023-01,18,Yes
19620,2024-06,13,Yes
10535,2023-01,18,No
25131,2023-01,17,No
22716,2024-01,1,Yes
24055,2023-01,26,Yes
19049,2024-06,32,Yes
10224,2024-06,33,Yes
2794,2024-01,13,Yes
28254,2023-06,28,Yes
3791,2024-01,18,Yes
11859,2023-06,16,No
10223,2023-06,6,No
2947,2023-01,33,No
5672,2023-01,31,Yes
8472,2023-01,28,Yes
3508,2023-06,15,No
20366,2023-01,8,Yes
22601,2024-06,11,Yes
29585,2024-01,28,Yes
26993,2024-06,23,Yes
14135,2024-01,15,Yes
23523,2024-01,27,Yes
25752,2023-01,7,Yes
11279,2023-06,30,Yes
15033,2023-06,2,Yes
11920,2024-01,15,Yes
22921,2023-01,14,Yes
20682,2024-06,28,Yes
25999,2023-06,25,Yes
1373,2023-06,20,No
15753,2023-01,27,No
24029,2024-01,23,No
20410,2023-01,10,Yes
17210,2023-06,35,Yes
14589,2023-06,29,No
1598,2023-06,23,No
24060,2024-01,11,Yes
16335,2023-06,31,Yes
29397,2023-06,17,Yes
14513,2024-01,20,No
22655,2023-01,3,Yes
194,2024-01,5,No
17315,2024-06,14,No
14139,2024-06,31,No
815,2024-06,3,No
11274,2023-01,14,Yes
26701,2023-01,32,Yes
6975,2023-01,3,Yes
5765,2024-06,27,Yes
16167,2024-06,27,Yes
29206,2023-06,5,No
18871,2024-06,16,Yes
27793,2024-06,9,Yes
11092,2023-06,23,No
11967,2024-06,35,Yes
25547,2024-01,1,No
27662,2023-01,25,Yes
9840,2024-06,24,No
25695,2023-01,33,No
24554,2023-01,16,No
29957,2023-06,32,Yes
5507,2023-01,35,No
24824,2024-01,5,Yes
5125,2023-01,14,Yes
2269,2024-06,9,No
26196,2024-01,14,Yes
11528,2024-06,12,Yes
1471,2024-06,24,Yes
11860,2024-06,8,No
4242,2023-06,23,No
17257,2024-01,22,No
3684,2023-06,13,No
22584,2024-06,11,Yes
6095,2023-06,19,No
20560,2023-01,18,No
5064,2023-01,25,No
23528,2023-06,9,Yes
29228,2024-06,10,Yes
18151,2023-01,14,Yes
6485,2024-06,4,Yes
29278,2023-01,32,Yes
20559,2024-01,30,Yes
19478,2023-06,12,Yes
16606,2023-01,27,No
14535,2023-06,17,No
8079,2024-01,11,No
29181,2023-01,9,No
18149,2023-01,1,Yes
13385,2023-01,11,Yes
8611,2023-01,14,Yes
19780,2024-01,28,Yes
4291,2023-06,9,Yes
27889,2024-01,31,Yes
7350,2023-06,9,No
12909,2024-06,19,No
2438,2023-01,27,Yes
4169,2023-01,11,Yes
27520,2023-01,32,Yes
7774,2023-01,34,No
22747,2024-06,20,Yes
18262,2023-01,20,Yes
10880,2024-01,12,Yes
901,2024-06,28,Yes
17366,2024-06,1,Yes
17337,2023-06,4,No
10807,2024-01,22,Yes
19625,2023-01,5,No
7957,2024-01,9,Yes
13320,2024-06,35,Yes
6422,2023-06,24,Yes
15712,2024-06,18,Yes
16984,2023-06,10,Yes
4703,2024-06,4,Yes
4351,2023-06,34,No
18204,2024-01,16,No
8460,2023-01,34,No
10720,2023-01,8,Yes
4571,2024-01,1,No
27412,2023-06,25,Yes
6893,2024-01,15,Yes
25261,2023-06,14,No
16437,2023-01,31,No
28587,2023-06,4,No
4265,2024-06,29,No
2607,2023-01,29,Yes
11896,2023-06,22,No
11473,2023-01,30,Yes
14391,2023-06,18,No
12173,2024-06,25,No
19201,2024-06,22,Yes
25885,2024-06,5,Yes
29895,2024-01,24,No
14052,2024-01,6,Yes
8890,2024-01,3,Yes
25215,2024-01,12,No
209,2024-06,34,Yes
29850,2024-01,12,Yes
4576,2023-01,23,Yes
12954,2024-06,2,No
14472,2023-01,15,Yes
5524,2023-06,19,Yes
22007,2023-06,5,Yes
6086,2023-01,18,No
4010,2023-06,8,No
9338,2023-06,5,Yes
22228,2024-06,30,Yes
15279,2023-01,6,Yes
20595,2024-06,13,No
22992,2023-06,11,Yes
23859,2023-01,26,Yes
19237,2023-06,11,Yes
16519,2024-06,4,Yes
18803,2024-06,30,Yes
1401,2024-01,4,No
10382,2023-01,35,No
28529,2024-06,15,Yes
2178,2024-01,28,Yes
13382,2024-01,12,Yes
7282,2023-06,17,Yes
6934,2024-06,19,Yes
22858,2023-06,27,Yes
13502,2023-01,7,No
26915,2023-06,14,Yes
28108,2023-01,29,No
4960,2024-01,12,Yes
9651,2023-06,26,No
16399,2024-06,18,Yes
29329,2024-06,30,No
3377,2023-01,23,No
9195,2023-01,11,Yes
11134,2023-01,35,No
10799,2023-06,33,Yes
18103,2023-06,19,Yes
5416,2023-01,9,No
6034,2023-01,4,No
23532,2023-06,7,Yes
5396,2024-01,8,Yes
8804,2024-01,30,Yes
24917,2023-01,35,No
18706,2024-01,18,Yes
9728,2023-06,19,No
15830,2023-01,26,No
17296,2023-01,14,Yes
27812,2023-06,23,Yes
24408,2023-01,3,No
10351,2024-06,18,No
691,2024-01,34,Yes
11600,2023-01,31,No
29989,2023-01,3,No
25406,2023-01,22,No
22910,2023-06,12,No
26611,2023-01,2,Yes
13604,2023-01,2,Yes
22820,2023-06,18,Yes
20845,2023-01,26,Yes
3451,2023-01,25,No
10929,2024-01,12,Yes
13761,2024-06,6,No
19498,2024-06,27,No
2619,2023-06,4,Yes
28455,2023-01,18,Yes
5148,2023-01,34,Yes
13299,2024-06,23,Yes
6860,2024-06,19,Yes
10156,2024-01,23,Yes
23912,2023-06,29,Yes
14740,2024-01,32,Yes
9404,2023-06,21,Yes
12649,2024-01,20,No
16934,2024-06,19,Yes
493,2024-06,25,Yes
5985,2024-06,18,Yes
13220,2024-01,13,Yes
29157,2024-01,11,Yes
1993,2024-01,18,No
12074,2023-06,11,No
4441,2023-01,6,Yes
19591,2024-01,18,No
15945,2023-01,9,No
7573,2024-01,27,Yes
3620,2023-01,11,Yes
5879,2024-01,30,No
22298,2023-01,35,Yes
19151,2023-01,30,Yes
12635,2023-06,23,No
8767,2024-06,33,Yes
18062,2023-01,3,No
26010,2024-01,20,No
21297,2024-01,27,No
18815,2023-01,4,No
7309,2024-06,11,Yes
21313,2024-06,32,No
14848,2023-06,11,No
26309,2023-01,28,Yes
14153,2024-01,10,Yes
7589,2023-06,19,No
26812,2023-06,33,Yes
4105,2023-01,26,No
20630,2023-01,24,Yes
13239,2024-06,32,Yes
7614,2024-06,1,No
11645,2024-06,2,Yes
23907,2024-01,5,Yes
21650,2024-01,34,Yes
22992,2024-06,3,Yes
1159,2023-06,20,Yes
15641,2024-01,8,No
2016,2023-01,5,Yes
404,2023-01,14,Yes
2723,2024-06,30,No
21693,2023-06,26,Yes
12119,2024-06,4,No
23864,2024-06,34,No
14461,2023-01,19,No
9979,2024-01,34,Yes
24183,2024-06,17,No
20510,2024-01,1,No
13512,2024-01,29,Yes
21871,2023-01,15,No
7182,2024-01,23,No
224,2023-01,13,Yes
4249,2024-01,15,Yes
15465,2024-06,30,No
5700,2023-06,17,Yes
5959,2024-06,20,Yes
11680,2023-01,33,No
1569,2024-01,3,Yes
23391,2024-01,32,Yes
7287,2024-06,8,Yes
25356,2024-01,21,No
14796,2023-01,24,No
25671,2024-01,27,No
6594,2023-01,19,Yes
23311,2023-01,16,Yes
26060,2023-06,25,No
2218,2024-06,1,Yes
14149,2023-01,24,No
24312,2024-06,16,Yes
6376,2024-06,14,No
17835,2023-01,3,Yes
5244,2024-01,5,No
19185,2024-06,11,No
3609,2024-01,34,Yes
16756,2023-06,20,No
24165,2024-01,35,No
417,2023-01,12,Yes
437,2023-06,19,Yes
25408,2023-06,12,Yes
8475,2024-06,30,Yes
20699,2024-01,9,No
13398,2024-01,29,Yes
3349,2024-06,31,No
7013,2024-01,26,Yes
902,2023-01,10,Yes
21221,2024-01,29,Yes
8327,2024-06,16,Yes
6963,2023-06,2,Yes
13566,2024-06,25,No
15152,2024-06,29,Yes
11671,2023-01,7,Yes
91,2023-01,18,Yes
24205,2024-01,15,Yes
3920,2024-01,21,No
28865,2024-01,10,Yes
1079,2024-06,17,Yes
17967,2023-06,10,Yes
3071,2023-01,32,Yes
9418,2024-01,11,No
7315,2024-06,18,Yes
10513,2023-06,6,No
19608,2024-06,22,Yes
26651,2023-06,10,Yes
6572,2023-06,32,No
20420,2024-06,18,Yes
26106,2024-01,33,Yes
11468,2024-06,29,No
18210,2023-01,35,Yes
28927,2023-01,35,Yes
5940,2023-01,22,Yes
16433,2023-06,19,Yes
21934,2023-01,5,Yes
3008,2023-01,8,Yes
21876,2024-06,13,Yes
11311,2024-06,22,No
17932,2024-06,15,Yes
20996,2023-06,3,Yes
13091,2023-06,35,Yes
27202,2024-01,17,No
17056,2023-01,1,Yes
851,2024-01,5,Yes
16239,2024-06,17,Yes
23977,2023-06,30,No
17759,2023-06,2,Yes
28368,2023-06,10,Yes
8780,2024-01,2,Yes
21253,2023-01,8,No
6010,2023-06,7,No
21954,2023-01,10,Yes
24959,2023-01,18,No
28944,2024-06,32,Yes
730,2023-01,22,Yes
17746,2024-06,25,Yes
3881,2023-06,12,No
22074,2024-01,33,Yes
21475,2023-01,22,No
27751,2023-01,19,No
28110,2024-06,20,Yes
29528,2023-01,34,Yes
29432,2023-01,6,No
25857,2024-01,17,No
29493,2023-01,10,No
29189,2023-01,4,No
5685,2023-01,5,No
11468,2023-01,8,No
1119,2024-06,3,Yes
5360,2023-06,20,No
15495,2023-06,19,Yes
27476,2023-01,35,Yes
23553,2023-01,5,Yes
838,2023-01,12,Yes
8083,2024-06,1,No
21305,2024-01,20,Yes
15511,2024-06,6,No
18424,2024-06,9,Yes
17797,2023-06,26,No
29239,2023-06,32,Yes
14694,2023-06,1,Yes
7389,2024-06,29,No
17535,2024-01,26,Yes
5411,2023-06,10,Yes
29554,2024-06,21,No
10779,2024-06,2,Yes
18991,2024-01,34,Yes
19223,2024-01,35,Yes
844,2024-06,33,No
5081,2023-06,18,Yes
29666,2023-01,15,Yes
18264,2024-06,6,Yes
17541,2023-01,6,Yes
1470,2024-06,24,Yes
26956,2023-01,9,No
2900,2023-06,1,No
7637,2023-06,23,No
21551,2024-06,15,Yes
25948,2024-06,5,Yes
6578,2023-06,23,Yes
7985,2023-01,29,No
10750,2023-06,1,Yes
1408,2023-01,4,Yes
15253,2023-06,11,No
23039,2024-01,17,Yes
17373,2024-06,21,Yes
14800,2023-06,18,No
2586,2024-01,19,Yes
1447,2024-01,33,No
13453,2023-06,2,Yes
29650,2023-06,4,Yes
1136,2023-06,35,Yes
25225,2023-01,1,No
751,2023-01,29,Yes
17405,2024-06,11,No
22049,2023-06,29,Yes
9872,2023-06,12,Yes
23664,2023-06,32,Yes
27206,2023-06,9,Yes
21738,2023-06,25,Yes
4162,2024-01,15,Yes
1936,2024-06,16,Yes
15651,2024-06,9,Yes
19415,2024-06,31,No
15994,2023-06,15,Yes
19480,2024-01,34,Yes
13643,2024-06,9,No
10910,2024-06,4,No
21994,2023-06,34,No
12336,2023-06,6,No
807,2023-06,19,Yes
26942,2024-01,30,Yes
1600,2024-06,30,No
6812,2024-01,35,No
28422,2024-06,17,Yes
16014,2023-01,9,Yes
15539,2024-01,25,Yes
6940,2024-01,17,No
9163,2024-01,9,Yes
10022,2024-01,19,Yes
24466,2024-01,31,No
29210,2024-06,27,Yes
10818,2023-06,34,Yes
29813,2024-06,7,No
9719,2024-06,3,No
21229,2023-01,29,No
28380,2023-01,21,No
11256,2024-01,24,Yes
6797,2024-01,27,Yes
8594,2024-06,30,Yes
16866,2024-01,21,No
23441,2023-06,33,No
5561,2023-06,34,Yes
11439,2024-01,3,No
29513,2024-06,4,No
22152,2024-06,8,No
26011,2024-01,9,Yes
23231,2024-06,30,No
5711,2023-01,35,Yes
25499,2024-06,1,No
8036,2024-01,25,No
14462,2023-01,32,Yes
21239,2023-06,35,Yes
13958,2023-01,2,Yes
6238,2023-01,3,Yes
6835,2023-01,31,Yes
24166,2023-01,27,No
11721,2023-01,9,Yes
12036,2024-01,25,Yes
10267,2024-01,22,Yes
17756,2024-06,10,Yes
10632,2023-01,10,No
8110,2023-01,30,No
5303,2024-06,28,Yes
9289,2023-06,25,No
21082,2024-06,30,No
13357,2024-06,34,Yes
10195,2024-06,28,Yes
22194,2023-06,1,No
6967,2024-01,4,Yes
29169,2023-06,12,Yes
10509,2024-01,2,No
25684,2024-06,29,No
2594,2023-01,28,No
930,2024-01,14,No
23655,2023-01,5,Yes
28157,2024-06,28,Yes
7690,2023-01,3,No
29795,2024-06,16,Yes
4084,2023-01,11,Yes
24457,2024-06,31,Yes
1705,2024-06,7,Yes
27285,2023-06,10,No
19662,2024-01,7,No
17988,2023-06,22,No
11797,2023-06,25,Yes
26180,2023-01,12,Yes
22212,2024-06,3,Yes
8176,2024-01,10,Yes
10709,2024-01,34,Yes
1417,2024-01,20,Yes
28757,2023-06,9,No
26487,2024-06,6,Yes
15840,2024-01,33,No
19228,2023-06,14,Yes
12095,2024-06,12,Yes
13854,2023-06,11,Yes
15621,2023-06,34,Yes
29090,2023-01,30,No
3631,2023-06,25,Yes
17886,2024-06,10,Yes
9898,2024-01,16,Yes
7562,2023-06,28,Yes
4117,2024-06,9,Yes
16146,2024-01,2,Yes
6523,2024-06,32,No
8227,2023-01,23,No
25673,2024-01,1,No
15340,2024-06,28,No
6835,2023-06,1,Yes
198,2024-01,3,No
26777,2024-06,30,No
3110,2024-06,29,Yes
22091,2023-01,19,Yes
5194,2024-01,11,Yes
6605,2024-01,1,Yes
23437,2024-06,8,Yes
5396,2023-06,17,No
16145,2024-06,6,No
12206,2024-01,28,Yes
16484,2024-06,6,Yes
11427,2023-01,31,No
1496,2024-06,1,Yes
23178,2023-06,10,Yes
6505,2023-06,32,Yes
19714,2024-01,20,Yes
7513,2024-01,9,Yes
9922,2024-01,6,Yes
28979,2024-01,30,Yes
21714,2023-01,32,No
28143,2024-06,21,Yes
10645,2024-01,21,Yes
18854,2024-06,27,Yes
23504,2023-01,8,Yes
12082,2023-01,22,Yes
7402,2023-01,13,No
26366,2023-06,5,Yes
21399,2024-01,18,Yes
12836,2023-01,27,No
16734,2023-01,18,Yes
20256,2023-01,14,Yes
8905,2023-06,34,No
6537,2024-06,13,Yes
4747,2023-06,15,No
20401,2023-01,1,Yes
12130,2024-01,11,No
15436,2023-01,1,Yes
27022,2023-06,25,Yes
20686,2024-06,19,Yes
25676,2024-06,35,Yes
3620,2023-01,19,Yes
19795,2024-06,32,No
38,2023-01,19,Yes
469,2024-01,2,Yes
21072,2023-06,10,No
2310,2024-06,2,Yes
14774,2024-06,5,No
1420,2023-06,1,No
16902,2023-06,8,Yes
17898,2023-06,3,Yes
18501,2023-06,9,Yes
562,2023-01,16,No
20738,2023-06,21,No
1878,2024-06,33,No
5701,2024-01,25,Yes
29318,2023-06,27,No
18941,2023-01,12,Yes
8220,2023-01,21,Yes
9253,2024-06,3,No
28676,2023-01,15,Yes
14797,2024-01,35,Yes
26004,2024-06,30,Yes
25073,2023-01,7,Yes
23410,2024-06,27,Yes
15382,2024-06,11,Yes
4361,2024-06,1,Yes
16095,2024-01,23,No
18553,2024-06,33,No
26863,2023-06,5,Yes
26575,2024-01,7,Yes
13698,2024-01,21,Yes
14206,2023-01,3,No
3343,2023-06,29,Yes
21502,2024-01,14,Yes
13353,2024-06,30,No
18925,2024-01,34,No
11308,2023-01,19,Yes
26312,2023-06,16,Yes
7270,2023-06,11,Yes
23175,2023-01,13,Yes
17707,2023-06,4,Yes
28259,2024-01,10,Yes
25743,2024-01,8,No
13407,2023-01,12,Yes
8757,2023-06,33,No
28562,2024-06,29,No
5150,2024-06,8,No
25389,2023-06,12,Yes
5036,2023-06,34,Yes
4175,2024-06,33,Yes
6773,2023-01,9,No
5827,2024-06,35,Yes
982,2023-01,31,Yes
13619,2023-06,5,No
29606,2023-01,31,Yes
9165,2024-06,7,Yes
14321,2024-01,27,No
14226,2023-01,14,Yes
29416,2023-06,29,Yes
19314,2024-01,23,Yes
1053,2023-01,25,Yes
9035,2023-01,35,No
27126,2024-06,16,Yes
18975,2024-06,33,Yes
19144,2023-06,11,No
20953,2024-06,27,Yes
12800,2024-01,11,No
13456,2023-06,19,Yes
29429,2024-06,19,No
14140,2024-06,31,Yes
18203,2024-01,29,No
24380,2024-01,3,No
27257,2023-06,20,Yes
26710,2024-01,4,No
15791,2024-01,1,Yes
4104,2024-06,35,Yes
28218,2024-06,3,Yes
16542,2023-01,25,Yes
7050,2024-06,4,Yes
23400,2023-06,29,No
13705,2024-06,23,Yes
4585,2023-01,11,Yes
14910,2024-06,14,No
8912,2023-01,24,Yes
21289,2024-01,27,Yes
24753,2024-01,23,Yes
4376,2023-01,21,Yes
8782,2024-06,33,No
22696,2024-06,34,Yes
8269,2023-06,15,Yes
22663,2023-01,30,Yes
4334,2024-06,18,Yes
7333,2024-01,27,No
20463,2023-06,35,Yes
8014,2024-06,17,Yes
12911,2023-06,31,Yes
22279,2023-01,25,Yes
417,2024-06,27,Yes
9031,2024-06,27,Yes
21931,2024-01,11,No
6612,2023-06,14,No
7350,2024-01,27,Yes
17209,2023-06,25,Yes
24620,2023-06,18,Yes
23602,2024-01,29,No
16861,2023-06,34,Yes
13410,2023-06,16,Yes
1807,2024-01,34,Yes
13306,2024-01,6,No
4455,2023-01,14,Yes
3385,2023-01,18,Yes
27827,2023-06,22,No
19933,2024-06,7,No
18341,2024-06,2,Yes
18137,2023-01,10,Yes
18130,2024-01,19,No
1888,2024-01,27,Yes
19510,2024-01,21,No
21443,2024-01,25,Yes
10360,2024-01,25,Yes
28098,2023-01,6,Yes
10052,2023-01,15,No
4846,2024-01,10,Yes
5239,2024-01,18,Yes
4584,2024-01,32,Yes
8093,2024-06,20,Yes
23434,2023-01,33,Yes
8586,2023-06,10,Yes
11144,2023-06,29,No
25419,2023-01,23,No
18737,2024-06,8,No
18281,2024-01,22,No
20964,2023-01,34,Yes
20108,2024-06,9,No
16943,2024-01,28,Yes
20090,2023-06,2,No
10575,2023-06,5,No
3850,2023-01,24,No
8601,2023-06,32,No
12106,2023-01,9,Yes
11577,2023-06,18,No
9771,2024-01,28,No
7995,2024-06,10,No
21574,2023-06,2,Yes
18475,2024-06,5,Yes
29819,2024-01,28,Yes
7132,2023-06,17,Yes
3663,2024-06,29,Yes
3190,2024-01,14,Yes
12917,2024-06,12,No
23065,2023-06,1,Yes
11031,2024-06,11,No
29548,2024-01,13,Yes
5046,2023-06,21,No
25194,2023-06,3,No
7364,2024-06,27,Yes
11712,2024-06,3,Yes
23574,2023-06,11,Yes
17115,2023-06,34,No
2163,2023-06,9,Yes
7750,2023-01,20,No
28526,2023-06,21,No
15991,2023-06,23,Yes
26247,2024-06,30,Yes
2755,2023-01,8,No
7983,2024-06,13,No
23470,2024-01,12,Yes
6728,2023-06,19,No
3277,2023-01,30,Yes
8769,2023-01,30,No
20705,2023-06,16,Yes
13088,2023-06,22,Yes
17162,2023-01,25,Yes
13393,2024-01,25,Yes
3642,2024-06,22,Yes
29886,2024-01,25,No
26768,2024-01,17,No
12126,2024-01,24,No
4181,2023-01,8,No
28175,2024-06,10,Yes
8890,2024-01,7,No
13403,2023-01,33,Yes
12720,2024-01,29,Yes
17599,2023-01,29,No
18670,2023-06,2,Yes
17947,2023-01,2,Yes
21167,2023-01,8,Yes
11421,2024-06,1,No
6969,2023-06,16,No
18554,2024-01,17,Yes
29161,2023-06,20,Yes
6288,2024-06,15,Yes
8788,2024-01,25,No
5979,2024-06,27,Yes
29209,2024-06,5,Yes
16140,2024-01,25,Yes
18409,2024-06,6,No
22192,2024-06,22,Yes
18705,2023-01,10,No
8432,2023-01,7,Yes
8727,2023-01,29,No
19312,2023-01,32,Yes
7873,2023-06,25,Yes
24289,2023-06,31,Yes
11104,2024-06,18,Yes
28786,2023-01,32,Yes
511,2024-01,16,Yes
26408,2024-06,27,Yes
15192,2024-06,15,Yes
29676,2023-01,5,Yes
1082,2024-06,16,No
16080,2023-06,14,Yes
7139,2024-01,1,No
27918,2024-01,17,No
4525,2024-01,25,Yes
6884,2024-06,29,No
12739,2023-06,9,Yes
318,2024-01,32,Yes
18022,2023-06,29,Yes
5959,2023-06,32,Yes
2200,2024-01,7,Yes
18828,2024-01,15,Yes
14976,2024-01,18,Yes
25345,2024-06,12,Yes
15429,2024-06,4,Yes
27195,2023-06,6,Yes
27461,2023-01,9,No
22103,2023-06,28,No
25764,2023-06,33,No
11672,2023-06,18,No
28106,2024-06,28,Yes
20511,2023-01,22,No
18562,2023-06,22,No
2897,2024-06,21,No
29425,2024-01,5,Yes
21938,2023-01,21,Yes
1454,2024-01,6,Yes
29202,2023-06,9,Yes
22902,2024-06,29,No
2156,2024-01,20,No
22782,2023-06,17,Yes
10404,2024-01,24,No
5400,2024-01,10,Yes
2918,2024-01,17,Yes
247,2023-06,22,Yes
752,2023-06,21,Yes
16989,2024-06,13,No
18543,2023-01,12,No
27582,2023-01,12,Yes
14374,2024-01,2,Yes
27599,2023-06,28,Yes
14876,2023-06,18,Yes
3462,2024-06,8,No
2996,2023-06,18,Yes
2090,2024-06,23,No
23930,2023-01,32,Yes
8563,2024-01,14,Yes
150,2024-01,9,Yes
3065,2023-06,8,Yes
15652,2024-06,18,No
2357,2024-01,26,Yes
3634,2023-06,33,Yes
8834,2023-06,18,Yes
17233,2024-01,2,No
6979,2024-06,15,No
12498,2023-01,12,No
24161,2023-06,14,No
16867,2023-01,8,No
10470,2023-06,2,Yes
11355,2023-01,11,Yes
8537,2023-06,4,No
20358,2023-01,27,Yes
796,2023-01,11,Yes
1140,2024-06,11,No
17509,2024-01,29,Yes
26575,2024-06,11,Yes
13172,2023-01,7,Yes
27867,2023-01,5,No
5442,2023-06,5,No
16871,2023-01,8,No
29515,2023-06,31,Yes
2260,2023-06,3,Yes
25152,2024-01,19,No
9040,2023-06,18,Yes
29176,2023-06,18,Yes
18129,2024-06,6,Yes
1456,2023-01,8,Yes
11909,2023-01,7,Yes
26330,2024-01,16,No
28110,2024-01,12,Yes
16344,2024-06,8,No
3546,2024-01,11,No
20352,2024-06,26,No
11933,2023-06,7,Yes
21633,2023-01,24,No
9490,2023-01,29,No
6682,2023-06,32,No
19372,2023-01,22,No
1956,2023-01,11,Yes
14059,2024-06,30,Yes
29433,2023-06,27,No
24068,2024-01,10,Yes
19378,2023-06,2,No
19268,2023-01,6,No
22336,2023-01,3,No
11377,2024-06,13,Yes
10108,2023-06,25,Yes
6466,2023-06,8,Yes
18236,2024-06,9,No
29545,2023-06,35,No
6599,2023-06,33,Yes
12341,2023-06,13,No
13146,2023-01,1,Yes
25986,2023-06,22,No
16922,2023-06,30,Yes
23549,2024-06,5,Yes
17144,2023-06,22,Yes
8027,2023-01,34,Yes
27773,2024-01,21,Yes
21198,2024-01,27,No
11858,2024-06,5,Yes
7035,2023-01,5,Yes
10270,2024-06,19,Yes
