user_id,course_id,videos_watched,hours_spent,completion_status,last_active_date
54310,1492,8,181,Completed,2021-05-16 06:40:43
27669,3673,51,168,Completed,2021-02-05 21:42:15
7191,2813,22,110,Completed,2021-06-18 07:58:38
38882,3388,36,63,Completed,2023-10-06 10:00:30
103,3222,16,29,Completed,2021-12-23 03:50:43
51845,2370,45,96,Completed,2022-01-02 01:57:45
30675,4667,45,147,Completed,2018-02-12 00:56:25
44283,3077,28,35,Incomplete,2018-07-25 11:36:26
24413,3146,17,91,Completed,2023-06-30 04:43:55
55951,1738,49,104,Completed,2022-01-04 04:28:29
18956,3815,24,61,Incomplete,2019-08-19 02:49:48
18730,4708,1,169,Incomplete,2022-10-06 00:04:19
34941,2852,40,176,Completed,2021-04-13 14:14:30
42343,4895,29,161,Completed,2019-04-16 08:55:24
22909,3860,17,123,Incomplete,2017-11-05 09:30:55
32125,807,43,12,Completed,2020-05-16 16:24:34
5026,871,10,118,Incomplete,2020-09-20 09:17:52
28012,1914,0,50,Completed,2024-11-30 02:14:48
40473,363,20,76,Incomplete,2020-04-08 04:44:25
50751,1041,25,11,Completed,2023-11-12 22:40:11
13739,4643,39,168,Completed,2019-12-20 23:55:57
44095,2140,3,17,Incomplete,2020-07-06 03:02:57
45527,1534,1,3,Incomplete,2024-09-02 03:12:27
35553,2159,49,54,Incomplete,2017-12-18 05:49:21
6842,1347,35,116,Completed,2018-09-06 00:10:15
21115,1412,27,27,Completed,2018-12-25 23:01:10
35383,2055,31,73,Incomplete,2021-01-12 21:54:17
3912,2106,6,133,Completed,2017-04-19 05:18:45
27429,2517,14,30,Incomplete,2021-02-24 17:37:23
22134,4193,25,126,Completed,2021-09-27 11:38:29
752,912,11,143,Incomplete,2019-10-28 04:05:05
32572,2124,26,71,Completed,2017-04-01 19:37:43
6324,1651,48,174,Completed,2017-06-10 00:41:05
57619,4837,32,32,Completed,2020-08-13 03:08:07
49060,4534,41,68,Incomplete,2017-01-21 17:29:07
31825,3669,12,188,Incomplete,2018-11-06 17:25:46
17832,596,16,84,Incomplete,2020-08-26 12:29:58
55941,793,35,53,Completed,2019-02-10 21:58:54
25027,2673,32,101,Incomplete,2021-08-27 22:51:33
1794,2653,52,23,Completed,2017-01-22 05:59:03
16245,4544,32,83,Incomplete,2017-02-02 04:33:26
2498,4353,18,148,Completed,2022-01-17 01:02:43
44783,2177,21,67,Completed,2021-01-13 21:56:41
15145,558,20,182,Completed,2022-08-04 14:01:38
54855,2953,57,122,Completed,2019-12-06 23:11:00
9506,1740,23,40,Completed,2022-12-17 21:26:20
52783,1562,49,157,Completed,2018-10-21 02:36:12
56658,2971,51,63,Incomplete,2019-09-27 22:21:48
53627,2038,1,54,Incomplete,2017-05-17 09:33:44
4056,633,27,53,Incomplete,2021-06-04 03:25:50
29298,4151,55,94,Incomplete,2022-09-24 04:21:52
3229,2020,1,85,Incomplete,2023-04-06 23:21:12
24827,4204,14,90,Completed,2023-09-23 15:34:04
4381,2638,12,32,Completed,2023-11-02 17:58:04
18334,3546,27,18,Completed,2023-08-07 20:11:16
20130,15,34,57,Completed,2021-01-26 05:18:48
54354,3405,23,106,Incomplete,2023-12-26 10:13:15
25443,2144,22,163,Incomplete,2021-07-25 19:31:32
20789,2773,27,100,Incomplete,2020-09-04 15:13:31
8590,1460,12,112,Completed,2019-10-12 06:18:23
12122,3256,46,104,Incomplete,2018-06-03 11:23:31
1796,4215,25,195,Completed,2022-02-24 06:25:55
21656,393,10,143,Incomplete,2017-06-05 07:13:50
22831,3419,46,48,Completed,2023-01-04 23:33:25
46880,2924,19,186,Completed,2017-12-18 22:27:46
54410,3063,41,82,Incomplete,2018-12-29 19:35:36
12946,291,6,9,Incomplete,2024-01-30 22:15:17
46662,2045,23,138,Completed,2021-01-29 19:07:31
35225,4825,11,17,Completed,2017-01-17 20:15:52
47608,2335,0,63,Completed,2018-11-26 01:40:11
12584,63,46,101,Completed,2017-01-28 18:20:58
36980,590,32,2,Completed,2019-03-01 03:25:10
50544,1603,21,72,Completed,2023-11-30 09:28:48
20165,3244,23,130,Incomplete,2022-12-12 06:20:02
57518,3786,9,75,Completed,2024-12-08 03:58:08
19172,3356,24,173,Completed,2017-11-11 13:17:37
45677,2648,45,152,Completed,2022-11-10 15:45:07
3698,1872,41,185,Incomplete,2018-01-26 08:34:10
14223,2264,28,152,Incomplete,2017-07-17 14:05:19
28930,4770,22,65,Incomplete,2022-01-01 20:03:01
48804,3160,51,37,Completed,2022-11-11 22:22:39
11165,2263,9,152,Completed,2023-05-29 07:20:14
47845,3550,14,113,Incomplete,2023-11-01 17:02:20
26519,2602,35,130,Completed,2019-10-20 01:44:51
20933,1003,3,182,Incomplete,2020-12-02 23:47:14
49015,2212,34,46,Completed,2020-06-27 13:31:44
4440,1856,15,28,Incomplete,2024-02-01 19:45:13
40469,2541,27,73,Incomplete,2017-08-07 22:26:38
507,4070,37,51,Completed,2018-03-19 11:38:13
50643,3504,22,25,Incomplete,2023-06-29 21:58:06
21082,2301,58,64,Completed,2022-03-21 06:01:01
1468,4085,1,34,Incomplete,2019-01-14 09:42:39
37704,4446,22,124,Completed,2019-06-01 05:22:52
58211,2398,21,158,Incomplete,2022-08-16 22:31:07
44161,226,30,84,Completed,2023-10-11 17:56:19
41059,3062,21,79,Incomplete,2019-09-27 10:21:59
52649,4132,15,36,Completed,2021-12-10 06:44:45
11525,1186,31,8,Completed,2024-10-23 10:20:39
56952,1478,40,80,Completed,2020-09-08 17:58:50
36873,3564,59,4,Completed,2022-12-03 21:06:29
25403,741,9,100,Completed,2021-06-07 11:59:40
34452,128,18,74,Completed,2019-06-27 13:31:39
394,373,2,101,Completed,2017-05-24 02:58:32
40556,4136,52,33,Completed,2022-10-31 18:30:27
19835,4832,4,124,Completed,2024-04-14 06:46:08
26043,569,0,197,Completed,2023-04-01 12:40:20
42580,3021,2,150,Incomplete,2020-12-08 09:19:58
26372,2190,33,10,Completed,2018-09-23 22:04:50
32470,23,48,133,Completed,2018-10-20 00:02:21
3128,848,27,146,Completed,2021-03-22 03:48:55
56662,2785,15,70,Incomplete,2021-05-04 01:50:09
35264,3401,49,162,Completed,2017-01-01 00:23:40
35208,3582,32,62,Incomplete,2018-08-10 06:53:33
7517,3842,12,194,Completed,2020-06-10 19:12:41
53326,1782,49,64,Completed,2023-03-30 14:15:29
22841,2322,58,92,Completed,2022-08-01 03:53:44
21265,1174,45,84,Completed,2021-06-28 03:00:50
36299,247,12,135,Completed,2020-06-19 22:35:44
41255,2531,52,35,Incomplete,2019-05-02 05:55:07
11989,4515,23,67,Completed,2020-11-16 04:39:07
933,3050,38,79,Completed,2017-03-02 17:53:39
30568,2928,29,127,Completed,2020-05-23 13:13:54
19700,2656,0,136,Completed,2019-11-16 09:36:13
29790,4361,19,180,Completed,2023-12-26 04:08:43
8269,4752,19,169,Completed,2021-02-24 09:57:59
4906,1979,26,37,Completed,2017-03-16 00:06:30
17727,4114,34,105,Incomplete,2021-08-28 00:33:38
43763,3063,57,150,Completed,2023-08-12 21:35:42
8959,210,40,112,Incomplete,2021-04-25 06:42:24
16891,2343,0,164,Incomplete,2022-05-16 13:04:32
32922,2378,2,91,Completed,2019-01-05 22:38:11
2257,3182,39,132,Completed,2018-01-17 15:22:42
54709,94,5,143,Completed,2023-02-13 20:33:03
25806,4173,56,44,Completed,2022-05-26 09:39:34
45763,1883,42,40,Incomplete,2023-02-06 23:16:15
38434,1391,10,28,Incomplete,2021-10-04 11:29:13
19063,3181,51,95,Incomplete,2021-07-01 15:10:52
48747,2224,52,132,Completed,2023-07-03 11:38:49
46584,4210,49,192,Completed,2023-11-09 21:44:36
41121,2654,53,55,Incomplete,2023-09-21 15:31:48
10441,2040,2,23,Incomplete,2021-07-30 23:58:47
34823,175,36,189,Completed,2018-07-09 18:59:25
54528,2671,47,50,Incomplete,2018-11-24 21:34:20
44103,2313,56,71,Incomplete,2024-10-11 14:22:44
24094,4026,2,153,Completed,2019-05-25 04:52:35
35173,1999,20,50,Completed,2023-01-10 17:33:13
59214,601,44,197,Completed,2021-07-18 03:57:42
41293,954,27,159,Completed,2024-12-04 11:55:11
26890,712,25,156,Incomplete,2019-09-19 13:22:47
5545,3143,2,161,Completed,2023-10-25 18:23:06
30047,1917,35,21,Completed,2018-10-29 16:50:54
16832,3646,6,197,Incomplete,2019-06-10 23:57:53
12143,2296,17,120,Completed,2020-02-03 22:14:24
41532,3349,31,154,Incomplete,2021-07-05 08:27:05
10937,1680,54,62,Completed,2021-12-16 21:49:12
36,2241,37,184,Incomplete,2024-08-22 03:01:54
33584,4877,5,150,Incomplete,2017-11-29 03:51:03
47190,4267,14,87,Incomplete,2017-07-24 10:44:15
4710,853,8,18,Completed,2019-09-01 22:15:55
26466,593,54,131,Incomplete,2021-08-05 16:16:32
9676,1954,56,76,Completed,2021-09-05 07:50:16
47261,2902,46,58,Completed,2022-08-28 12:52:26
39191,911,4,191,Incomplete,2019-01-30 07:45:11
43963,1307,32,78,Incomplete,2023-05-31 02:11:51
46612,4729,24,18,Completed,2023-12-26 07:21:35
1431,4842,58,156,Completed,2017-10-12 20:10:49
28842,1996,1,170,Completed,2017-07-13 08:07:49
31894,598,1,107,Completed,2023-02-07 15:04:00
39262,1768,39,156,Completed,2023-12-06 14:04:30
5803,2206,18,36,Completed,2021-09-13 13:21:31
14864,991,40,72,Completed,2019-01-20 11:52:36
25735,4082,55,116,Incomplete,2020-08-03 21:43:14
33272,1406,15,85,Incomplete,2018-05-05 21:50:37
28623,2062,41,40,Completed,2018-07-30 21:43:14
1199,4893,21,47,Completed,2018-07-03 19:56:08
11783,4390,39,150,Completed,2023-12-10 02:25:52
40423,1248,53,14,Completed,2019-12-22 12:53:09
28193,4556,50,80,Incomplete,2022-04-30 01:57:02
48446,4768,37,105,Completed,2018-10-21 09:49:22
28380,4864,11,33,Completed,2020-10-04 15:03:43
31826,3656,30,48,Completed,2019-09-05 04:17:55
34702,4280,59,14,Incomplete,2018-03-06 06:24:13
42759,373,49,103,Completed,2024-08-05 09:31:55
44661,2602,46,72,Completed,2021-03-19 15:10:49
1554,2480,14,98,Incomplete,2017-12-03 17:08:46
36707,4303,24,21,Incomplete,2018-03-03 20:17:19
48266,1768,3,140,Completed,2021-06-16 12:29:19
56403,638,6,28,Completed,2019-10-19 05:57:46
21942,4104,12,104,Completed,2022-01-28 12:23:04
37146,1142,14,199,Incomplete,2020-01-19 17:23:47
47302,1776,5,59,Completed,2024-08-07 15:58:54
4358,4001,32,87,Completed,2017-06-25 19:07:27
12700,1711,48,140,Incomplete,2020-05-07 08:36:12
53004,1209,12,40,Completed,2022-04-26 03:42:37
5531,4681,56,179,Completed,2022-06-11 12:21:45
53783,2155,50,19,Completed,2023-11-08 18:19:56
19397,4883,18,152,Completed,2020-03-13 19:54:38
49692,3694,14,134,Completed,2024-03-08 18:23:18
22783,4901,30,199,Incomplete,2019-03-18 16:41:03
4311,77,0,62,Incomplete,2018-07-03 13:01:04
24703,2375,12,75,Completed,2022-11-10 22:22:07
54014,499,52,70,Incomplete,2019-04-08 04:33:18
8756,838,54,147,Completed,2017-09-01 06:15:32
9313,3620,53,83,Completed,2023-06-18 05:52:29
44996,1309,49,41,Completed,2024-04-12 08:25:58
51782,1563,11,112,Completed,2017-09-09 04:16:37
54942,453,27,79,Completed,2023-03-01 04:38:24
27460,4777,22,55,Incomplete,2024-07-30 09:24:19
54135,2776,29,28,Completed,2021-03-28 15:10:39
39797,48,32,168,Completed,2024-04-01 21:41:48
17019,63,28,169,Completed,2023-08-02 01:37:59
44427,4257,59,87,Incomplete,2021-03-19 03:26:02
6730,1187,39,1,Completed,2019-05-11 20:13:56
55997,2224,51,30,Incomplete,2018-07-22 03:53:05
39736,1846,50,172,Completed,2021-09-12 08:52:52
29766,4461,40,190,Completed,2017-04-04 00:47:56
3143,1867,37,184,Incomplete,2022-06-17 23:41:46
7192,3779,52,64,Completed,2022-11-14 00:28:45
17335,4991,15,14,Incomplete,2022-01-20 18:13:35
38021,3925,42,152,Incomplete,2022-12-17 00:11:09
55609,201,13,189,Completed,2017-07-10 06:04:01
17686,114,45,163,Completed,2018-05-30 10:21:42
17486,4808,58,148,Incomplete,2019-06-21 02:52:43
47237,2011,38,39,Completed,2019-03-25 01:20:35
10766,2125,46,89,Incomplete,2019-03-30 02:41:34
24316,1492,18,198,Completed,2019-06-26 04:55:25
9199,4071,10,84,Completed,2018-06-04 10:51:03
28653,4192,1,131,Completed,2021-07-31 17:49:44
13087,2755,49,73,Completed,2017-11-01 04:11:43
14576,1067,17,9,Completed,2020-01-28 15:27:57
44751,3079,52,171,Incomplete,2017-09-02 10:55:11
40233,1510,2,58,Completed,2023-04-14 07:02:32
5291,486,48,111,Completed,2018-05-09 01:26:11
35799,583,51,171,Completed,2024-05-08 13:31:21
32758,1508,15,85,Incomplete,2019-11-12 23:55:42
58698,1835,54,55,Incomplete,2024-07-27 01:20:13
1166,2542,4,139,Completed,2019-04-20 20:35:55
54751,2912,22,68,Completed,2022-09-06 08:32:49
22378,4329,21,15,Completed,2018-10-30 11:14:30
37340,1961,5,149,Completed,2023-11-11 15:46:33
49013,2758,1,33,Incomplete,2021-01-01 17:47:29
20469,1216,32,49,Completed,2024-08-21 09:49:05
32423,228,2,27,Completed,2021-09-09 00:14:18
59750,4119,9,135,Completed,2024-12-19 16:19:47
55903,3186,10,28,Completed,2024-04-25 06:21:49
35679,1098,13,161,Completed,2023-11-09 16:04:18
45333,1111,25,109,Completed,2017-11-10 15:53:55
6868,279,45,116,Completed,2022-07-09 00:02:50
25755,1558,39,197,Incomplete,2020-04-14 10:41:28
51514,381,44,6,Incomplete,2020-10-02 22:10:14
42719,1568,26,131,Completed,2018-09-10 19:42:08
33231,362,36,185,Completed,2017-06-18 10:45:25
19829,4473,47,77,Incomplete,2022-08-19 11:25:05
56366,571,26,26,Completed,2024-03-24 15:54:15
8480,484,56,58,Incomplete,2017-04-01 17:52:05
22458,1223,2,17,Incomplete,2023-02-11 16:34:24
2666,987,39,45,Incomplete,2024-03-05 01:23:18
54074,2250,31,169,Incomplete,2018-03-12 16:11:08
48578,325,58,147,Completed,2018-01-13 16:52:00
58607,3923,49,36,Incomplete,2024-08-11 20:24:08
6954,1032,53,198,Completed,2023-02-05 19:28:52
38149,1902,49,172,Completed,2018-12-31 14:48:28
21396,3811,20,138,Completed,2020-02-22 16:59:09
4142,2099,32,137,Incomplete,2024-10-29 15:09:34
55518,162,50,191,Completed,2021-04-23 10:48:55
21134,3437,6,149,Completed,2018-05-14 06:36:40
5674,485,20,72,Incomplete,2019-01-24 22:08:26
22694,2828,19,130,Completed,2023-07-10 17:31:25
17782,2404,3,107,Incomplete,2019-07-13 16:06:22
21690,1396,1,128,Completed,2017-04-10 09:12:57
46293,765,28,69,Completed,2020-06-24 18:39:40
6174,3634,5,84,Incomplete,2018-08-17 11:46:01
47364,2120,21,62,Completed,2020-03-20 09:01:10
27603,1402,58,2,Completed,2023-05-31 00:49:11
46709,4537,0,161,Incomplete,2018-02-28 08:38:07
14936,917,11,7,Completed,2020-11-30 18:40:04
32609,1604,18,21,Completed,2018-10-27 16:44:26
17336,2931,56,96,Completed,2023-06-29 14:36:47
28015,2994,33,40,Incomplete,2021-01-22 03:36:48
47710,2717,8,117,Completed,2024-05-17 22:54:56
44803,1631,43,67,Completed,2022-08-27 17:44:35
58108,848,36,68,Incomplete,2023-06-04 02:47:06
14664,4461,19,36,Completed,2017-11-06 15:02:17
52102,3062,17,98,Completed,2021-01-19 10:54:39
49546,4355,29,131,Incomplete,2024-07-02 10:28:09
37424,2316,30,48,Incomplete,2018-11-14 08:10:07
37708,2238,35,30,Completed,2019-02-26 05:00:45
52534,1521,45,33,Completed,2021-01-01 20:07:52
3293,3261,4,96,Completed,2017-12-12 08:45:39
1047,345,2,147,Incomplete,2020-07-21 02:39:46
44898,3180,57,118,Completed,2024-09-21 21:26:14
8766,4512,38,85,Completed,2022-10-22 02:46:36
24617,3755,41,80,Incomplete,2017-07-03 17:23:20
39947,2094,2,93,Completed,2020-10-23 06:44:21
50985,4815,8,134,Completed,2022-01-20 22:35:39
4952,2682,28,123,Completed,2020-10-15 19:49:44
32450,4585,55,106,Completed,2019-03-25 20:23:32
53547,2311,8,54,Completed,2020-08-08 05:44:28
34703,2594,51,151,Completed,2018-07-19 04:36:52
26874,4606,11,26,Completed,2017-07-11 04:17:19
34697,383,56,16,Incomplete,2024-04-27 14:26:27
27797,2357,21,152,Completed,2017-04-28 11:57:42
9741,4121,45,97,Incomplete,2023-04-17 15:51:21
38721,1675,56,54,Completed,2017-09-13 21:01:33
20719,4233,18,83,Incomplete,2020-01-13 22:47:05
3530,986,10,55,Completed,2021-02-13 13:56:05
27974,1439,57,62,Completed,2017-08-10 00:17:37
25939,3858,36,101,Incomplete,2024-10-26 04:54:13
39516,1239,7,96,Incomplete,2022-04-04 02:38:24
25326,2923,43,126,Completed,2023-02-15 04:23:27
45525,2046,23,85,Completed,2019-01-21 06:45:35
17249,702,9,170,Completed,2024-11-12 01:41:27
16963,3467,23,3,Incomplete,2021-09-09 06:21:23
2465,126,24,26,Incomplete,2018-01-08 05:22:34
57446,130,47,5,Completed,2018-08-10 22:30:22
41960,2326,12,13,Completed,2024-06-10 19:42:35
33472,4855,13,199,Completed,2023-07-04 04:05:26
58191,2561,0,43,Completed,2024-10-01 15:37:40
53811,3046,54,63,Incomplete,2024-02-17 08:02:30
18009,4938,41,182,Completed,2021-09-29 03:24:02
53266,4858,37,52,Completed,2023-04-28 01:18:03
14683,4798,27,24,Completed,2023-10-04 01:21:37
4168,2273,26,152,Completed,2018-09-24 23:18:12
19951,4009,9,57,Completed,2022-04-04 03:47:32
38918,824,54,3,Completed,2024-11-21 04:44:50
59976,1542,54,160,Incomplete,2019-01-28 08:28:01
36210,3360,7,157,Completed,2021-11-23 03:03:14
603,1650,2,60,Completed,2021-10-17 06:05:47
11273,2483,35,41,Completed,2023-10-02 12:18:24
44147,3072,20,39,Completed,2024-04-17 07:36:24
17944,3295,35,168,Completed,2023-03-04 18:26:31
7010,1610,33,180,Incomplete,2020-06-24 16:29:23
19975,3027,19,106,Completed,2023-04-17 23:47:18
21384,824,21,5,Completed,2019-05-25 08:06:33
33889,3611,43,107,Completed,2023-02-28 06:42:24
34247,4116,3,175,Completed,2022-07-16 17:39:53
12305,88,8,111,Completed,2021-05-14 21:26:34
36116,2182,46,156,Completed,2023-03-28 16:49:17
37617,3954,43,52,Incomplete,2024-10-27 03:44:12
50196,2891,22,188,Completed,2018-01-07 11:10:16
37794,878,6,30,Incomplete,2022-04-08 13:17:22
55795,1527,0,67,Completed,2023-08-25 10:58:07
56446,3333,33,71,Incomplete,2022-10-12 21:39:57
5660,4707,8,72,Incomplete,2017-03-20 04:56:17
7596,1917,12,55,Incomplete,2020-12-26 21:38:39
20037,419,36,164,Completed,2022-05-22 13:28:09
24404,4132,7,95,Incomplete,2018-08-04 03:16:42
21312,897,32,78,Completed,2020-09-25 10:35:03
40471,4094,48,172,Incomplete,2021-08-09 04:24:07
55334,809,58,46,Completed,2019-06-18 04:52:17
29093,2554,53,44,Incomplete,2021-07-19 19:23:14
29997,2181,54,122,Incomplete,2023-05-27 00:48:20
51059,1159,32,91,Incomplete,2024-09-23 13:08:48
23705,2616,19,161,Completed,2024-04-01 03:26:34
9086,2984,34,31,Completed,2024-02-05 19:23:01
15421,4947,0,46,Incomplete,2017-11-23 07:06:43
8002,2311,21,57,Completed,2024-02-25 12:27:02
13256,1810,30,145,Completed,2020-02-02 22:23:36
53932,2913,58,162,Completed,2019-07-09 03:21:24
1381,415,0,70,Completed,2021-06-09 13:42:18
35800,3849,5,77,Incomplete,2019-09-03 09:48:30
59751,4544,12,169,Incomplete,2024-02-01 19:42:37
39029,3621,46,180,Incomplete,2017-12-03 17:40:35
34866,3063,54,188,Incomplete,2024-12-30 07:05:35
6812,338,53,199,Completed,2021-02-11 13:24:37
37040,1376,20,52,Completed,2018-11-23 18:52:01
25728,4671,21,108,Incomplete,2017-01-29 11:35:25
50055,728,18,113,Completed,2021-12-30 12:39:53
14668,468,40,137,Completed,2022-01-12 16:06:05
31231,2062,19,150,Incomplete,2022-03-09 16:53:36
57762,3129,34,187,Completed,2020-04-29 21:57:30
16011,2099,49,121,Completed,2022-07-11 12:20:49
44547,407,54,47,Completed,2017-12-14 04:33:41
34613,4929,22,51,Completed,2019-12-28 11:01:35
16970,298,24,157,Incomplete,2021-09-03 01:08:04
35454,2747,11,79,Completed,2024-10-06 15:33:29
54191,298,27,130,Incomplete,2018-07-19 00:32:49
13135,3018,9,7,Completed,2018-08-11 01:42:29
25874,3567,21,160,Completed,2020-02-19 00:37:18
27490,4544,54,152,Completed,2023-03-17 20:16:36
17320,447,49,67,Incomplete,2020-02-17 13:55:47
30265,3261,8,152,Incomplete,2020-11-20 23:19:41
45382,2103,7,83,Incomplete,2019-07-31 16:55:35
54956,4548,46,43,Completed,2022-12-15 13:07:27
18635,1004,24,77,Completed,2019-09-04 09:16:42
38306,2669,57,2,Incomplete,2020-10-23 08:22:59
21782,3989,39,28,Incomplete,2022-11-19 13:16:55
47696,2173,54,5,Incomplete,2021-07-15 18:49:36
46287,739,50,27,Completed,2024-10-11 17:12:53
18761,3567,48,193,Completed,2017-06-28 13:30:08
41397,2647,26,30,Completed,2018-10-08 17:26:33
19178,145,19,171,Completed,2018-02-14 03:15:12
32680,1163,5,10,Incomplete,2021-07-15 01:36:08
57261,2595,42,137,Incomplete,2020-02-18 01:26:26
43907,334,30,71,Completed,2018-04-17 09:09:42
14142,3270,15,111,Completed,2018-01-08 08:02:10
7566,4218,30,140,Incomplete,2023-03-27 13:42:55
40469,2325,32,153,Completed,2021-09-30 06:16:18
22350,456,50,122,Incomplete,2019-09-04 22:28:38
23646,1287,4,170,Completed,2020-01-06 18:51:52
26978,4877,19,5,Completed,2021-03-23 01:32:14
39154,1788,23,116,Incomplete,2021-07-25 21:38:55
29172,2479,57,123,Completed,2024-11-02 04:12:17
41331,298,47,90,Completed,2021-01-01 02:38:54
47395,3408,5,127,Incomplete,2023-02-26 10:58:11
31254,815,15,123,Completed,2022-06-12 19:03:45
20032,1616,29,21,Incomplete,2017-01-02 02:37:44
10224,2339,41,132,Incomplete,2022-04-08 11:36:57
19560,4026,2,144,Incomplete,2024-11-22 07:51:25
32049,637,6,166,Incomplete,2022-06-13 23:14:58
2636,3676,59,93,Completed,2021-01-06 01:45:20
43161,2758,6,171,Completed,2023-07-20 13:06:34
19506,3998,35,27,Completed,2018-03-19 17:34:40
51679,681,47,66,Incomplete,2023-05-07 02:48:41
31709,316,58,83,Incomplete,2020-06-16 01:35:38
36493,1177,53,166,Completed,2019-07-08 04:26:21
17276,1863,29,175,Incomplete,2019-03-19 16:02:30
49182,416,56,26,Completed,2020-07-11 06:04:43
45969,3907,40,94,Completed,2017-10-13 10:47:41
36882,1011,30,16,Incomplete,2019-08-31 00:45:18
24432,1259,42,34,Completed,2018-09-18 15:44:10
15701,970,18,108,Incomplete,2019-10-05 00:00:14
4800,2012,3,113,Incomplete,2018-06-17 19:34:59
55733,3065,20,158,Completed,2021-11-30 19:39:11
3786,3952,1,123,Completed,2019-07-31 00:54:38
11764,2803,52,182,Incomplete,2019-12-20 16:21:59
47518,2156,11,88,Incomplete,2017-07-31 13:12:57
4636,2648,10,87,Incomplete,2022-11-18 04:38:54
55828,3893,16,188,Completed,2017-07-06 13:18:59
53234,3105,17,178,Incomplete,2024-02-16 19:06:59
53420,863,16,86,Incomplete,2018-07-23 06:25:16
2372,4423,55,151,Incomplete,2021-12-26 04:53:18
56520,1199,31,119,Completed,2021-05-29 05:21:31
54034,2288,50,172,Incomplete,2024-10-03 21:00:31
26167,2233,44,174,Incomplete,2024-05-14 15:29:03
50008,1267,35,91,Incomplete,2019-12-27 15:32:29
