student_id,age,gender,city,education_level,enrollment_date
30991,17,Male,Mumbai,Undergraduate,2018-08-01 18:04:05
32104,28,Female,Mumbai,School,2018-04-18 19:45:30
8557,27,Female,Bangalore,School,2021-07-01 06:28:56
29912,24,Female,Chennai,Postgraduate,2022-12-14 05:16:07
38321,21,Female,Bangalore,School,2021-09-09 19:01:30
31428,28,Male,Mumbai,Undergraduate,2017-06-02 18:11:04
49942,26,Male,Kolkata,School,2021-04-22 20:11:14
37094,16,Female,Chennai,Undergraduate,2022-03-07 06:06:45
27644,18,Female,Kolkata,School,2022-09-30 10:43:26
21214,25,Male,Mumbai,Postgraduate,2022-02-26 15:10:11
43427,18,Male,Chennai,School,2020-04-07 15:54:28
25870,24,Female,Bangalore,Postgraduate,2022-06-27 08:10:50
22231,29,Female,Kolkata,School,2023-11-08 14:50:05
33138,20,Female,Delhi,Undergraduate,2022-11-02 19:03:14
20566,22,Female,Kolkata,Undergraduate,2020-12-19 10:41:16
37284,24,Female,Mumbai,Undergraduate,2018-09-01 12:39:05
34132,23,Female,Kolkata,School,2020-05-09 04:24:29
42249,22,Male,Chennai,Postgraduate,2022-07-22 13:08:59
37412,25,Male,Delhi,Undergraduate,2020-12-01 18:32:39
26978,28,Female,Chennai,Postgraduate,2023-09-23 12:40:35
42080,27,Female,Chennai,Undergraduate,2022-11-27 14:34:49
32389,28,Female,Bangalore,Postgraduate,2020-08-02 13:07:08
31783,24,Male,Mumbai,Undergraduate,2023-12-30 01:13:08
4605,20,Male,Bangalore,School,2017-04-27 00:32:29
17507,17,Male,Kolkata,Undergraduate,2019-05-08 03:59:15
25345,26,Male,Chennai,Undergraduate,2019-12-13 19:19:47
42487,26,Female,Chennai,Undergraduate,2023-07-24 07:51:02
11901,26,Female,Delhi,School,2019-09-17 21:56:51
31777,26,Female,Mumbai,Undergraduate,2019-02-03 11:54:34
35437,20,Female,Delhi,Postgraduate,2022-06-04 05:42:09
35089,29,Female,Kolkata,Undergraduate,2020-09-26 16:11:25
34266,23,Female,Delhi,Postgraduate,2023-01-19 11:05:10
3543,17,Male,Mumbai,Postgraduate,2024-11-05 15:54:04
40108,21,Female,Bangalore,Postgraduate,2017-08-03 20:20:05
34906,19,Male,Chennai,School,2017-07-30 07:11:30
37986,29,Male,Bangalore,Postgraduate,2018-11-06 01:27:22
20293,16,Female,Bangalore,School,2021-04-11 01:14:35
576,22,Female,Bangalore,Postgraduate,2023-04-18 14:02:50
27915,28,Female,Delhi,Postgraduate,2017-07-23 08:49:23
28882,29,Female,Kolkata,Postgraduate,2020-05-29 04:01:19
2518,26,Male,Kolkata,Undergraduate,2024-09-02 09:27:54
14357,21,Male,Bangalore,Undergraduate,2023-07-18 06:56:35
16763,20,Female,Chennai,Undergraduate,2023-07-19 02:47:49
35136,25,Female,Delhi,Undergraduate,2024-08-05 06:17:04
317,27,Male,Kolkata,Postgraduate,2020-09-23 02:17:50
28095,20,Female,Chennai,School,2019-07-23 23:38:02
38452,17,Female,Chennai,Undergraduate,2017-04-05 20:17:48
31452,19,Male,Kolkata,Undergraduate,2020-01-04 09:15:28
8395,25,Male,Delhi,Postgraduate,2021-10-07 07:17:18
8936,15,Female,Chennai,School,2020-03-12 00:10:20
24513,29,Female,Kolkata,Undergraduate,2024-01-14 04:14:52
34697,23,Female,Mumbai,Postgraduate,2024-01-07 18:45:15
3121,16,Female,Mumbai,Postgraduate,2023-06-30 18:48:44
20443,28,Female,Delhi,Postgraduate,2019-05-03 12:34:56
48700,18,Female,Delhi,School,2021-04-23 00:22:04
6824,20,Male,Chennai,Undergraduate,2021-07-15 11:49:56
46918,17,Male,Chennai,School,2024-05-19 01:32:24
49009,28,Female,Chennai,Undergraduate,2022-02-01 10:09:20
37470,16,Male,Bangalore,Postgraduate,2017-07-02 10:36:05
37299,20,Female,Kolkata,School,2017-06-27 11:35:19
45511,23,Male,Kolkata,Postgraduate,2021-06-14 11:06:02
29547,21,Female,Kolkata,Undergraduate,2023-06-01 13:32:19
3549,27,Female,Chennai,Postgraduate,2024-03-13 14:37:06
34529,21,Female,Chennai,Undergraduate,2021-04-09 01:05:23
6849,25,Male,Delhi,School,2019-12-07 13:27:37
16432,20,Female,Kolkata,Postgraduate,2019-11-09 11:36:13
11506,22,Female,Mumbai,School,2019-04-18 03:34:21
32152,28,Male,Mumbai,Postgraduate,2019-02-12 13:01:42
41258,23,Female,Chennai,School,2018-10-22 13:20:46
18990,19,Female,Mumbai,Postgraduate,2019-04-05 01:56:35
24693,19,Male,Kolkata,Undergraduate,2018-03-05 05:30:40
30656,17,Male,Delhi,Undergraduate,2021-01-09 07:45:08
37853,18,Male,Delhi,School,2022-11-16 22:07:21
6212,28,Male,Bangalore,Postgraduate,2017-05-29 12:48:46
1422,19,Female,Kolkata,School,2020-12-16 13:00:33
44982,23,Female,Bangalore,School,2017-08-02 22:49:10
24277,23,Male,Chennai,School,2019-05-20 04:46:14
45748,25,Female,Mumbai,School,2018-05-18 22:35:40
9811,23,Female,Bangalore,Undergraduate,2022-01-13 05:39:41
32570,17,Female,Kolkata,Undergraduate,2020-06-26 19:41:17
21634,19,Male,Chennai,School,2021-10-26 18:14:05
11895,15,Male,Chennai,School,2019-08-27 04:08:42
2894,28,Male,Kolkata,Postgraduate,2017-08-30 21:39:37
15713,29,Male,Mumbai,School,2023-03-28 13:57:01
37132,22,Female,Kolkata,Postgraduate,2022-07-06 08:27:21
33513,23,Female,Delhi,Undergraduate,2019-02-04 01:00:33
32325,26,Female,Chennai,Postgraduate,2020-06-29 11:35:37
16116,23,Female,Chennai,Undergraduate,2021-10-07 23:28:56
7392,28,Male,Bangalore,School,2021-10-15 20:58:58
40178,18,Male,Mumbai,School,2022-04-10 04:27:20
26848,25,Male,Mumbai,Undergraduate,2017-06-06 08:59:17
42972,17,Male,Delhi,Postgraduate,2022-05-23 20:05:41
16398,29,Female,Kolkata,Undergraduate,2019-06-23 06:53:23
30791,22,Female,Bangalore,School,2021-03-06 01:11:56
13279,26,Male,Bangalore,School,2024-10-17 23:09:50
2215,26,Male,Delhi,Postgraduate,2020-02-06 21:39:28
22125,27,Male,Chennai,Undergraduate,2024-09-12 05:54:19
27831,20,Female,Chennai,School,2022-08-29 14:24:02
6666,18,Male,Bangalore,Undergraduate,2017-01-26 20:06:47
42907,23,Female,Kolkata,Postgraduate,2020-12-21 06:33:18
35945,29,Female,Mumbai,Undergraduate,2020-04-18 21:45:36
12686,19,Male,Chennai,Postgraduate,2023-06-04 04:43:38
44373,27,Female,Delhi,Postgraduate,2018-05-21 19:53:28
20430,17,Male,Mumbai,Undergraduate,2024-06-16 05:40:38
23000,19,Male,Kolkata,School,2022-02-13 21:00:07
42643,27,Female,Chennai,Postgraduate,2020-02-17 12:46:10
16570,20,Female,Delhi,School,2018-04-23 03:51:02
19034,20,Male,Chennai,Undergraduate,2018-08-15 07:29:27
10016,19,Female,Bangalore,Postgraduate,2017-03-18 12:30:53
16835,27,Female,Bangalore,School,2018-04-29 21:06:26
24410,26,Male,Chennai,School,2019-01-24 19:35:21
19100,24,Female,Chennai,Postgraduate,2019-07-12 09:04:03
22007,19,Female,Bangalore,Postgraduate,2021-08-05 18:14:06
35569,23,Male,Kolkata,Undergraduate,2020-10-07 02:22:57
47839,22,Female,Chennai,Undergraduate,2019-06-19 00:20:55
16274,16,Female,Bangalore,Undergraduate,2018-02-13 10:40:14
24808,28,Female,Delhi,Postgraduate,2023-11-20 07:52:31
27956,21,Female,Bangalore,Undergraduate,2019-10-21 12:22:56
17071,22,Male,Delhi,Undergraduate,2019-03-19 14:29:25
8078,25,Male,Delhi,Postgraduate,2019-01-14 22:27:29
47561,26,Male,Chennai,Postgraduate,2023-10-16 03:52:44
27440,27,Male,Chennai,Postgraduate,2024-04-24 13:15:55
34536,17,Female,Mumbai,Postgraduate,2017-11-27 10:05:38
10133,24,Male,Chennai,School,2019-04-18 18:06:33
7504,17,Male,Delhi,Undergraduate,2019-12-21 10:36:50
47617,27,Male,Chennai,Postgraduate,2022-11-07 13:46:02
5349,19,Female,Bangalore,Postgraduate,2024-11-24 09:16:16
17256,29,Female,Bangalore,School,2021-01-15 10:08:58
5904,19,Female,Bangalore,School,2022-02-23 07:20:33
15737,17,Female,Chennai,School,2018-04-20 22:29:08
17704,28,Female,Mumbai,Undergraduate,2022-06-05 00:13:41
37260,27,Male,Mumbai,Postgraduate,2022-06-02 16:43:13
23695,19,Female,Chennai,Postgraduate,2017-07-20 13:19:03
42647,29,Male,Delhi,School,2020-03-08 21:51:29
16143,15,Male,Kolkata,Undergraduate,2018-03-11 03:47:24
27769,16,Female,Kolkata,School,2019-08-13 18:16:56
86,20,Female,Bangalore,School,2017-07-14 00:10:54
42506,17,Male,Kolkata,Postgraduate,2021-04-04 21:10:51
3812,23,Male,Chennai,School,2023-11-05 12:34:02
40404,21,Male,Chennai,School,2021-03-12 08:55:28
5231,23,Male,Bangalore,Undergraduate,2022-04-10 01:23:57
40041,20,Female,Delhi,Undergraduate,2023-04-10 05:17:03
33759,20,Male,Kolkata,Undergraduate,2020-12-30 19:38:09
18979,28,Female,Kolkata,Postgraduate,2017-02-01 03:07:01
42807,29,Female,Bangalore,Postgraduate,2021-07-29 23:08:09
3098,19,Female,Mumbai,School,2019-05-11 06:02:40
35789,19,Male,Delhi,Undergraduate,2021-03-03 15:44:50
17502,28,Female,Mumbai,Undergraduate,2021-07-23 07:39:12
46742,15,Male,Delhi,Undergraduate,2019-09-05 05:02:27
16649,27,Female,Mumbai,Undergraduate,2024-03-16 05:06:01
2936,19,Female,Chennai,Postgraduate,2023-02-03 10:51:06
20048,22,Male,Delhi,School,2020-09-12 11:09:30
37041,20,Female,Kolkata,Postgraduate,2023-08-03 13:43:27
11482,26,Female,Delhi,Postgraduate,2017-02-05 02:55:55
28180,16,Female,Bangalore,Undergraduate,2018-05-31 08:25:45
15260,28,Female,Bangalore,Postgraduate,2019-06-04 20:46:42
31908,26,Female,Bangalore,School,2018-09-12 10:20:48
18222,29,Female,Delhi,Postgraduate,2023-10-27 09:29:29
14702,24,Female,Kolkata,Postgraduate,2021-12-15 19:03:00
38223,20,Female,Mumbai,School,2020-03-31 14:12:03
3251,17,Female,Bangalore,Undergraduate,2023-06-29 15:35:00
24091,27,Male,Bangalore,Undergraduate,2023-11-20 03:56:05
27658,23,Male,Mumbai,School,2024-06-18 07:38:08
21875,18,Male,Kolkata,Undergraduate,2022-08-14 09:14:46
11031,21,Female,Mumbai,Postgraduate,2022-01-16 13:26:12
45936,15,Male,Chennai,Postgraduate,2021-10-16 22:38:36
39648,25,Female,Bangalore,School,2019-06-18 20:25:45
40796,17,Female,Chennai,Undergraduate,2021-08-29 10:22:04
42154,28,Female,Mumbai,Postgraduate,2021-07-08 02:27:08
5250,21,Male,Chennai,School,2021-05-30 08:49:35
38978,24,Female,Delhi,School,2021-01-17 06:39:02
24903,24,Female,Delhi,Postgraduate,2022-07-26 09:01:19
16839,20,Male,Kolkata,Undergraduate,2018-07-21 14:25:16
46282,18,Male,Delhi,Undergraduate,2019-01-11 03:52:28
27141,28,Female,Bangalore,Postgraduate,2018-02-27 15:14:49
26603,29,Female,Mumbai,Undergraduate,2017-11-18 12:38:50
17589,19,Female,Mumbai,Undergraduate,2020-06-21 03:51:43
5462,22,Male,Mumbai,Undergraduate,2022-06-26 07:07:18
24205,16,Male,Delhi,School,2020-11-29 08:41:19
35750,18,Female,Bangalore,Postgraduate,2022-08-28 20:35:33
10696,19,Male,Chennai,School,2021-12-16 06:28:44
39794,20,Male,Kolkata,School,2018-04-10 03:28:32
38353,27,Female,Chennai,Postgraduate,2021-11-21 06:01:30
31157,27,Male,Bangalore,Undergraduate,2022-09-24 02:06:34
7563,24,Male,Delhi,School,2018-04-13 19:18:52
11820,19,Male,Delhi,School,2024-09-06 14:23:06
29594,29,Male,Kolkata,Postgraduate,2024-12-01 09:39:48
27122,18,Male,Mumbai,Postgraduate,2019-05-17 20:32:45
40168,27,Female,Mumbai,Undergraduate,2019-07-06 12:08:42
31726,28,Male,Chennai,Undergraduate,2018-08-22 03:14:05
46369,27,Female,Kolkata,School,2023-03-15 17:40:39
4166,15,Female,Kolkata,Postgraduate,2020-03-14 04:41:27
39050,22,Female,Kolkata,School,2022-02-07 02:48:54
6909,15,Female,Chennai,Undergraduate,2020-06-05 20:06:57
47324,21,Male,Chennai,Undergraduate,2017-09-08 16:03:05
7028,29,Female,Delhi,Undergraduate,2021-11-01 19:25:40
29295,21,Male,Kolkata,Postgraduate,2022-03-29 21:22:47
21433,24,Male,Chennai,School,2019-11-13 01:26:19
5951,21,Female,Bangalore,School,2024-08-17 05:51:16
29217,16,Male,Mumbai,Undergraduate,2018-07-29 00:45:44
36372,17,Female,Chennai,Undergraduate,2023-05-16 13:52:52
36352,25,Male,Chennai,Postgraduate,2022-11-07 02:12:06
21045,18,Male,Mumbai,School,2019-10-31 17:35:55
39513,24,Female,Bangalore,Undergraduate,2017-11-05 05:14:45
37627,24,Male,Mumbai,Undergraduate,2017-12-23 04:25:04
9891,21,Male,Delhi,Postgraduate,2019-05-14 02:10:36
14267,28,Female,Bangalore,Postgraduate,2021-08-14 23:49:11
2972,27,Male,Kolkata,Undergraduate,2024-10-30 08:50:04
22265,16,Female,Bangalore,Postgraduate,2021-05-31 14:21:01
45884,15,Male,Mumbai,Undergraduate,2019-06-27 21:46:09
46015,25,Female,Bangalore,Undergraduate,2017-06-04 16:25:12
5679,20,Female,Mumbai,Undergraduate,2018-11-21 08:42:26
25465,18,Female,Mumbai,Undergraduate,2017-01-21 05:50:03
32279,21,Male,Mumbai,Undergraduate,2024-05-09 19:57:57
13202,20,Male,Delhi,School,2022-11-29 20:08:55
40686,19,Male,Mumbai,Postgraduate,2023-05-27 04:44:30
47404,29,Male,Mumbai,School,2018-08-11 12:27:55
963,16,Male,Chennai,Postgraduate,2021-03-04 20:14:34
31358,26,Male,Kolkata,Postgraduate,2017-09-06 19:19:43
18206,27,Male,Delhi,School,2017-04-26 13:28:10
22323,27,Female,Delhi,School,2018-09-07 06:59:19
24139,19,Male,Delhi,School,2019-03-14 09:16:54
9634,17,Male,Bangalore,Postgraduate,2021-07-02 22:00:38
30814,27,Female,Bangalore,Undergraduate,2021-10-05 14:14:28
20307,18,Female,Bangalore,School,2018-12-23 02:36:15
29629,29,Female,Mumbai,School,2022-12-10 04:56:30
6695,17,Male,Mumbai,Undergraduate,2018-11-08 17:37:05
29249,27,Male,Kolkata,Undergraduate,2023-09-19 09:43:55
17308,29,Male,Mumbai,Undergraduate,2020-07-29 12:34:16
38166,18,Female,Bangalore,School,2022-08-05 22:31:54
14507,20,Male,Chennai,Postgraduate,2018-07-08 11:41:50
34410,22,Female,Bangalore,Postgraduate,2021-07-24 18:29:21
36219,23,Male,Chennai,Postgraduate,2024-08-26 18:51:35
29778,27,Female,Bangalore,School,2022-09-18 20:06:44
42048,20,Female,Kolkata,Undergraduate,2023-10-04 00:50:14
18287,28,Male,Kolkata,Postgraduate,2023-12-21 07:27:30
8431,29,Female,Delhi,Undergraduate,2023-05-26 00:21:43
10644,28,Female,Mumbai,Postgraduate,2021-05-17 06:14:24
38726,22,Male,Chennai,School,2021-09-12 23:38:48
25179,23,Male,Bangalore,Undergraduate,2023-01-06 19:09:25
29352,15,Female,Delhi,Postgraduate,2022-08-31 16:53:09
33387,21,Male,Kolkata,School,2019-06-23 15:27:20
36475,22,Male,Kolkata,Undergraduate,2017-03-05 06:42:41
39618,24,Male,Kolkata,Postgraduate,2018-06-27 04:39:25
37401,21,Male,Bangalore,School,2024-01-21 05:01:53
15996,22,Male,Kolkata,Postgraduate,2017-09-27 16:00:20
23050,25,Female,Bangalore,Undergraduate,2024-03-09 15:14:55
36958,15,Male,Delhi,Undergraduate,2021-06-16 04:52:05
40937,26,Female,Chennai,Postgraduate,2021-06-27 04:58:38
48949,15,Male,Chennai,School,2020-10-25 04:37:15
41436,20,Female,Chennai,Postgraduate,2017-03-22 05:35:37
47172,22,Male,Delhi,Undergraduate,2023-08-30 20:42:02
49110,24,Male,Kolkata,Undergraduate,2021-07-04 06:59:00
21121,22,Female,Mumbai,Undergraduate,2021-08-27 11:05:55
33973,24,Female,Kolkata,Undergraduate,2021-05-24 18:22:36
44127,20,Male,Chennai,Undergraduate,2021-06-27 01:45:41
4024,21,Male,Bangalore,Postgraduate,2019-08-09 08:06:13
46534,15,Female,Kolkata,Postgraduate,2024-06-21 06:49:24
30042,20,Male,Bangalore,Undergraduate,2023-12-22 06:17:09
249,25,Female,Mumbai,Postgraduate,2024-10-19 12:13:52
25830,29,Male,Chennai,Undergraduate,2018-12-18 04:14:01
34571,27,Male,Chennai,Postgraduate,2023-04-14 09:05:11
230,28,Female,Mumbai,Undergraduate,2020-04-10 18:35:48
3387,28,Female,Bangalore,School,2020-01-01 15:55:58
26532,21,Male,Mumbai,Postgraduate,2022-06-27 09:09:10
4952,24,Male,Delhi,Undergraduate,2022-11-28 16:34:51
12929,27,Female,Mumbai,Undergraduate,2021-03-21 08:03:42
5905,24,Female,Kolkata,Postgraduate,2017-09-12 11:38:11
24684,22,Male,Mumbai,School,2020-02-20 21:32:40
27105,26,Male,Chennai,Postgraduate,2017-04-09 15:58:02
4781,27,Female,Kolkata,Undergraduate,2019-12-16 03:52:15
44131,22,Male,Mumbai,Undergraduate,2021-10-16 05:08:55
27724,17,Male,Bangalore,School,2021-12-14 15:33:45
20757,24,Female,Chennai,School,2023-07-01 22:51:02
786,21,Female,Bangalore,Undergraduate,2022-06-09 03:56:21
49366,15,Female,Kolkata,Postgraduate,2022-06-21 20:24:33
33663,21,Male,Delhi,Undergraduate,2019-11-11 16:51:47
30481,21,Male,Kolkata,School,2020-05-13 13:28:59
46918,17,Male,Chennai,Undergraduate,2019-12-28 22:21:30
45377,25,Female,Mumbai,Undergraduate,2021-01-08 10:17:12
37241,26,Female,Chennai,Postgraduate,2017-03-22 17:31:24
45259,28,Female,Bangalore,School,2023-05-17 02:00:41
38892,25,Female,Mumbai,Undergraduate,2017-05-29 09:08:17
49997,25,Female,Bangalore,Postgraduate,2017-04-12 18:12:06
46729,29,Female,Bangalore,Postgraduate,2024-01-24 21:17:53
45825,28,Male,Bangalore,Postgraduate,2017-07-09 09:58:40
11396,17,Male,Bangalore,Postgraduate,2022-08-19 06:36:59
48279,25,Male,Chennai,Undergraduate,2017-03-10 05:11:10
34631,27,Male,Delhi,Undergraduate,2024-08-27 09:48:28
19173,21,Female,Chennai,Postgraduate,2018-01-19 12:31:08
48949,16,Female,Bangalore,Postgraduate,2019-10-19 03:54:01
23936,25,Female,Bangalore,School,2017-07-05 22:53:27
45134,18,Male,Kolkata,School,2021-10-06 08:43:10
4585,29,Male,Chennai,Postgraduate,2023-11-28 17:41:23
32676,25,Male,Bangalore,Postgraduate,2017-06-16 20:04:14
1778,24,Female,Kolkata,School,2022-08-21 00:33:25
43769,25,Female,Bangalore,School,2024-09-16 07:54:17
7758,23,Male,Mumbai,Undergraduate,2018-06-18 10:55:46
37636,19,Female,Mumbai,Undergraduate,2022-11-30 05:36:30
38948,27,Female,Kolkata,Undergraduate,2024-04-15 17:32:22
34136,18,Female,Delhi,Postgraduate,2021-07-23 17:34:03
31338,24,Female,Bangalore,Undergraduate,2024-03-05 05:00:40
24303,24,Male,Delhi,Undergraduate,2017-12-21 22:01:20
23258,15,Female,Mumbai,School,2019-12-02 10:48:02
46725,27,Female,Delhi,School,2023-08-28 18:26:01
39264,19,Male,Mumbai,School,2023-10-22 17:20:55
47211,25,Female,Delhi,Postgraduate,2017-08-01 08:27:30
20715,25,Male,Mumbai,School,2019-05-25 20:30:52
24013,18,Male,Kolkata,Postgraduate,2023-07-01 08:16:53
35104,28,Male,Delhi,School,2017-12-08 00:20:59
45489,26,Male,Mumbai,Postgraduate,2018-05-18 16:49:17
25278,25,Male,Delhi,Undergraduate,2024-10-12 08:30:12
35685,17,Male,Chennai,School,2017-03-01 05:44:42
1664,22,Male,Chennai,Undergraduate,2020-11-02 17:08:17
18957,19,Female,Mumbai,Undergraduate,2017-10-09 22:38:49
20167,18,Male,Chennai,Postgraduate,2022-05-24 23:05:40
787,17,Male,Bangalore,School,2019-08-23 18:41:24
21545,27,Male,Delhi,Undergraduate,2019-03-31 08:40:34
40773,26,Male,Mumbai,Postgraduate,2021-09-08 05:50:56
14214,23,Male,Bangalore,Undergraduate,2019-01-26 10:14:54
49508,28,Female,Kolkata,Postgraduate,2020-11-02 21:36:17
4766,27,Male,Kolkata,Undergraduate,2021-10-02 17:11:45
20455,18,Male,Bangalore,Postgraduate,2019-05-22 08:01:53
34393,20,Female,Kolkata,Postgraduate,2019-06-07 05:51:13
49623,28,Male,Bangalore,School,2020-05-09 07:48:35
28685,29,Male,Bangalore,School,2022-04-14 09:52:33
18315,27,Male,Kolkata,Undergraduate,2018-12-03 22:35:55
33168,26,Male,Kolkata,Postgraduate,2023-10-12 21:29:01
27184,25,Male,Kolkata,Postgraduate,2022-01-05 16:04:07
28889,21,Male,Delhi,Postgraduate,2019-08-19 10:21:58
49311,24,Male,Chennai,Postgraduate,2019-07-14 18:24:26
12234,19,Female,Kolkata,School,2022-09-17 15:20:35
33151,16,Male,Kolkata,Undergraduate,2017-09-04 18:40:03
34410,29,Female,Bangalore,Undergraduate,2022-10-23 01:03:16
15044,23,Male,Bangalore,Postgraduate,2021-02-28 10:05:15
14087,24,Female,Delhi,Undergraduate,2024-12-09 04:00:41
30513,26,Female,Bangalore,Undergraduate,2023-12-06 10:52:58
43803,23,Male,Kolkata,Postgraduate,2018-06-09 03:46:05
35265,19,Male,Kolkata,Undergraduate,2018-01-11 08:11:32
15399,15,Female,Bangalore,School,2018-02-14 12:39:17
26339,16,Male,Mumbai,School,2022-08-25 01:20:58
34501,28,Female,Chennai,Postgraduate,2017-11-06 14:46:05
